Target_genes	Mxi1|Average	SRX140388|CH12	SRX140391|MEL	SRX15939545|NIH/3T3	SRX15939546|NIH/3T3	STRING
Cttn	227.5	0	308	387	215	0
Cep85l	227.5	166	137	218	389	0
Zxdb	227.25	200	247	252	210	0
Zfand4	227.25	155	110	343	301	0
Svbp	227.25	0	390	268	251	0
Rdx	227.25	158	148	311	292	0
Ptgr1	227.25	131	180	249	349	0
Nbdy	227.25	0	909	0	0	0
Hmgb2	227.25	288	134	312	175	0
F8a	227.25	199	154	278	278	0
1810037I17Rik	227.25	231	162	260	256	0
Tnfrsf8	227.0	668	240	0	0	0
Stambp	227.0	159	237	296	216	0
Sipa1	227.0	185	172	328	223	0
Rasal1	227.0	559	349	0	0	0
Kif27	227.0	0	908	0	0	0
Ikzf3	227.0	781	127	0	0	0
Fam102a	227.0	138	145	319	306	0
Cdyl2	227.0	267	0	384	257	0
Ppp1r12a	226.75	168	136	260	343	0
Kat7	226.75	297	282	183	145	0
Itgav	226.75	185	172	287	263	0
H3f4	226.75	292	0	285	330	0
H2-T9	226.5	232	535	0	139	0
H2-T22	226.5	232	535	0	139	0
Gm6034	226.5	232	535	0	139	0
Glipr2	226.5	182	182	201	341	0
Cers6	226.5	0	0	393	513	0
Ccl7	226.5	269	136	193	308	0
Apold1	226.5	187	138	228	353	0
Zfp647	226.25	284	232	239	150	0
Pla2g4a	226.25	132	298	217	258	0
Mtcp1	226.25	173	257	240	235	0
Kif16b	226.25	309	466	130	0	0
Egln1	226.25	129	216	260	300	0
Cmc4	226.25	173	257	240	235	0
Brcc3	226.25	173	257	240	235	0
Zfp934	226.0	169	160	251	324	0
Twist2	226.0	0	0	451	453	0
Slc25a45	226.0	316	241	104	243	0
Frmd8	226.0	316	241	104	243	0
Calhm5	226.0	0	0	379	525	0
Aga	226.0	230	232	305	137	0
Trim12c	225.75	142	387	133	241	0
Traf3ip2	225.75	197	0	372	334	0
Tas2r143	225.75	0	0	471	432	0
Ctnnal1	225.75	152	107	232	412	0
Slc35f6	225.5	274	269	181	178	0
Tmem240	225.25	119	208	233	341	0
Mzf1	225.25	551	350	0	0	0
Gm12258	225.25	250	298	99	254	0
Dennd2d	225.25	294	414	0	193	0
Cfap126	225.25	276	476	0	149	0
Slfn9	225.0	107	121	287	385	0
Rsph1	225.0	162	738	0	0	0
Ppp3cc	225.0	144	172	286	298	0
Irf5	225.0	713	187	0	0	0
Ccbe1	225.0	0	0	326	574	0
1190005I06Rik	225.0	366	534	0	0	0
Plrg1	224.75	149	226	232	292	0
Lgals7	224.75	300	268	188	143	0
C1qtnf2	224.75	330	569	0	0	0
Sema6b	224.5	402	282	0	214	0
Rap1gap	224.5	0	495	183	220	0
Atoh8	224.5	473	0	154	271	0
Mpp5	224.25	132	202	280	283	0
Ezr	224.25	245	383	142	127	0
Arhgap9	224.25	188	709	0	0	0
Ap1g2	224.25	506	391	0	0	0
Synpo2l	224.0	195	372	160	169	0
Sertad1	224.0	193	163	302	238	0
Psmc6	224.0	151	404	142	199	0
Nudt17	224.0	169	391	0	336	0
Myoz1	224.0	195	372	160	169	0
Zfp788	223.75	190	325	191	189	0
Zfp781	223.75	216	0	318	361	0
Zbtb5	223.75	120	259	205	311	0
Pbx4	223.75	463	335	0	97	0
Nfkbie	223.75	112	234	271	278	0
Mycbpap	223.75	895	0	0	0	0
Mgmt	223.75	195	0	412	288	0
Gm3055	223.75	216	0	318	361	0
Ftl1	223.75	203	223	275	194	0
Arhgap32	223.75	0	0	421	474	0
Spag8	223.5	95	412	154	233	0
Nexn	223.5	0	213	277	404	0
Itpkb	223.5	229	269	169	227	0
Hint2	223.5	95	412	154	233	0
Csrnp1	223.5	209	184	191	310	0
Cldn15	223.5	0	0	197	697	0
Cfap46	223.5	420	369	105	0	0
Zfp14	223.25	283	165	222	223	0
Arl15	223.25	139	362	170	222	0
Gtf2ird1	223.0	203	435	101	153	0
Evl	223.0	0	0	523	369	0
Stag2	222.75	173	306	218	194	0
Scamp1	222.75	0	0	353	538	0
Oxt	222.75	0	722	0	169	0
Celf2	222.75	195	227	230	239	0
Cdsn	222.75	147	228	319	197	0
Avp	222.75	0	722	0	169	0
Tcp11l1	222.5	0	375	226	289	0
Nr2c1	222.5	131	199	233	327	0
H2bc3	222.5	177	222	198	293	0
Rnf217	222.25	0	0	437	452	0
Prr36	222.25	273	616	0	0	0
Ogfrl1	222.25	0	125	362	402	0
Klhdc8a	222.25	0	0	501	388	0
Cacna1c	222.25	0	425	116	348	0
Artn	222.25	0	219	128	542	0
Epm2a	222.0	0	268	310	310	0
Coq7	222.0	232	217	220	219	0
Zfpm1	221.75	396	188	187	116	0
Tigd3	221.75	144	514	137	92	0
Smad9	221.75	132	0	355	400	0
Ppp2r5e	221.75	167	205	262	253	0
Leng9	221.75	211	201	303	172	0
Cyb5a	221.75	140	420	175	152	0
Zdhhc14	221.5	241	425	123	97	0
Ttll7	221.5	145	0	334	407	0
Hexb	221.5	279	447	0	160	0
Slfn5	221.25	0	885	0	0	0
Slc14a1	221.25	151	594	0	140	0
Fcsk	221.25	216	352	142	175	0
Ciita	221.25	885	0	0	0	0
Psmb7	221.0	199	327	186	172	0
Basp1	221.0	0	0	380	504	0
Aplp2	221.0	138	159	318	269	0
Pde4c	220.75	150	348	248	137	0
Gm3336	220.75	150	348	248	137	0
Vps37d	220.5	217	261	211	193	0
Snx16	220.5	0	186	297	399	0
Gm11437	220.5	399	329	0	154	0
Zfp607a	220.25	310	396	175	0	0
Prr14	220.25	278	298	0	305	0
Pim2	220.25	373	508	0	0	0
Medag	220.25	0	0	399	482	0
Trim21	220.0	131	346	152	251	0
Tle4	220.0	170	344	123	243	0
Pwwp2b	220.0	96	212	302	270	0
Mthfsl	220.0	180	123	242	335	0
Chmp3	220.0	134	241	241	264	0
Chic2	220.0	106	155	370	249	0
Rtp3	219.75	571	0	0	308	0
Pkp4	219.75	0	0	493	386	0
Mt3	219.75	879	0	0	0	0
Gna15	219.75	341	538	0	0	0
Chst14	219.75	233	181	253	212	0
Ccdc148	219.75	0	0	493	386	0
Wdr33	219.5	223	204	223	228	0
Upp2	219.5	0	0	439	439	0
Prelid3b	219.5	270	172	204	232	0
Atp8a1	219.5	387	491	0	0	0
Acvr1	219.5	0	0	439	439	0
Actn1	219.5	0	187	354	337	0
Prkaa1	219.25	130	119	315	313	0
Ssh1	219.0	316	178	197	185	0
Pagr1a	219.0	262	199	238	177	0
Mvp	219.0	262	199	238	177	0
Kctd15	219.0	189	0	272	415	0
H3c11	219.0	128	210	229	309	0
H2bc22	219.0	128	210	229	309	0
H2ac22	219.0	128	210	229	309	0
Dnmt3b	219.0	237	206	230	203	0
Zdhhc23	218.75	388	487	0	0	0
Tmco4	218.75	427	448	0	0	0
Srgn	218.75	632	243	0	0	0
Rassf8	218.75	0	0	595	280	0
D130040H23Rik	218.75	609	0	106	160	0
Clstn1	218.75	176	0	261	438	0
Ccdc91	218.75	315	0	210	350	0
2510002D24Rik	218.75	269	152	220	234	0
Stox1	218.5	249	103	165	357	0
Slc2a8	218.5	78	265	145	386	0
Sh2b2	218.5	249	0	306	319	0
H2ac4	218.5	166	222	200	286	0
Gpr157	218.5	126	208	248	292	0
Gm5141	218.5	286	269	115	204	0
Zfp974	218.25	281	303	129	160	0
Steap2	218.25	0	0	401	472	0
Ube2l3	218.0	234	264	186	188	0
Trio	218.0	0	0	429	443	0
Tceal3	218.0	201	671	0	0	0
Sh3tc1	218.0	872	0	0	0	0
Nek3	218.0	93	190	325	264	0
Bcorl1	218.0	242	245	194	191	0
Stpg1	217.75	479	392	0	0	0
Pomc	217.75	652	219	0	0	0
Nipal3	217.75	479	392	0	0	0
Nicn1	217.75	234	278	230	129	0
Celf5	217.75	129	178	175	389	0
3425401B19Rik	217.75	871	0	0	0	0
Zfp975	217.5	151	0	418	301	0
Npepps	217.5	128	212	291	239	0
Hspa2	217.5	230	255	216	169	0
Fiz1	217.5	117	234	320	199	0
Zbtb42	217.25	110	304	249	206	0
Prps2	217.25	205	0	286	378	0
Il1rap	217.25	378	491	0	0	0
Hes2	217.25	344	525	0	0	0
Gpr3	217.25	147	396	133	193	0
Copg2	217.25	98	292	206	273	0
Taz	217.0	241	359	136	132	0
Socs7	217.0	191	238	241	198	0
Pym1	217.0	127	179	282	280	0
Myh9	217.0	0	172	359	337	0
Dnase1l1	217.0	241	359	136	132	0
Pdha1	216.75	0	342	216	309	0
Irgm1	216.75	275	378	92	122	0
Ccdc9b	216.75	145	342	164	216	0
Ccdc32	216.75	189	258	188	232	0
Sema6a	216.5	0	0	504	362	0
Ttc30a2	216.25	0	0	336	529	0
Ttc30a1	216.25	0	0	336	529	0
Med12	216.25	148	183	234	300	0
Hdac1	216.25	121	182	249	313	0
Gm13271	216.25	99	271	156	339	0
G6pdx	216.25	212	357	174	122	0
Dcaf15	216.25	201	111	265	288	0
Cmtm4	216.25	0	0	479	386	0
C1galt1	216.25	146	202	263	254	0
Stxbp2	216.0	416	448	0	0	0
Ror1	216.0	0	0	293	571	0
Pcbp3	216.0	0	0	461	403	0
Cdkn1c	216.0	0	864	0	0	0
Wrap73	215.75	187	272	174	230	0
Trp73	215.75	187	272	174	230	0
Pou2f2	215.75	551	312	0	0	0
Cdyl	215.75	108	755	0	0	0
Zfx	215.5	174	121	235	332	0
Slc23a3	215.5	0	862	0	0	0
Nedd4	215.5	147	224	190	301	0
Mllt6	215.5	173	307	220	162	0
Kremen1	215.5	190	219	206	247	0
Efna3	215.5	0	232	352	278	0
Anxa11	215.25	210	315	199	137	0
Zfp956	215.0	273	284	100	203	0
Zfp217	215.0	114	337	259	150	0
Wfs1	215.0	194	0	374	292	0
Slfn1	215.0	499	361	0	0	0
Golph3	215.0	164	182	310	204	0
Ctxn1	215.0	0	363	316	181	0
Gm36298	214.75	232	262	137	228	0
Eif2ak1	214.75	859	0	0	0	0
Dchs2	214.75	420	439	0	0	0
Cav1	214.75	0	0	356	503	0
Acadl	214.75	147	0	471	241	0
Hoxa4	214.5	0	0	393	465	0
Fkbp9	214.5	0	0	467	391	0
Pxylp1	214.25	178	232	135	312	0
Psmb5	214.25	220	268	157	212	0
Plekhf2	214.25	135	316	249	157	0
Fnbp1l	214.25	0	0	429	428	0
Duoxa2	214.25	368	489	0	0	0
Duox2	214.25	368	489	0	0	0
Cpne2	214.25	114	142	317	284	0
Fndc5	214.0	0	856	0	0	0
Ccdc85c	214.0	131	150	356	219	0
Zfp709	213.75	213	642	0	0	0
Pfdn1	213.75	137	254	176	288	0
Kptn	213.75	310	382	163	0	0
Gdi1	213.75	161	290	137	267	0
Aebp1	213.75	0	0	519	336	0
Uqcrb	213.5	202	302	125	225	0
Rimbp3	213.5	481	373	0	0	0
Ncam1	213.5	0	0	509	345	0
Gm10767	213.5	202	302	125	225	0
B2m	213.5	0	229	289	336	0
Rab3d	213.25	111	432	176	134	0
Mospd3	213.25	176	330	164	183	0
Gm14410	213.25	221	169	232	231	0
Fbxo17	213.25	0	0	131	722	0
Ece2	213.25	0	201	347	305	0
Cyp4v3	213.25	272	0	339	242	0
Zfp36	213.0	173	214	242	223	0
Trmt10b	213.0	221	392	0	239	0
Galnt1	212.75	127	123	342	259	0
Them6	212.5	307	300	91	152	0
Paqr3	212.5	157	168	328	197	0
Melk	212.5	252	274	106	218	0
Bag3	212.5	0	143	402	305	0
Ppp1r13b	212.25	124	131	299	295	0
Hdac11	212.25	212	192	283	162	0
Fcgr1	212.25	0	849	0	0	0
Dlk1	212.25	0	0	495	354	0
Zfp36l1	212.0	123	185	307	233	0
Mapre1	212.0	186	196	225	241	0
Iqcb1	212.0	206	153	200	289	0
H3c10	212.0	143	118	201	386	0
Akna	212.0	409	110	175	154	0
Zfp287	211.75	476	0	138	233	0
Gramd3	211.75	191	0	352	304	0
H3c3	211.5	177	222	154	293	0
Flrt2	211.5	0	0	531	315	0
Chrm4	211.5	489	357	0	0	0
Asmt	211.5	572	149	125	0	0
Sez6	211.25	845	0	0	0	0
Pea15a	211.25	148	0	308	389	0
Dlk2	211.25	114	0	285	446	0
Ptprg	211.0	0	0	428	416	0
A630001G21Rik	211.0	324	520	0	0	0
Trim36	210.75	244	319	97	183	0
Pou6f1	210.75	164	209	246	224	0
Arhgef11	210.75	111	86	363	283	0
H4c12	210.5	237	205	155	245	0
H2bc15	210.5	237	205	155	245	0
H2ac15	210.5	237	205	155	245	0
Gnaq	210.5	109	0	291	442	0
Clec2d	210.5	219	453	85	85	0
Pnisr	210.25	269	327	103	142	0
Mier2	210.25	156	103	244	338	0
Ensa	210.25	107	415	87	232	0
Cdh24	210.25	184	191	211	255	0
Ccdc62	210.25	318	294	114	115	0
Xaf1	210.0	158	208	242	232	0
Phpt1	210.0	259	286	174	121	0
Mocs2	210.0	213	247	165	215	0
Mamdc4	210.0	259	286	174	121	0
Jun	210.0	416	0	181	243	0
Hdhd5	210.0	188	292	193	167	0
Cep20	210.0	211	145	190	294	0
Anxa2	209.75	0	388	151	300	0
Spns2	209.5	0	235	358	245	0
Rasa4	209.5	78	112	328	320	0
Ube2s	209.25	114	301	243	179	0
Skida1	209.25	186	245	157	249	0
Hivep2	209.25	165	0	262	410	0
Traf7	209.0	233	279	160	164	0
Rln3	209.0	117	719	0	0	0
Il27ra	209.0	117	719	0	0	0
Cxcl5	209.0	0	0	321	515	0
Asb16	209.0	180	331	100	225	0
Tmem44	208.75	244	188	97	306	0
Slfn2	208.75	639	196	0	0	0
Runx1	208.75	165	133	231	306	0
Gm2a	208.75	372	396	67	0	0
Adamts10	208.75	229	453	0	153	0
Wdfy3	208.5	0	124	353	357	0
Tcf7l2	208.5	0	0	455	379	0
Myo18a	208.5	404	430	0	0	0
Mmp2	208.5	0	0	462	372	0
1700025G04Rik	208.5	0	240	240	354	0
Zfp946	208.25	366	0	220	247	0
Zfp746	208.25	216	229	170	218	0
Rbms1	208.25	98	315	241	179	0
Ranbp9	208.25	183	83	347	220	0
Hacd4	208.25	0	599	0	234	0
Apcdd1	208.25	0	0	417	416	0
Twf2	208.0	113	155	320	244	0
Slc36a4	208.0	110	0	441	281	0
Ppm1m	208.0	113	155	320	244	0
Clic1	208.0	258	160	162	252	0
C330018D20Rik	208.0	132	101	227	372	0
Aars	208.0	269	229	186	148	0
Ngf	207.75	0	0	352	479	0
Gid8	207.75	230	235	180	186	0
Erbb2	207.75	0	0	461	370	0
Gpr153	207.5	241	0	251	338	0
Gm21885	207.5	318	354	0	158	0
Endog	207.5	124	530	0	176	0
Ank1	207.5	0	467	159	204	0
Zc3h12b	207.25	0	0	379	450	0
Gp1bb	207.25	489	340	0	0	0
Fam13c	207.25	0	0	191	638	0
Ccdc97	207.25	251	225	154	199	0
Ncan	207.0	395	273	160	0	0
Jdp2	207.0	323	0	243	262	0
Fut11	207.0	236	200	231	161	0
Fli1	207.0	310	518	0	0	0
Csnk1e	207.0	154	178	268	228	0
Ccdc112	207.0	154	157	275	242	0
Btbd7	207.0	84	186	285	273	0
Samd1	206.75	216	253	218	140	0
Pknox1	206.75	149	234	251	193	0
Nxt2	206.75	104	564	0	159	0
Nupr1l	206.75	324	263	128	112	0
Lpar6	206.75	173	0	256	398	0
H4c17	206.75	181	281	115	250	0
H2bc14	206.75	133	107	201	386	0
Accs	206.75	150	190	124	363	0
Unc5b	206.5	0	0	414	412	0
Pltp	206.5	447	379	0	0	0
Plekha2	206.5	403	88	0	335	0
Klf1	206.5	325	501	0	0	0
Trib3	206.25	220	285	98	222	0
Plcg1	206.25	0	194	286	345	0
Fbh1	206.25	194	233	165	233	0
Capg	206.25	92	348	226	159	0
Bace1	206.25	0	0	382	443	0
Ankrd16	206.25	194	233	165	233	0
Ahdc1	206.25	144	207	235	239	0
Vgll3	206.0	0	0	348	476	0
Prkd2	206.0	692	0	0	132	0
Gnpda2	206.0	140	325	198	161	0
Cfap69	206.0	96	0	311	417	0
Tspoap1	205.75	354	469	0	0	0
Mrgpre	205.75	277	136	163	247	0
Dusp23	205.75	232	375	113	103	0
Btg1	205.75	248	223	176	176	0
Arhgap22	205.75	151	178	218	276	0
Zfp61	205.5	0	497	131	194	0
Synm	205.5	0	0	0	822	0
Sgms2	205.5	141	0	364	317	0
Nelfcd	205.5	170	312	185	155	0
Gstm1	205.5	117	217	253	235	0
Gsk3b	205.5	240	128	237	217	0
2200002J24Rik	205.5	364	458	0	0	0
Star	205.25	0	234	384	203	0
Lrrc63	205.25	672	149	0	0	0
Cln3	205.25	220	480	0	121	0
Cbs	205.25	141	680	0	0	0
C1galt1c1	205.25	141	250	180	250	0
Apobr	205.25	220	480	0	121	0
Pkd2	205.0	0	0	446	374	0
Casd1	205.0	100	0	319	401	0
Rere	204.75	138	199	221	261	0
H3c2	204.75	156	177	200	286	0
Fes	204.75	278	404	0	137	0
B4galnt1	204.75	157	423	108	131	0
Tbc1d4	204.5	129	0	417	272	0
Ctnna1	204.5	0	160	348	310	0
Ppp2ca	204.25	150	219	230	218	0
Hspa12b	204.25	163	0	381	273	0
Erbin	204.25	205	248	174	190	0
Brpf1	204.25	143	146	257	271	0
Ube2l6	204.0	94	290	192	240	0
Ror2	204.0	0	0	379	437	0
Pomgnt2	204.0	0	0	376	440	0
Galnt6	204.0	94	722	0	0	0
Fam214b	204.0	143	254	243	176	0
Tead2	203.75	201	147	220	247	0
Plxna2	203.75	0	0	360	455	0
Mast4	203.75	0	0	234	581	0
Gzmm	203.75	212	303	159	141	0
Dkkl1	203.75	201	147	220	247	0
Tnk1	203.5	0	814	0	0	0
Thsd7a	203.5	0	0	399	415	0
Mroh6	203.5	222	288	118	186	0
Slc25a30	203.25	210	227	176	200	0
Nudt14	203.25	0	279	180	354	0
Kif26a	203.25	0	813	0	0	0
Ctso	203.25	145	168	236	264	0
Atxn1l	203.25	212	126	250	225	0
Rsl1	203.0	489	0	96	227	0
Fgf15	203.0	0	812	0	0	0
Chn1	203.0	408	132	272	0	0
Tmem191c	202.75	340	358	0	113	0
Il12rb1	202.75	104	387	188	132	0
Zc2hc1c	202.5	810	0	0	0	0
Zbtb14	202.25	240	171	215	183	0
Snx20	202.25	265	544	0	0	0
Shkbp1	202.25	169	293	209	138	0
Eef1a1	202.25	126	225	174	284	0
Chgb	202.25	588	0	221	0	0
Begain	202.25	0	0	505	304	0
Plac8	202.0	508	300	0	0	0
Ndfip2	202.0	121	103	249	335	0
Gfi1b	202.0	264	544	0	0	0
Map1b	201.75	0	0	455	352	0
Lrch1	201.75	146	251	189	221	0
Micu3	201.5	113	124	331	238	0
Itgb8	201.5	0	0	409	397	0
Epor	201.5	108	698	0	0	0
Araf	201.5	0	289	225	292	0
Ppp1r35	201.25	128	280	147	250	0
Lzts3	201.25	138	125	218	324	0
Nup210	201.0	572	232	0	0	0
Gnb5	201.0	540	264	0	0	0
Fam20a	201.0	0	0	304	500	0
Calcrl	201.0	290	0	0	514	0
Atp1b2	201.0	0	804	0	0	0
Arhgap27	201.0	289	515	0	0	0
Tnfrsf10b	200.75	0	234	270	299	0
Kdm5c	200.75	126	399	183	95	0
Cobll1	200.75	111	0	288	404	0
Arhgef18	200.75	0	134	265	404	0
Was	200.5	212	590	0	0	0
Elovl6	200.5	0	96	307	399	0
Coro6	200.5	383	419	0	0	0
Selenom	200.25	141	230	214	216	0
Zfp563	200.0	163	109	299	229	0
Tuft1	200.0	239	561	0	0	0
Slc6a16	200.0	303	497	0	0	0
Mprip	200.0	162	134	274	230	0
Cd37	200.0	303	497	0	0	0
Bmt2	200.0	0	141	341	318	0
Slc22a15	199.75	160	207	309	123	0
Mettl7a1	199.75	313	371	0	115	0
Ctss	199.75	358	441	0	0	0
Zfp174	199.5	202	219	163	214	0
Zfp143	199.5	141	183	270	204	0
Xkr9	199.5	0	798	0	0	0
Sertad3	199.5	229	188	222	159	0
Schip1	199.5	0	0	382	416	0
Spatc1	199.25	140	657	0	0	0
Ifi27	199.25	282	380	135	0	0
Hexim1	199.25	156	218	210	213	0
Grem2	199.25	0	0	336	461	0
Dlx1	199.25	0	137	249	411	0
Bcr	199.25	182	0	331	284	0
Rassf7	199.0	255	190	162	189	0
Lmntd2	199.0	255	190	162	189	0
Acsl4	199.0	117	204	238	237	0
Cemip2	198.75	157	124	254	260	0
Btbd3	198.75	0	0	343	452	0
Shbg	198.5	152	521	121	0	0
Gnao1	198.5	73	0	331	390	0
Cdk2ap1	198.5	135	173	217	269	0
Cacna2d1	198.5	0	0	275	519	0
Osbpl10	198.25	0	0	410	383	0
Hebp1	198.25	0	292	248	253	0
F2r	198.25	0	353	186	254	0
Cdh15	198.25	181	612	0	0	0
Pcgf3	198.0	0	150	276	366	0
Myo1h	198.0	0	0	218	574	0
Klhl29	198.0	0	0	446	346	0
Arntl	198.0	126	150	256	260	0
Tom1l1	197.75	0	539	252	0	0
Tmem63a	197.75	135	108	228	320	0
Slc2a6	197.75	372	304	115	0	0
Mtus1	197.75	0	0	367	424	0
Fancc	197.75	205	252	210	124	0
Eif4g3	197.75	211	280	123	177	0
Cryzl2	197.75	791	0	0	0	0
Tanc1	197.5	0	0	478	312	0
Zc3h12c	197.25	177	142	265	205	0
Sdhb	197.25	153	276	148	212	0
Mapk3	197.25	132	183	260	214	0
Hcfc1	197.25	136	237	180	236	0
Rc3h2	197.0	203	289	161	135	0
Efemp1	197.0	0	0	353	435	0
Cd248	197.0	117	169	273	229	0
4932438H23Rik	197.0	358	313	0	117	0
Hmga2	196.75	0	0	385	402	0
Cntln	196.75	0	0	318	469	0
Zbtb34	196.5	80	182	222	302	0
Wdr20	196.5	116	243	233	194	0
H2bc13	196.5	187	118	196	285	0
Septin9	196.25	207	206	130	242	0
Foxl1	196.25	0	0	419	366	0
Faf2	196.25	164	365	147	109	0
Thra	196.0	0	373	234	177	0
Septin6	196.0	129	207	115	333	0
Med14	196.0	197	285	134	168	0
Ly75	196.0	330	167	136	151	0
Ints6l	196.0	208	198	140	238	0
Fam199x	196.0	132	213	261	178	0
C1qtnf1	196.0	128	406	115	135	0
Bphl	196.0	196	265	142	181	0
Zfp521	195.75	0	0	324	459	0
Rasip1	195.75	291	492	0	0	0
Flna	195.75	197	193	203	190	0
B3galnt1	195.75	0	0	386	397	0
Ube2r2	195.5	111	221	259	191	0
Mta3	195.5	159	178	206	239	0
Meis2	195.5	0	230	229	323	0
Tcp10b	195.25	781	0	0	0	0
Stk24	195.25	220	102	255	204	0
Snai2	195.25	158	112	177	334	0
Pin4	195.25	361	252	0	168	0
Usp47	195.0	134	148	246	252	0
Tspan31	195.0	210	165	169	236	0
Phf6	195.0	91	201	247	241	0
Erich6	195.0	298	273	0	209	0
Cdc20b	195.0	348	432	0	0	0
Phka2	194.75	71	267	128	313	0
Gprin1	194.75	0	240	308	231	0
Elavl1	194.75	108	148	294	229	0
Cxcr4	194.75	330	449	0	0	0
H2-Ob	194.5	361	299	0	118	0
Decr1	194.5	201	0	176	401	0
Caprin2	194.5	165	317	99	197	0
Smad1	194.25	0	0	405	372	0
Scaper	194.25	78	209	194	296	0
Gmeb1	194.25	111	407	108	151	0
Cep170b	194.25	0	560	0	217	0
Ccl5	194.25	345	0	195	237	0
Acp1	194.25	170	258	196	153	0
Zfp207	194.0	240	258	170	108	0
Snx7	194.0	0	0	390	386	0
Braf	194.0	303	349	124	0	0
Obsl1	193.75	0	0	360	415	0
Lox	193.75	0	0	399	376	0
Inha	193.75	0	0	360	415	0
H1f2	193.75	234	213	147	181	0
Cd46	193.75	123	477	0	175	0
Pak6	193.5	158	616	0	0	0
Cep72	193.5	149	146	253	226	0
Tmem229b	193.25	347	426	0	0	0
Sdr42e1	193.25	773	0	0	0	0
P2rx7	193.25	0	773	0	0	0
Mtarc1	193.25	0	773	0	0	0
Inhbe	193.25	305	336	0	132	0
Gipr	193.25	0	773	0	0	0
Flnb	193.0	254	0	305	213	0
Myadm	192.75	272	168	163	168	0
Gk	192.75	147	254	197	173	0
Pik3c2b	192.5	246	186	160	178	0
Fsip1	192.5	770	0	0	0	0
Cplx3	192.5	161	609	0	0	0
Pigyl	192.25	0	554	0	215	0
Trib2	192.0	209	182	207	170	0
Svep1	192.0	0	0	522	246	0
Snx25	192.0	139	0	339	290	0
Mrc2	192.0	0	0	395	373	0
Mmp28	192.0	105	0	385	278	0
Loxl3	192.0	230	169	157	212	0
Dtnb	192.0	145	0	369	254	0
Dok1	192.0	230	169	157	212	0
Zfp493	191.75	0	0	331	436	0
Dstyk	191.75	0	140	298	329	0
Coro2a	191.75	259	351	0	157	0
Atp6ap2	191.75	84	326	186	171	0
Amn	191.75	212	178	0	377	0
Tgfbr2	191.5	148	0	335	283	0
Meis3	191.5	141	224	202	199	0
Fdft1	191.5	208	192	212	154	0
Ergic3	191.5	209	220	153	184	0
Decr2	191.5	198	167	401	0	0
6430550D23Rik	191.5	209	220	153	184	0
Slc39a4	191.25	273	492	0	0	0
Nxpe4	191.25	0	765	0	0	0
Colec12	191.25	0	0	402	363	0
Clmp	191.25	0	0	290	475	0
Cabcoco1	191.25	765	0	0	0	0
Nxnl1	191.0	245	94	189	236	0
Nptxr	191.0	0	198	253	313	0
Gm20346	191.0	217	190	160	197	0
Smim8	190.75	203	186	232	142	0
Neu3	190.75	130	300	197	136	0
Myl4	190.75	236	121	211	195	0
H1f5	190.75	128	155	195	285	0
Adm2	190.75	95	668	0	0	0
Msl1	190.5	192	97	249	224	0
Klc3	190.5	210	246	187	119	0
Hmgb3	190.5	123	163	230	246	0
Fn1	190.5	0	0	347	415	0
Cd2	190.5	762	0	0	0	0
Tmub2	190.25	193	298	158	112	0
Nr2f1	190.25	0	161	102	498	0
Fgfr2	190.25	0	0	477	284	0
Dis3l	190.25	112	156	260	233	0
1700001P01Rik	190.25	0	761	0	0	0
Rcbtb2	190.0	158	172	206	224	0
H1f4	190.0	296	134	155	175	0
Fgd4	190.0	0	0	401	359	0
Def6	190.0	331	429	0	0	0
Arhgap15	189.75	495	264	0	0	0
Shisa4	189.5	0	0	365	393	0
Scrt2	189.5	380	378	0	0	0
Zfp595	189.25	358	282	0	117	0
Tnnc1	189.25	93	145	291	228	0
Thoc7	189.25	170	0	403	184	0
Tgfbr3	189.25	0	0	355	402	0
Scyl2	189.25	112	213	224	208	0
Nisch	189.25	93	145	291	228	0
Manea	189.25	160	121	226	250	0
Gli1	189.0	227	251	0	278	0
Foxd2	189.0	207	128	160	261	0
Dnajc18	189.0	160	226	180	190	0
Sdc4	188.75	309	0	263	183	0
Rnf130	188.75	0	163	309	283	0
Plat	188.75	0	219	199	337	0
Dock5	188.75	0	0	413	342	0
Arpin	188.75	0	0	350	405	0
Trp53inp2	188.5	166	257	166	165	0
Tbce	188.5	280	190	161	123	0
Sgk3	188.5	288	466	0	0	0
Mfsd9	188.5	0	215	246	293	0
Lxn	188.5	173	0	291	290	0
Lamp2	188.5	96	281	176	201	0
Slc10a5	188.25	136	160	277	180	0
Rpgr	188.25	181	0	328	244	0
Olfr225	188.25	0	0	329	424	0
Ino80d	188.25	159	196	206	192	0
Impa1	188.25	136	160	277	180	0
Tnfrsf1a	188.0	0	272	266	214	0
Pld4	188.0	433	319	0	0	0
Mphosph6	188.0	166	213	217	156	0
Igf2bp2	188.0	0	0	431	321	0
Grb14	188.0	104	0	316	332	0
Slc1a3	187.75	411	0	158	182	0
Rpl3l	187.75	171	192	198	190	0
Rac2	187.75	225	526	0	0	0
Postn	187.75	304	0	194	253	0
H3c4	187.75	160	163	242	186	0
H2bc8	187.75	160	163	242	186	0
H2bc7	187.75	160	163	242	186	0
H2ac8	187.75	160	163	242	186	0
H2ac7	187.75	160	163	242	186	0
Ctse	187.75	183	568	0	0	0
Tcf7l1	187.5	0	0	356	394	0
Rnf2	187.5	120	160	228	242	0
Igf2r	187.5	0	174	241	335	0
Crybg3	187.5	0	0	355	395	0
