Target_genes	Chd1|Average	SRX188823|CH12	SRX188825|MEL	STRING
Apbb1ip	80.0	73	87	0
Tcp1	79.5	0	159	0
Scfd2	79.5	0	159	0
Rab30	79.5	159	0	0
Plat	79.5	0	159	0
Mrpl18	79.5	0	159	0
Lmln	79.5	159	0	0
Ifi30	79.5	0	159	0
Gns	79.5	159	0	0
Fip1l1	79.5	0	159	0
Fem1b	79.5	0	159	0
Egf	79.5	159	0	0
Creb3l2	79.5	159	0	0
Acod1	79.5	159	0	0
Vps52	79.0	76	82	0
Rps18	79.0	76	82	0
Rmi2	79.0	158	0	0
Rbm33	79.0	73	85	0
Nsd1	79.0	158	0	0
Ndufaf3	79.0	158	0	0
Lrrc8d	79.0	158	0	0
Ldb1	79.0	0	158	0
Klhdc10	79.0	158	0	0
Gm8369	79.0	158	0	0
Gm12250	79.0	158	0	0
Dalrd3	79.0	158	0	0
Clk4	79.0	158	0	0
BC049762	79.0	158	0	0
B3galt4	79.0	76	82	0
4931414P19Rik	79.0	158	0	0
Zfp386	78.5	0	157	0
Zfp239	78.5	0	157	0
Ubald2	78.5	157	0	0
Septin9	78.5	157	0	0
Ptpn22	78.5	157	0	0
Ndufv1	78.5	0	157	0
Mxd3	78.5	157	0	0
Mthfr	78.5	157	0	0
Ints3	78.5	0	157	0
Htt	78.5	0	157	0
Heatr6	78.5	157	0	0
Fam214a	78.5	80	77	0
Fam168a	78.5	91	66	0
Dlg4	78.5	157	0	0
Crip2	78.5	157	0	0
Clcn6	78.5	157	0	0
Arid1a	78.5	0	157	0
Zfp51	78.0	156	0	0
Tasp1	78.0	156	0	0
Stag2	78.0	0	156	0
Slc7a7	78.0	0	156	0
Sec13	78.0	0	156	0
Racgap1	78.0	0	156	0
Ppt1	78.0	156	0	0
Phb	78.0	0	156	0
Mterf1b	78.0	156	0	0
Map2k6	78.0	156	0	0
Eif2s3y	78.0	0	156	0
Zfp984	77.5	155	0	0
Thap12	77.5	0	155	0
Phlda2	77.5	0	155	0
Narf	77.5	155	0	0
Mybph	77.5	155	0	0
Icam2	77.5	155	0	0
Hivep1	77.5	155	0	0
Grap	77.5	155	0	0
Clp1	77.5	155	0	0
Car1	77.5	0	155	0
Uty	77.0	0	154	0
Rnf157	77.0	154	0	0
Pitpna	77.0	154	0	0
Otud7b	77.0	0	154	0
Ikzf1	77.0	69	85	0
Hk2	77.0	0	154	0
Ecsit	77.0	0	154	0
Dele1	77.0	0	154	0
Cwf19l2	77.0	0	154	0
Cryzl2	77.0	154	0	0
Cgrrf1	77.0	154	0	0
Vps72	76.5	0	153	0
Sord	76.5	153	0	0
Rad54b	76.5	153	0	0
Ppp2r5d	76.5	0	153	0
Pip5k1a	76.5	0	153	0
Obi1	76.5	153	0	0
Nol11	76.5	0	153	0
Nars	76.5	153	0	0
Mxi1	76.5	0	153	0
Mterf4	76.5	0	153	0
Ctf1	76.5	153	0	0
Cetn3	76.5	153	0	0
Bcl7c	76.5	153	0	0
Snrpd3	76.0	0	152	0
Slc12a6	76.0	71	81	0
Pex12	76.0	77	75	0
Parp6	76.0	152	0	0
Nfkbiz	76.0	152	0	0
Nfkbia	76.0	152	0	0
Gucd1	76.0	0	152	0
Cstf3	76.0	74	78	0
BC028528	76.0	75	77	0
Aph1a	76.0	75	77	0
Ap2b1	76.0	77	75	0
Zscan12	75.5	151	0	0
Rpl22l1	75.5	0	151	0
Olfr1509	75.5	0	151	0
Nle1	75.5	0	151	0
Ncstn	75.5	73	78	0
Ncoa1	75.5	0	151	0
Mfsd2b	75.5	0	151	0
Ghitm	75.5	0	151	0
Fxn	75.5	0	151	0
Erich4	75.5	85	66	0
Dmac2	75.5	85	66	0
Copa	75.5	73	78	0
Cdca7	75.5	151	0	0
Cacna1c	75.5	0	151	0
Borcs7	75.5	0	151	0
Birc5	75.5	151	0	0
Zfp426	75.0	0	150	0
Timmdc1	75.0	150	0	0
Rpl39l	75.0	150	0	0
Prr13	75.0	0	150	0
Nup62	75.0	0	150	0
Mrpl35	75.0	0	150	0
Med1	75.0	150	0	0
Il4i1b	75.0	0	150	0
Eif2b5	75.0	0	150	0
Dnajc16	75.0	150	0	0
Csrp1	75.0	93	57	0
Cse1l	75.0	0	150	0
Cox16	75.0	150	0	0
Coq7	75.0	150	0	0
Cebpe	75.0	0	150	0
Casp9	75.0	150	0	0
Atf5	75.0	0	150	0
Abraxas1	75.0	150	0	0
Zbtb33	74.5	149	0	0
Wdr38	74.5	0	149	0
Smpd3	74.5	149	0	0
Ppih	74.5	149	0	0
Pkn1	74.5	149	0	0
Nek4	74.5	78	71	0
Ndufs4	74.5	0	149	0
Mpzl2	74.5	149	0	0
Gne	74.5	0	149	0
Dzip3	74.5	149	0	0
Cstb	74.5	149	0	0
Cnot8	74.5	0	149	0
Cip2a	74.5	149	0	0
Abcd3	74.5	0	149	0
Wdr31	74.0	148	0	0
Tob1	74.0	0	148	0
Tmem270	74.0	0	148	0
Rtkn2	74.0	0	148	0
Ppm1f	74.0	148	0	0
Pcnx	74.0	148	0	0
Pcm1	74.0	0	148	0
Nfkb1	74.0	148	0	0
Mgat1	74.0	148	0	0
Mcoln2	74.0	148	0	0
Lef1	74.0	148	0	0
H2-T9	74.0	0	148	0
H2-T22	74.0	0	148	0
Gm6034	74.0	0	148	0
Ccdc86	74.0	69	79	0
Arid2	74.0	0	148	0
Vamp8	73.5	0	147	0
Tox2	73.5	147	0	0
Tcp10c	73.5	147	0	0
Strip1	73.5	69	78	0
Slc45a1	73.5	147	0	0
Sh2d4a	73.5	147	0	0
Rab2a	73.5	147	0	0
Lpcat4	73.5	0	147	0
Litaf	73.5	147	0	0
Il2ra	73.5	147	0	0
Hic1	73.5	147	0	0
H2-Q4	73.5	147	0	0
Ccdc15	73.5	80	67	0
Cabin1	73.5	0	147	0
Thoc7	73.0	146	0	0
Ssbp3	73.0	146	0	0
Sh3glb1	73.0	0	146	0
Rbms2	73.0	146	0	0
Pspn	73.0	146	0	0
Psma6	73.0	146	0	0
Mcl1	73.0	0	146	0
Gfm1	73.0	0	146	0
Coq3	73.0	0	146	0
Cmtr2	73.0	0	146	0
Cacng8	73.0	146	0	0
Alkbh7	73.0	146	0	0
Zfp626	72.5	0	145	0
Zc3h7a	72.5	145	0	0
Trim35	72.5	145	0	0
Tomm7	72.5	0	145	0
Slc2a3	72.5	0	145	0
Ripk2	72.5	145	0	0
Pkm	72.5	145	0	0
Nt5c2	72.5	78	67	0
Ildr1	72.5	145	0	0
Farsa	72.5	0	145	0
Ciao3	72.5	0	145	0
Apon	72.5	145	0	0
Zbed4	72.0	0	144	0
Tgfbrap1	72.0	0	144	0
Sh3gl1	72.0	0	144	0
Rabepk	72.0	144	0	0
Psmd10	72.0	0	144	0
Nlrx1	72.0	144	0	0
Mrpl15	72.0	0	144	0
Klhl42	72.0	144	0	0
Hsp90ab1	72.0	0	144	0
Gpr171	72.0	144	0	0
Evi2b	72.0	0	144	0
Egln2	72.0	144	0	0
Chd3	72.0	144	0	0
Chaf1a	72.0	0	144	0
Atg4a	72.0	0	144	0
AI597479	72.0	0	144	0
1810010H24Rik	72.0	0	144	0
Znrf1	71.5	0	143	0
Traf6	71.5	0	143	0
Smim15	71.5	143	0	0
Slc2a1	71.5	143	0	0
Mpzl3	71.5	143	0	0
Ift46	71.5	0	143	0
Hspa14	71.5	0	143	0
Hnrnpa1	71.5	143	0	0
Gins3	71.5	0	143	0
Dscc1	71.5	78	65	0
Cytip	71.5	143	0	0
Cstf2t	71.5	143	0	0
Cdnf	71.5	0	143	0
Cbx5	71.5	143	0	0
Arcn1	71.5	0	143	0
Aim2	71.5	143	0	0
1110002E22Rik	71.5	143	0	0
Xpc	71.0	0	142	0
Trim58	71.0	0	142	0
Trafd1	71.0	142	0	0
Tpm4	71.0	142	0	0
Tnnt2	71.0	142	0	0
Tbcd	71.0	142	0	0
Tbc1d31	71.0	0	142	0
Stxbp1	71.0	0	142	0
Selenom	71.0	142	0	0
Ptpa	71.0	0	142	0
Ppip5k2	71.0	0	142	0
Pcyox1l	71.0	0	142	0
Pcbp2	71.0	0	142	0
Osbpl8	71.0	0	142	0
Mr1	71.0	0	142	0
Lsm3	71.0	0	142	0
Hgfac	71.0	0	142	0
Glrx3	71.0	142	0	0
Gin1	71.0	0	142	0
Exosc2	71.0	142	0	0
Def6	71.0	0	142	0
Crat	71.0	0	142	0
Ccl1	71.0	142	0	0
Arnt	71.0	0	142	0
Wdr70	70.5	0	141	0
U2af1	70.5	0	141	0
Tyk2	70.5	0	141	0
Tbcel	70.5	0	141	0
Sart3	70.5	0	141	0
Psmg3	70.5	141	0	0
Nfyb	70.5	141	0	0
Iscu	70.5	0	141	0
Ifngr1	70.5	141	0	0
Gm5431	70.5	141	0	0
Cmah	70.5	141	0	0
Btnl9	70.5	141	0	0
Zfp438	70.0	140	0	0
Vezf1	70.0	0	140	0
Txndc15	70.0	0	140	0
Spsb2	70.0	140	0	0
Rbms1	70.0	0	140	0
Ptpn13	70.0	0	140	0
Prkaa1	70.0	0	140	0
Pmel	70.0	140	0	0
Pdss1	70.0	140	0	0
Nrarp	70.0	0	140	0
Nbeal1	70.0	140	0	0
Mif4gd	70.0	0	140	0
Mettl17	70.0	140	0	0
Jade2	70.0	67	73	0
Heatr5a	70.0	0	140	0
Gm14139	70.0	140	0	0
Ermap	70.0	0	140	0
Eml2	70.0	140	0	0
Dpp4	70.0	0	140	0
Cdk2	70.0	140	0	0
Caap1	70.0	140	0	0
Bend3	70.0	0	140	0
Arrdc3	70.0	140	0	0
Ap1ar	70.0	0	140	0
Zmat5	69.5	0	139	0
Zbtb21	69.5	139	0	0
Uqcr10	69.5	0	139	0
Srcap	69.5	0	139	0
Senp1	69.5	0	139	0
Saysd1	69.5	139	0	0
Ptp4a2	69.5	139	0	0
Psmb4	69.5	0	139	0
Pfkm	69.5	0	139	0
Osbpl9	69.5	139	0	0
Limd1	69.5	139	0	0
Huwe1	69.5	0	139	0
Gzmk	69.5	139	0	0
Gimap9	69.5	139	0	0
Gimap8	69.5	139	0	0
Gabpb1	69.5	0	139	0
Arfgap2	69.5	0	139	0
Anapc1	69.5	139	0	0
Zbtb3	69.0	138	0	0
Ugt2b35	69.0	0	138	0
Tm7sf2	69.0	0	138	0
Stx16	69.0	0	138	0
Stx11	69.0	138	0	0
Ssr3	69.0	0	138	0
Shroom3	69.0	138	0	0
Sf3a1	69.0	0	138	0
Rpl32	69.0	0	138	0
Rgs13	69.0	138	0	0
Ralbp1	69.0	0	138	0
Prss35	69.0	138	0	0
Phf11b	69.0	138	0	0
Nkx1-1	69.0	0	138	0
Lum	69.0	138	0	0
Hoxb4	69.0	138	0	0
Hoxb3	69.0	138	0	0
Ctbs	69.0	138	0	0
Clpsl2	69.0	0	138	0
Ccdc57	69.0	138	0	0
Ccdc157	69.0	0	138	0
C1qtnf1	69.0	0	138	0
Zfp784	68.5	137	0	0
Ube2z	68.5	0	137	0
Tifab	68.5	137	0	0
Tbc1d5	68.5	0	137	0
Slc38a10	68.5	137	0	0
Rp9	68.5	0	137	0
Rnf115	68.5	0	137	0
Polr3c	68.5	0	137	0
Myo1c	68.5	137	0	0
Gamt	68.5	0	137	0
Edrf1	68.5	0	137	0
Dazap1	68.5	0	137	0
Cnn1	68.5	0	137	0
Cbr3	68.5	137	0	0
Aurkaip1	68.5	0	137	0
Arid3b	68.5	137	0	0
Ube2q1	68.0	0	136	0
Trim2	68.0	136	0	0
Smim4	68.0	0	136	0
Rps2	68.0	0	136	0
Rnf151	68.0	0	136	0
Ptpn23	68.0	136	0	0
Phf10	68.0	136	0	0
Pggt1b	68.0	0	136	0
Pank3	68.0	136	0	0
Nxpe4	68.0	0	136	0
Nt5dc2	68.0	0	136	0
Nsf	68.0	0	136	0
Ndufb10	68.0	0	136	0
Ldlrad4	68.0	136	0	0
Lbh	68.0	136	0	0
Igfbp4	68.0	0	136	0
Golph3l	68.0	0	136	0
Gcc2	68.0	0	136	0
Far1	68.0	0	136	0
Dmxl1	68.0	136	0	0
Cdk5rap2	68.0	0	136	0
Cd36	68.0	136	0	0
Ccdc25	68.0	136	0	0
Cacybp	68.0	0	136	0
Arrb2	68.0	136	0	0
4930503B20Rik	68.0	0	136	0
Zfp866	67.5	135	0	0
Zar1l	67.5	0	135	0
Ticrr	67.5	0	135	0
Snrpd1	67.5	0	135	0
Riox1	67.5	135	0	0
Nsa2	67.5	0	135	0
Mtch2	67.5	0	135	0
Mcm9	67.5	135	0	0
Klf7	67.5	135	0	0
Inafm1	67.5	0	135	0
Gfm2	67.5	0	135	0
Fbxo22	67.5	135	0	0
Ell	67.5	135	0	0
Dad1	67.5	135	0	0
Chd1l	67.5	0	135	0
C1qbp	67.5	0	135	0
Brca2	67.5	0	135	0
Alg9	67.5	135	0	0
Abhd4	67.5	135	0	0
Vgf	67.0	0	134	0
Timd2	67.0	134	0	0
Tiam2	67.0	134	0	0
Tcstv1	67.0	134	0	0
Tbc1d19	67.0	134	0	0
Srsf11	67.0	0	134	0
Otos	67.0	0	134	0
Oaf	67.0	0	134	0
Myo1f	67.0	134	0	0
Micos10	67.0	134	0	0
Man2b2	67.0	0	134	0
Lrrc40	67.0	0	134	0
Hells	67.0	134	0	0
Heatr4	67.0	134	0	0
Gpr89	67.0	0	134	0
Gna15	67.0	134	0	0
Gm14137	67.0	134	0	0
Fam193b	67.0	134	0	0
Elac2	67.0	134	0	0
Daam1	67.0	0	134	0
Bicral	67.0	134	0	0
Acot2	67.0	134	0	0
1700037H04Rik	67.0	0	134	0
Zfp69	66.5	0	133	0
Ywhaz	66.5	0	133	0
Use1	66.5	133	0	0
Tmem120b	66.5	0	133	0
Timm44	66.5	0	133	0
Susd6	66.5	133	0	0
Srgn	66.5	133	0	0
Rftn1	66.5	0	133	0
Pml	66.5	133	0	0
Pi4kb	66.5	0	133	0
Ocel1	66.5	133	0	0
Nt5c	66.5	133	0	0
Mrpl55	66.5	0	133	0
Mrpl27	66.5	0	133	0
Med7	66.5	133	0	0
Ldlr	66.5	0	133	0
Ing5	66.5	0	133	0
Gstt3	66.5	133	0	0
Ercc2	66.5	0	133	0
Eme1	66.5	0	133	0
Elof1	66.5	0	133	0
Dtymk	66.5	0	133	0
Ckap2	66.5	133	0	0
Cfap298	66.5	133	0	0
Ces2g	66.5	0	133	0
Bckdhb	66.5	0	133	0
Aldoa	66.5	133	0	0
Znhit3	66.0	0	132	0
Zfp653	66.0	0	132	0
Zfp346	66.0	132	0	0
Zfp120	66.0	132	0	0
Usp25	66.0	132	0	0
Uimc1	66.0	132	0	0
Tmem41a	66.0	132	0	0
Runx3	66.0	132	0	0
Orc2	66.0	132	0	0
Nxn	66.0	132	0	0
Fbxo31	66.0	0	132	0
Dusp16	66.0	132	0	0
Ankrd55	66.0	0	132	0
Wdr43	65.5	0	131	0
Tmem267	65.5	131	0	0
Tm4sf19	65.5	131	0	0
Them4	65.5	131	0	0
Tcea2	65.5	131	0	0
Tbce	65.5	131	0	0
Szrd1	65.5	0	131	0
Slc43a3	65.5	131	0	0
Rcbtb1	65.5	131	0	0
Rbm22	65.5	131	0	0
Rac1	65.5	0	131	0
Ppp6r2	65.5	131	0	0
Nudt7	65.5	131	0	0
Nmi	65.5	131	0	0
Minpp1	65.5	0	131	0
Mbtps2	65.5	0	131	0
Kat2b	65.5	0	131	0
Gpr65	65.5	131	0	0
Gpatch4	65.5	0	131	0
Gm51425	65.5	0	131	0
Fam117a	65.5	0	131	0
Eaf2	65.5	131	0	0
Cnot3	65.5	0	131	0
Arf1	65.5	131	0	0
Arap3	65.5	0	131	0
Zfp433	65.0	130	0	0
Vps28	65.0	0	130	0
Tgfb1	65.0	0	130	0
Slc35b1	65.0	130	0	0
Sik2	65.0	130	0	0
Scml4	65.0	130	0	0
Ppox	65.0	130	0	0
Polr3g	65.0	61	69	0
Mblac2	65.0	61	69	0
Hsd17b12	65.0	0	130	0
Hes2	65.0	0	130	0
Gm32687	65.0	130	0	0
Dynll2	65.0	130	0	0
Drosha	65.0	0	130	0
Cybc1	65.0	130	0	0
Cox7c	65.0	130	0	0
Cd53	65.0	130	0	0
Cbll1	65.0	130	0	0
Cand1	65.0	130	0	0
Bsdc1	65.0	130	0	0
6030458C11Rik	65.0	0	130	0
Zdhhc9	64.5	0	129	0
Yif1b	64.5	129	0	0
Vps35	64.5	129	0	0
Vat1	64.5	129	0	0
Usp8	64.5	0	129	0
Uba2	64.5	129	0	0
Tut4	64.5	129	0	0
Trex1	64.5	129	0	0
Tmem106b	64.5	129	0	0
Tatdn2	64.5	129	0	0
Srsf4	64.5	0	129	0
Sptan1	64.5	129	0	0
Snrnp35	64.5	0	129	0
Shisa5	64.5	129	0	0
Sema3b	64.5	0	129	0
Rps27a	64.5	0	129	0
Rnd2	64.5	129	0	0
Rilpl2	64.5	129	0	0
Prmt2	64.5	129	0	0
Orc6	64.5	129	0	0
Ndufb8	64.5	0	129	0
Mitf	64.5	129	0	0
Mfsd6l	64.5	0	129	0
Mapkap1	64.5	0	129	0
Lig4	64.5	0	129	0
Kif20a	64.5	0	129	0
H2-T10	64.5	0	129	0
Gna12	64.5	0	129	0
Gimap1	64.5	129	0	0
Gid4	64.5	129	0	0
Fuca1	64.5	129	0	0
Ddx19a	64.5	0	129	0
Csf3r	64.5	0	129	0
Cln5	64.5	129	0	0
Clhc1	64.5	0	129	0
Brd8	64.5	0	129	0
Ankar	64.5	0	129	0
Amd2	64.5	0	129	0
Amd1	64.5	0	129	0
Amacr	64.5	129	0	0
Abhd13	64.5	0	129	0
Abcf3	64.5	129	0	0
Zc3h4	64.0	128	0	0
Yipf4	64.0	0	128	0
Wnk1	64.0	128	0	0
Usp50	64.0	0	128	0
Usp45	64.0	128	0	0
Tmem248	64.0	0	128	0
Son	64.0	0	128	0
Psg16	64.0	0	128	0
Pcdhb16	64.0	128	0	0
Pcdhb15	64.0	128	0	0
Ogn	64.0	128	0	0
Nxpe5	64.0	0	128	0
Mzt2	64.0	128	0	0
Ms4a4d	64.0	128	0	0
Lmna	64.0	0	128	0
Lhx2	64.0	128	0	0
Irf1	64.0	128	0	0
Hat1	64.0	128	0	0
Gpx4	64.0	0	128	0
Gpatch3	64.0	0	128	0
Gm36712	64.0	0	128	0
Gm14322	64.0	128	0	0
Gatd1	64.0	0	128	0
Gart	64.0	0	128	0
Eppk1	64.0	128	0	0
Dhrs11	64.0	128	0	0
Creb5	64.0	128	0	0
Bfsp2	64.0	128	0	0
Arhgef2	64.0	0	128	0
2200002J24Rik	64.0	128	0	0
Yeats4	63.5	127	0	0
Wdr59	63.5	127	0	0
Wdhd1	63.5	0	127	0
Tmem50b	63.5	127	0	0
Sumf1	63.5	127	0	0
Socs4	63.5	0	127	0
Sdf2l1	63.5	127	0	0
Rab34	63.5	0	127	0
Nfat5	63.5	0	127	0
Nbdy	63.5	0	127	0
Mthfd2	63.5	127	0	0
Msi2	63.5	0	127	0
Med11	63.5	127	0	0
Map4k1	63.5	127	0	0
Lrrc66	63.5	0	127	0
Krtap3-1	63.5	127	0	0
Kcnj1	63.5	127	0	0
Inpp5d	63.5	127	0	0
Herc4	63.5	0	127	0
H2bl1	63.5	0	127	0
Gypc	63.5	127	0	0
Frg1	63.5	0	127	0
Fnbp1	63.5	127	0	0
Eif3k	63.5	127	0	0
Dynll1	63.5	0	127	0
Cxcr4	63.5	127	0	0
Cnot6l	63.5	0	127	0
Ckap2l	63.5	127	0	0
Cbx7	63.5	127	0	0
Capzb	63.5	127	0	0
Cacnb3	63.5	0	127	0
Bmpr1a	63.5	127	0	0
Zfp740	63.0	126	0	0
Vasp	63.0	0	126	0
Trim12a	63.0	126	0	0
Tmem156	63.0	126	0	0
Ssh1	63.0	126	0	0
Smarcc1	63.0	0	126	0
Siglecf	63.0	0	126	0
Sertad1	63.0	0	126	0
Ptpre	63.0	126	0	0
Pla2g6	63.0	0	126	0
Pim1	63.0	0	126	0
Naa15	63.0	0	126	0
Mkrn2	63.0	0	126	0
Med21	63.0	0	126	0
Mapk9	63.0	0	126	0
Il11ra1	63.0	126	0	0
Glul	63.0	0	126	0
Galt	63.0	126	0	0
Gadd45g	63.0	126	0	0
Fyco1	63.0	126	0	0
Fam111a	63.0	0	126	0
Cyb5r3	63.0	126	0	0
Cuedc1	63.0	126	0	0
Ctbp1	63.0	0	126	0
Csad	63.0	126	0	0
Crls1	63.0	0	126	0
Cfap97	63.0	126	0	0
Cdc45	63.0	126	0	0
Bax	63.0	126	0	0
Arhgap45	63.0	126	0	0
Adcy6	63.0	0	126	0
Zranb3	62.5	125	0	0
Zfp280b	62.5	125	0	0
Zfp229	62.5	125	0	0
Vtn	62.5	125	0	0
Tysnd1	62.5	0	125	0
Tnfrsf13b	62.5	125	0	0
Snap47	62.5	0	125	0
Slc44a1	62.5	0	125	0
Sertad2	62.5	125	0	0
Sarm1	62.5	125	0	0
Rps19	62.5	0	125	0
R3hdm1	62.5	125	0	0
Qser1	62.5	125	0	0
Prcd	62.5	0	125	0
Polr2h	62.5	125	0	0
Pik3ap1	62.5	125	0	0
Mfsd5	62.5	125	0	0
Man1a2	62.5	0	125	0
Ly6a	62.5	125	0	0
Klhl24	62.5	125	0	0
Jmjd4	62.5	0	125	0
Gmps	62.5	125	0	0
Gask1b	62.5	0	125	0
Dhrs4	62.5	125	0	0
Cygb	62.5	0	125	0
Cops8	62.5	125	0	0
Clcn2	62.5	125	0	0
Cep350	62.5	125	0	0
Cdc42bpa	62.5	0	125	0
Ccna2	62.5	125	0	0
Calr3	62.5	125	0	0
Atp1b2	62.5	0	125	0
Ankrd54	62.5	125	0	0
Anapc15	62.5	0	125	0
Adar	62.5	125	0	0
1700030K09Rik	62.5	125	0	0
Zfp668	62.0	0	124	0
Zfp646	62.0	0	124	0
Zfp24	62.0	124	0	0
Zbtb7a	62.0	0	124	0
Yars	62.0	0	124	0
Wdr74	62.0	0	124	0
Tmem125	62.0	124	0	0
Tifa	62.0	0	124	0
Taf7	62.0	124	0	0
Scyl1	62.0	0	124	0
S100pbp	62.0	0	124	0
Rnpep	62.0	124	0	0
Rel	62.0	124	0	0
Pisd	62.0	124	0	0
Phf8	62.0	0	124	0
Parn	62.0	124	0	0
Ocrl	62.0	0	124	0
Mrpl10	62.0	124	0	0
Mfap1b	62.0	124	0	0
Matn1	62.0	124	0	0
Map2k7	62.0	0	124	0
Lrrc46	62.0	124	0	0
Igf1r	62.0	0	124	0
Hps1	62.0	0	124	0
Gml2	62.0	0	124	0
Gml	62.0	0	124	0
Gm20939	62.0	124	0	0
Gad1	62.0	124	0	0
Dstyk	62.0	0	124	0
Clic4	62.0	124	0	0
Cdpf1	62.0	0	124	0
Cd79b	62.0	124	0	0
Bfar	62.0	124	0	0
Amz2	62.0	124	0	0
2610044O15Rik8	62.0	124	0	0
1700092M07Rik	62.0	0	124	0
Wdr46	61.5	123	0	0
Ucp2	61.5	0	123	0
Ttc9b	61.5	0	123	0
Trim28	61.5	123	0	0
Tmem232	61.5	0	123	0
Siglecg	61.5	123	0	0
Rpl17	61.5	0	123	0
Pycrl	61.5	123	0	0
Ptprc	61.5	123	0	0
Prrc2a	61.5	0	123	0
Pfdn6	61.5	123	0	0
Naa80	61.5	0	123	0
Mlx	61.5	123	0	0
Mettl7a1	61.5	123	0	0
Lsm4	61.5	0	123	0
Hyal3	61.5	0	123	0
Hyal1	61.5	0	123	0
Hes3	61.5	0	123	0
Gcgr	61.5	0	123	0
Fyb	61.5	0	123	0
Coasy	61.5	123	0	0
Cd2bp2	61.5	0	123	0
Ccni	61.5	0	123	0
Bloc1s6	61.5	123	0	0
BC031181	61.5	0	123	0
Abt1	61.5	123	0	0
Abcf2	61.5	0	123	0
A130010J15Rik	61.5	0	123	0
2010109A12Rik	61.5	0	123	0
Ythdc1	61.0	122	0	0
Usp39	61.0	122	0	0
Unc45a	61.0	122	0	0
Slc35d1	61.0	122	0	0
Slc25a46	61.0	122	0	0
Rnpc3	61.0	0	122	0
Rmdn3	61.0	122	0	0
Opn3	61.0	122	0	0
Ninj2	61.0	0	122	0
Necap1	61.0	122	0	0
Mrps2	61.0	122	0	0
Mob3b	61.0	122	0	0
Med9	61.0	0	122	0
Mcu	61.0	0	122	0
Ifnk	61.0	122	0	0
Hddc3	61.0	122	0	0
Fnip1	61.0	0	122	0
Cox6c	61.0	0	122	0
Cops7a	61.0	0	122	0
Cited4	61.0	0	122	0
Chml	61.0	122	0	0
Cd2ap	61.0	122	0	0
Ankle1	61.0	0	122	0
Ahr	61.0	122	0	0
Abcb4	61.0	0	122	0
1700007K13Rik	61.0	122	0	0
0610030E20Rik	61.0	122	0	0
Wdr20	60.5	0	121	0
Trim68	60.5	121	0	0
Tomt	60.5	0	121	0
Tex2	60.5	0	121	0
Srfbp1	60.5	0	121	0
Spryd4	60.5	0	121	0
Snai2	60.5	121	0	0
Sik1	60.5	121	0	0
Sec61a2	60.5	121	0	0
Rccd1	60.5	0	121	0
Phlpp1	60.5	0	121	0
Pcyt1a	60.5	121	0	0
Nf2	60.5	0	121	0
Myl6b	60.5	0	121	0
Myl6	60.5	0	121	0
Msn	60.5	0	121	0
Mri1	60.5	121	0	0
Lamtor1	60.5	0	121	0
Kti12	60.5	121	0	0
Katnbl1	60.5	0	121	0
Itih1	60.5	121	0	0
H2-Eb1	60.5	121	0	0
Echs1	60.5	121	0	0
Cd300lf	60.5	121	0	0
Bud13	60.5	0	121	0
Ankrd52	60.5	0	121	0
Zfp3	60.0	120	0	0
Usp32	60.0	0	120	0
Ubxn2a	60.0	0	120	0
Tmem199	60.0	120	0	0
Timm9	60.0	120	0	0
Slc25a36	60.0	120	0	0
Sfxn4	60.0	120	0	0
Poldip2	60.0	120	0	0
Phf11a	60.0	120	0	0
Nlrp1b	60.0	120	0	0
Mks1	60.0	120	0	0
Ifi211	60.0	120	0	0
Dnajb13	60.0	120	0	0
Cpd	60.0	120	0	0
Commd8	60.0	120	0	0
Cd160	60.0	0	120	0
Card6	60.0	120	0	0
Cabp1	60.0	120	0	0
Bod1	60.0	120	0	0
Arrdc2	60.0	0	120	0
Abcb6	60.0	0	120	0
2700049A03Rik	60.0	120	0	0
Xlr3a	59.5	0	119	0
Txlng	59.5	119	0	0
Tmem208	59.5	119	0	0
Tmem139	59.5	0	119	0
Tmed4	59.5	0	119	0
Tfeb	59.5	119	0	0
Stk35	59.5	0	119	0
Spr	59.5	119	0	0
Sost	59.5	119	0	0
Smbd1	59.5	119	0	0
Slc30a3	59.5	119	0	0
Pttg1ip2	59.5	119	0	0
Psmc5	59.5	0	119	0
Psmc3ip	59.5	119	0	0
Ppy	59.5	119	0	0
Pin1	59.5	0	119	0
Pigz	59.5	0	119	0
Pigq	59.5	0	119	0
Pigo	59.5	0	119	0
Phospho2	59.5	0	119	0
Nhlrc4	59.5	0	119	0
Nfyc	59.5	0	119	0
Lrrc29	59.5	119	0	0
Kyat1	59.5	119	0	0
Klhl18	59.5	0	119	0
Kif9	59.5	0	119	0
Kdm5b	59.5	0	119	0
Itgal	59.5	119	0	0
H2-L	59.5	0	119	0
H2-D1	59.5	0	119	0
Gm8439	59.5	0	119	0
Galnt18	59.5	119	0	0
Fxr1	59.5	0	119	0
Ftsj3	59.5	0	119	0
Foxc2	59.5	119	0	0
Ets1	59.5	119	0	0
Eif4ebp2	59.5	0	119	0
Dock10	59.5	119	0	0
Dnajc5g	59.5	119	0	0
Csnk1g3	59.5	0	119	0
Cdc42	59.5	119	0	0
Ccdc173	59.5	0	119	0
C2cd4d	59.5	0	119	0
Abcg3	59.5	119	0	0
Abca7	59.5	0	119	0
Zfp266	59.0	0	118	0
Tuba1a	59.0	118	0	0
Ten1	59.0	0	118	0
Taf1	59.0	0	118	0
Rab5c	59.0	0	118	0
