Target_genes	Sox10|Average	SRX1062970|embryonic_skin	SRX1062971|embryonic_skin	SRX7856758|Melanoma	SRX7856759|Melanoma	STRING
Sf3b1	25.750000	0	103	0	0	0
Sertad4	25.750000	0	103	0	0	0
Rint1	25.750000	0	103	0	0	0
Rad18	25.750000	0	103	0	0	0
Pus7	25.750000	0	103	0	0	0
Ptx4	25.750000	0	103	0	0	0
Psmc1	25.750000	0	103	0	0	0
Lsm8	25.750000	0	103	0	0	0
Itgb1	25.750000	0	103	0	0	0
Incenp	25.750000	0	103	0	0	0
Idua	25.750000	0	103	0	0	0
Dusp6	25.750000	0	103	0	0	0
Dnaja1	25.750000	0	103	0	0	0
Dgkq	25.750000	0	103	0	0	0
Ddx10	25.750000	0	103	0	0	0
Cdc25b	25.750000	0	103	0	0	0
Ccpg1os	25.750000	0	103	0	0	0
Ccpg1	25.750000	0	103	0	0	0
Ccdc62	25.750000	0	103	0	0	0
9530068E07Rik	25.750000	0	103	0	0	0
4930430F08Rik	25.750000	0	103	0	0	0
1700017N19Rik	25.750000	0	103	0	0	0
Vps4b	25.500000	0	102	0	0	0
Ube3a	25.500000	0	102	0	0	0
U2af1	25.500000	0	102	0	0	0
Trmt10a	25.500000	0	102	0	0	0
Tbc1d13	25.500000	0	102	0	0	0
Stk10	25.500000	0	102	0	0	0
Sdc4	25.500000	0	102	0	0	0
Rmnd5b	25.500000	0	102	0	0	0
Psmc4	25.500000	0	102	0	0	0
Prpf3	25.500000	0	102	0	0	0
Pld3	25.500000	0	102	0	0	0
Pde6g	25.500000	0	102	0	0	0
Oxld1	25.500000	0	102	0	0	0
Mttp	25.500000	0	102	0	0	0
Mcph1	25.500000	0	102	0	0	0
Klhl26	25.500000	0	102	0	0	0
Hmox1	25.500000	102	0	0	0	0
H3c10	25.500000	0	102	0	0	0
H2bc13	25.500000	0	102	0	0	0
H2ac13	25.500000	0	102	0	0	0
Ccdc137	25.500000	0	102	0	0	0
Btrc	25.500000	0	102	0	0	0
Asxl2	25.500000	0	102	0	0	0
Alkbh5	25.500000	0	102	0	0	0
2310022A10Rik	25.500000	0	102	0	0	0
Zfp397	25.250000	0	101	0	0	0
Zfp36l1	25.250000	0	101	0	0	0
Zc3h3	25.250000	0	101	0	0	0
Triap1	25.250000	0	101	0	0	0
Tmem60	25.250000	101	0	0	0	0
Tmc8	25.250000	0	101	0	0	0
Tmc6	25.250000	0	101	0	0	0
Tcof1	25.250000	0	101	0	0	0
Slc30a6	25.250000	101	0	0	0	0
Phtf2	25.250000	101	0	0	0	0
Nfkb2	25.250000	0	101	0	0	0
Naglu	25.250000	0	101	0	0	0
Mrpl45	25.250000	0	101	0	0	0
Mrnip	25.250000	101	0	0	0	0
Mob1a	25.250000	0	101	0	0	0
Lyrm1	25.250000	0	101	0	0	0
Gatc	25.250000	0	101	0	0	0
Dcun1d3	25.250000	0	101	0	0	0
Coq10b	25.250000	0	101	0	0	0
Atxn7	25.250000	0	101	0	0	0
Atad1	25.250000	0	101	0	0	0
Zfr	25.000000	0	100	0	0	0
Zfp143	25.000000	0	100	0	0	0
Wfs1	25.000000	0	100	0	0	0
Tmx1	25.000000	0	100	0	0	0
Tmub1	25.000000	0	100	0	0	0
Tmem59l	25.000000	0	100	0	0	0
Spty2d1	25.000000	0	100	0	0	0
Romo1	25.000000	0	100	0	0	0
Rnf20	25.000000	100	0	0	0	0
Rhog	25.000000	0	100	0	0	0
Pld1	25.000000	0	100	0	0	0
Nr3c1	25.000000	0	100	0	0	0
Nfs1	25.000000	0	100	0	0	0
Hk1	25.000000	0	100	0	0	0
Fer	25.000000	0	100	0	0	0
Fastk	25.000000	0	100	0	0	0
Ets1	25.000000	0	100	0	0	0
Crlf1	25.000000	0	100	0	0	0
Arl8a	25.000000	100	0	0	0	0
Aacs	25.000000	0	100	0	0	0
Znhit6	24.750000	0	99	0	0	0
Tmem104	24.750000	0	99	0	0	0
Tgfa	24.750000	0	99	0	0	0
Stat3	24.750000	0	99	0	0	0
Snrnp48	24.750000	0	99	0	0	0
Smg9	24.750000	0	99	0	0	0
Npc2	24.750000	0	99	0	0	0
Nat9	24.750000	0	99	0	0	0
Isca2	24.750000	0	99	0	0	0
Cpt1b	24.750000	0	99	0	0	0
Chkb	24.750000	0	99	0	0	0
Ccn1	24.750000	0	99	0	0	0
Ubn1	24.500000	0	98	0	0	0
Tsen15	24.500000	0	98	0	0	0
Tmem80	24.500000	0	98	0	0	0
Taok1	24.500000	0	98	0	0	0
Spred1	24.500000	0	98	0	0	0
Sbp	24.500000	0	98	0	0	0
Nip7	24.500000	0	98	0	0	0
Neu1	24.500000	98	0	0	0	0
Mrpl15	24.500000	0	98	0	0	0
Mmp17	24.500000	0	98	0	0	0
Lyst	24.500000	0	98	0	0	0
Glyr1	24.500000	0	98	0	0	0
Fzd7	24.500000	0	98	0	0	0
Fitm2	24.500000	0	98	0	0	0
Dph6	24.500000	0	98	0	0	0
Deaf1	24.500000	0	98	0	0	0
Cog8	24.500000	0	98	0	0	0
Ccn4	24.500000	98	0	0	0	0
Capn15	24.500000	0	98	0	0	0
Anapc5	24.500000	0	98	0	0	0
Xpo1	24.250000	0	97	0	0	0
Unc50	24.250000	0	97	0	0	0
Tmem192	24.250000	0	97	0	0	0
Tax1bp1	24.250000	0	97	0	0	0
Sod2	24.250000	0	97	0	0	0
Polr3f	24.250000	0	97	0	0	0
Paqr7	24.250000	0	97	0	0	0
Mrps18a	24.250000	0	97	0	0	0
Mfsd2a	24.250000	97	0	0	0	0
Lpp	24.250000	0	97	0	0	0
Gsto1	24.250000	0	97	0	0	0
E2f7	24.250000	0	97	0	0	0
Dzank1	24.250000	0	97	0	0	0
Col27a1	24.250000	0	97	0	0	0
Coa5	24.250000	0	97	0	0	0
Ciz1	24.250000	0	97	0	0	0
Asb7	24.250000	97	0	0	0	0
Ankrd12	24.250000	0	97	0	0	0
Washc2	24.000000	0	96	0	0	0
Tut1	24.000000	0	96	0	0	0
Tmem59	24.000000	96	0	0	0	0
Tceanc2	24.000000	96	0	0	0	0
St6gal1	24.000000	0	96	0	0	0
Rbm15	24.000000	0	96	0	0	0
Ppat	24.000000	0	96	0	0	0
Pex12	24.000000	0	96	0	0	0
Pcgf1	24.000000	0	96	0	0	0
Paics	24.000000	0	96	0	0	0
Hnrnpa2b1	24.000000	0	96	0	0	0
Faim	24.000000	0	96	0	0	0
Cops3	24.000000	0	96	0	0	0
Cbx3	24.000000	0	96	0	0	0
Ap2b1	24.000000	0	96	0	0	0
Zfp868	23.750000	0	95	0	0	0
Ywhae	23.750000	0	95	0	0	0
Txn1	23.750000	95	0	0	0	0
Tmx3	23.750000	0	95	0	0	0
Spred2	23.750000	0	95	0	0	0
Psmg2	23.750000	0	95	0	0	0
Prpf18	23.750000	0	95	0	0	0
Prodh	23.750000	0	95	0	0	0
Hdac11	23.750000	0	95	0	0	0
Erp29	23.750000	0	95	0	0	0
Cox20	23.750000	0	95	0	0	0
Ciao2b	23.750000	0	95	0	0	0
Cep76	23.750000	0	95	0	0	0
Ccdc142	23.750000	0	95	0	0	0
Cc2d1a	23.750000	0	95	0	0	0
4930432K21Rik	23.750000	0	95	0	0	0
Tuba1a	23.500000	0	94	0	0	0
Tefm	23.500000	94	0	0	0	0
Sp4	23.500000	0	94	0	0	0
Pip4k2c	23.500000	0	94	0	0	0
Pik3c2a	23.500000	94	0	0	0	0
Pigt	23.500000	0	94	0	0	0
Hmgn2	23.500000	0	94	0	0	0
Harbi1	23.500000	94	0	0	0	0
Eif3a	23.500000	0	94	0	0	0
Dusp5	23.500000	0	94	0	0	0
Cdc45	23.500000	0	94	0	0	0
Atg13	23.500000	94	0	0	0	0
Wdr62	23.250000	93	0	0	0	0
Ttll5	23.250000	0	93	0	0	0
Slc66a2	23.250000	93	0	0	0	0
Rtca	23.250000	0	93	0	0	0
Rsbn1	23.250000	93	0	0	0	0
Rhbdd2	23.250000	0	93	0	0	0
Rars2	23.250000	0	93	0	0	0
Orc3	23.250000	0	93	0	0	0
Lamtor3	23.250000	0	93	0	0	0
Erg28	23.250000	0	93	0	0	0
Dbt	23.250000	0	93	0	0	0
Ctr9	23.250000	93	0	0	0	0
Becn1	23.250000	0	93	0	0	0
B4galt5	23.250000	0	93	0	0	0
Aldh3a2	23.250000	93	0	0	0	0
Zfp638	23.000000	0	92	0	0	0
Yae1d1	23.000000	0	92	0	0	0
Virma	23.000000	0	92	0	0	0
Vdac1	23.000000	0	92	0	0	0
Txnrd3	23.000000	0	92	0	0	0
Trmt44	23.000000	0	92	0	0	0
Trip12	23.000000	0	92	0	0	0
Tpr	23.000000	0	92	0	0	0
Thumpd1	23.000000	0	92	0	0	0
Supt16	23.000000	0	92	0	0	0
Ssr3	23.000000	92	0	0	0	0
Smo	23.000000	0	92	0	0	0
Smc4	23.000000	92	0	0	0	0
Septin2	23.000000	0	92	0	0	0
Selenos	23.000000	0	92	0	0	0
Rbm22	23.000000	0	92	0	0	0
Pyroxd1	23.000000	0	92	0	0	0
Pspn	23.000000	0	92	0	0	0
Odr4	23.000000	0	92	0	0	0
Ndufs1	23.000000	92	0	0	0	0
Msra	23.000000	92	0	0	0	0
Med7	23.000000	0	92	0	0	0
Ift80	23.000000	92	0	0	0	0
Hdlbp	23.000000	0	92	0	0	0
H3c11	23.000000	0	92	0	0	0
H2bc22	23.000000	0	92	0	0	0
H2ac22	23.000000	0	92	0	0	0
H1f5	23.000000	0	92	0	0	0
Grhpr	23.000000	0	92	0	0	0
Ggact	23.000000	0	92	0	0	0
Fbxo36	23.000000	0	92	0	0	0
Efr3a	23.000000	0	92	0	0	0
Eef1b2	23.000000	92	0	0	0	0
Edrf1	23.000000	0	92	0	0	0
Cog6	23.000000	0	92	0	0	0
Amd2	23.000000	0	92	0	0	0
Amd1	23.000000	0	92	0	0	0
Alkbh7	23.000000	0	92	0	0	0
Aars2	23.000000	0	92	0	0	0
3110009E18Rik	23.000000	0	92	0	0	0
Zgpat	22.750000	91	0	0	0	0
Tomm22	22.750000	0	91	0	0	0
Tcaim	22.750000	0	91	0	0	0
Smyd5	22.750000	0	91	0	0	0
Slc20a1	22.750000	91	0	0	0	0
Sh3bp2	22.750000	0	91	0	0	0
Rhbdd3	22.750000	0	91	0	0	0
Pomp	22.750000	0	91	0	0	0
Mdga2	22.750000	0	91	0	0	0
Marveld1	22.750000	0	91	0	0	0
Lmbr1l	22.750000	0	91	0	0	0
Kdm8	22.750000	0	91	0	0	0
Kdm3a	22.750000	0	91	0	0	0
Iqsec3	22.750000	0	91	0	0	0
Gfod1	22.750000	0	91	0	0	0
Ewsr1	22.750000	0	91	0	0	0
Arfrp1	22.750000	91	0	0	0	0
9130401M01Rik	22.750000	0	91	0	0	0
Usp36	22.500000	90	0	0	0	0
Tulp3	22.500000	0	90	0	0	0
Parp11	22.500000	0	90	0	0	0
Hmg20b	22.500000	0	90	0	0	0
Etv3	22.500000	0	90	0	0	0
Zfp871	22.250000	0	89	0	0	0
Zdhhc12	22.250000	0	89	0	0	0
Wdr11	22.250000	0	89	0	0	0
Usp39	22.250000	0	89	0	0	0
Tmem147	22.250000	0	89	0	0	0
Tank	22.250000	89	0	0	0	0
Socs3	22.250000	0	89	0	0	0
Snrpe	22.250000	0	89	0	0	0
Slc5a5	22.250000	0	89	0	0	0
Rpusd2	22.250000	89	0	0	0	0
Rpl18a	22.250000	0	89	0	0	0
Prmt6	22.250000	0	89	0	0	0
Phldb3	22.250000	0	89	0	0	0
Pdcd7	22.250000	0	89	0	0	0
Palb2	22.250000	0	89	0	0	0
Iws1	22.250000	0	89	0	0	0
Hnrnpr	22.250000	0	89	0	0	0
Hdhd2	22.250000	0	89	0	0	0
Gmnn	22.250000	0	89	0	0	0
Dctn5	22.250000	0	89	0	0	0
Crcp	22.250000	0	89	0	0	0
Col11a2	22.250000	89	0	0	0	0
Cntrl	22.250000	0	89	0	0	0
Asl	22.250000	0	89	0	0	0
Actr2	22.250000	89	0	0	0	0
0610030E20Rik	22.250000	0	89	0	0	0
Usp8	22.000000	88	0	0	0	0
Pex11b	22.000000	88	0	0	0	0
Mrtfa	22.000000	0	88	0	0	0
Klhl25	22.000000	0	88	0	0	0
Itgb1bp1	22.000000	88	0	0	0	0
Eprs	22.000000	0	88	0	0	0
Echs1	22.000000	0	88	0	0	0
Cyba	22.000000	0	88	0	0	0
Cpsf3	22.000000	88	0	0	0	0
Bub3	22.000000	0	88	0	0	0
Ankrd26	22.000000	0	88	0	0	0
Vamp4	21.750000	0	87	0	0	0
Trappc6b	21.750000	0	87	0	0	0
Topbp1	21.750000	0	87	0	0	0
Snrpa	21.750000	0	87	0	0	0
Slc25a36	21.750000	0	87	0	0	0
S1pr4	21.750000	0	87	0	0	0
Ptbp1	21.750000	0	87	0	0	0
Polr2c	21.750000	0	87	0	0	0
Ncln	21.750000	0	87	0	0	0
Mga	21.750000	0	87	0	0	0
Map3k14	21.750000	0	87	0	0	0
Itch	21.750000	0	87	0	0	0
Ift52	21.750000	0	87	0	0	0
Frat2	21.750000	0	87	0	0	0
Fmc1	21.750000	0	87	0	0	0
Fbxo5	21.750000	0	87	0	0	0
Fam219b	21.750000	87	0	0	0	0
Dlc1	21.750000	0	87	0	0	0
BC024978	21.750000	0	87	0	0	0
Arhgef7	21.750000	0	87	0	0	0
Ap1s1	21.750000	0	87	0	0	0
Taf15	21.500000	0	86	0	0	0
Nup85	21.500000	0	86	0	0	0
Mre11a	21.500000	0	86	0	0	0
Glo1	21.500000	0	86	0	0	0
Aph1b	21.500000	0	86	0	0	0
Ankrd49	21.500000	0	86	0	0	0
Snap29	21.250000	0	85	0	0	0
Slc25a29	21.250000	0	85	0	0	0
Setd3	21.250000	85	0	0	0	0
Pigl	21.250000	0	85	0	0	0
Pi4ka	21.250000	0	85	0	0	0
Pcmtd1	21.250000	0	85	0	0	0
Pafah1b1	21.250000	0	85	0	0	0
Ncor1	21.250000	0	85	0	0	0
Map3k3	21.250000	0	85	0	0	0
Lmo7	21.250000	0	85	0	0	0
Gpr107	21.250000	0	85	0	0	0
Fam120a	21.250000	0	85	0	0	0
Dnaja3	21.250000	0	85	0	0	0
Coro7	21.250000	0	85	0	0	0
Ccnk	21.250000	85	0	0	0	0
Slc35f5	21.000000	0	84	0	0	0
Nsrp1	21.000000	84	0	0	0	0
Nfu1	21.000000	84	0	0	0	0
Bcat2	21.000000	0	84	0	0	0
Ubxn8	20.750000	0	83	0	0	0
Snx33	20.750000	0	83	0	0	0
Sntb1	20.750000	0	83	0	0	0
Ppp4c	20.750000	0	83	0	0	0
Nr2c2	20.750000	0	83	0	0	0
Nr1d1	20.750000	0	83	0	0	0
Zkscan3	20.500000	0	82	0	0	0
Tubgcp6	20.500000	0	82	0	0	0
Tex264	20.500000	0	82	0	0	0
Srrm2	20.500000	0	82	0	0	0
Rel	20.500000	0	82	0	0	0
Rdm1	20.500000	82	0	0	0	0
Mul1	20.500000	0	82	0	0	0
Man2c1	20.500000	0	82	0	0	0
Lyn	20.500000	0	82	0	0	0
Krr1	20.500000	0	82	0	0	0
Fktn	20.500000	0	82	0	0	0
Ddx3x	20.500000	0	82	0	0	0
Bcl2l13	20.500000	82	0	0	0	0
Atg4c	20.500000	0	82	0	0	0
Tmem65	20.250000	0	81	0	0	0
Tfg	20.250000	0	81	0	0	0
Rpl9	20.250000	81	0	0	0	0
Lias	20.250000	81	0	0	0	0
Arfgap2	20.250000	0	81	0	0	0
Supv3l1	20.000000	0	80	0	0	0
Rpl38	20.000000	0	80	0	0	0
Rab3gap2	20.000000	0	80	0	0	0
Insig2	20.000000	0	80	0	0	0
Elf2	20.000000	80	0	0	0	0
Crebrf	20.000000	0	80	0	0	0
Yipf5	19.750000	79	0	0	0	0
Ube4b	19.750000	0	79	0	0	0
Rmdn1	19.750000	0	79	0	0	0
Pou2f1	19.750000	0	79	0	0	0
Mon1a	19.750000	0	79	0	0	0
Zcchc9	19.500000	0	78	0	0	0
Lin9	19.500000	0	78	0	0	0
Itga6	19.500000	0	78	0	0	0
Eif6	19.500000	0	78	0	0	0
Cops4	19.500000	0	78	0	0	0
Cdk12	19.500000	0	78	0	0	0
Trrap	19.250000	0	77	0	0	0
Spcs1	19.250000	0	77	0	0	0
Glt8d1	19.250000	0	77	0	0	0
Ercc5	19.250000	77	0	0	0	0
Erap1	19.250000	0	77	0	0	0
6430548M08Rik	19.250000	0	77	0	0	0
Tsga10	19.000000	76	0	0	0	0
Sgip1	19.000000	76	0	0	0	0
Phldb1	19.000000	0	76	0	0	0
Ogfod1	19.000000	0	76	0	0	0
Nudt21	19.000000	0	76	0	0	0
Mthfsd	19.000000	76	0	0	0	0
Kat8	19.000000	0	76	0	0	0
Borcs5	19.000000	76	0	0	0	0
Recql	18.750000	75	0	0	0	0
Ppwd1	18.750000	0	75	0	0	0
Mtfp1	18.750000	0	75	0	0	0
Golt1b	18.750000	75	0	0	0	0
Cenpk	18.750000	0	75	0	0	0
Cdc14b	18.500000	74	0	0	0	0
Tssk6	18.250000	0	73	0	0	0
Pus10	18.250000	0	73	0	0	0
Ndufa13	18.250000	0	73	0	0	0
Foxp2	18.250000	0	73	0	0	0
Ttc14	18.000000	0	72	0	0	0
Hbs1l	18.000000	72	0	0	0	0
Cdca7l	18.000000	0	72	0	0	0
Blmh	18.000000	0	72	0	0	0
Txndc11	17.500000	0	70	0	0	0
Faap20	17.500000	0	70	0	0	0
Cd81	17.500000	0	70	0	0	0
Asph	17.500000	70	0	0	0	0
Zfp287	17.000000	0	68	0	0	0
Rere	17.000000	0	68	0	0	0
Dnajb2	17.000000	68	0	0	0	0
Cep85l	17.000000	0	68	0	0	0
A630095N17Rik	17.000000	68	0	0	0	0
Mms22l	16.750000	0	67	0	0	0
Gnpat	16.250000	0	65	0	0	0
Ankrd10	16.250000	0	65	0	0	0
2810004N23Rik	16.250000	0	65	0	0	0
Rpl30	15.500000	0	62	0	0	0
Ireb2	15.500000	0	62	0	0	0
Nanp	15.250000	0	61	0	0	0
Mybbp1a	15.250000	0	61	0	0	0
Poli	14.750000	0	59	0	0	0
Egr2	0.000000	0	0	0	0	476
Myrf	0.000000	0	0	0	0	470
Cntf	0.000000	0	0	0	0	453
Phox2b	0.000000	0	0	0	0	451
S100b	0.000000	0	0	0	0	448
Nedd9	0.000000	0	0	0	0	441
Hes5	0.000000	0	0	0	0	425
Cdx2	0.000000	0	0	0	0	421
Mpz	0.000000	0	0	0	0	416
Fnip2	0.000000	0	0	0	0	406
Sox2	0.000000	0	0	0	0	320
Runx2	0.000000	0	0	0	0	163
