Target_genes	Nfya|Average	SRX12799800|Acute_myeloid_leukemia	SRX12799801|Acute_myeloid_leukemia	SRX032472|ES_cells	SRX032473|ES_cells	SRX518333|ES_cells	SRX032482|mESC_derived_neural_cells	SRX032483|mESC_derived_neural_cells	SRX032491|Neurons	SRX032492|Neurons	STRING
Tmem65	207.333333	1006	860	0	0	0	0	0	0	0	0
Peak1	207.333333	839	1027	0	0	0	0	0	0	0	0
Hmg20a	207.333333	839	1027	0	0	0	0	0	0	0	0
Ost4	207.222222	1160	705	0	0	0	0	0	0	0	0
Ythdf3	207.111111	938	926	0	0	0	0	0	0	0	0
Ripk2	207.111111	970	894	0	0	0	0	0	0	0	0
Xkr8	207.000000	1199	664	0	0	0	0	0	0	0	0
Cltc	207.000000	720	813	0	0	260	0	0	70	0	0
B3galnt2	207.000000	778	762	0	0	0	0	0	211	112	0
Pikfyve	206.888889	644	1015	0	0	203	0	0	0	0	0
Idh1	206.888889	644	1015	0	0	203	0	0	0	0	0
Zfp322a	206.777778	600	922	0	0	339	0	0	0	0	0
Gmnn	206.666667	608	833	0	0	0	0	0	186	233	0
Ptpn1	206.555556	1026	833	0	0	0	0	0	0	0	0
Rev1	206.444444	902	956	0	0	0	0	0	0	0	0
Fitm2	206.444444	681	736	0	0	0	124	0	227	90	0
Gns	206.333333	995	862	0	0	0	0	0	0	0	0
Gk	206.333333	906	951	0	0	0	0	0	0	0	0
Gadd45a	206.333333	629	886	0	0	342	0	0	0	0	0
Cops4	206.333333	407	888	0	0	562	0	0	0	0	0
Pxn	206.222222	1080	776	0	0	0	0	0	0	0	0
Ptbp3	206.222222	1149	707	0	0	0	0	0	0	0	0
Shpk	206.111111	395	1002	0	0	458	0	0	0	0	0
Rpl27	206.111111	402	586	0	0	563	0	0	182	122	0
Ctns	206.111111	395	1002	0	0	458	0	0	0	0	0
Tspan17	206.000000	1052	802	0	0	0	0	0	0	0	0
Smim40	206.000000	809	752	0	0	293	0	0	0	0	0
Smad4	206.000000	964	890	0	0	0	0	0	0	0	0
Rsrc2	206.000000	589	1029	0	0	236	0	0	0	0	0
Ppp1r21	206.000000	1022	832	0	0	0	0	0	0	0	0
Kntc1	206.000000	589	1029	0	0	236	0	0	0	0	0
Eif4e1b	206.000000	1052	802	0	0	0	0	0	0	0	0
Daxx	206.000000	809	752	0	0	293	0	0	0	0	0
Ccsap	206.000000	1351	503	0	0	0	0	0	0	0	0
Slc6a6	205.888889	1037	816	0	0	0	0	0	0	0	0
Naa30	205.888889	983	870	0	0	0	0	0	0	0	0
Gnpnat1	205.888889	1092	761	0	0	0	0	0	0	0	0
Prxl2c	205.666667	944	907	0	0	0	0	0	0	0	0
Eif3a	205.666667	726	891	0	0	0	0	0	234	0	0
Zfp871	205.555556	163	405	0	0	714	0	0	276	292	0
Ran	205.555556	987	863	0	0	0	0	0	0	0	0
Pkn3	205.444444	246	320	0	144	0	395	75	423	246	0
Metrn	205.444444	651	1014	0	0	184	0	0	0	0	0
Bptf	205.444444	552	562	0	137	0	202	0	202	194	0
Antkmt	205.444444	651	1014	0	0	184	0	0	0	0	0
Ankrd17	205.333333	974	874	0	0	0	0	0	0	0	0
Rbbp7	205.222222	860	987	0	0	0	0	0	0	0	0
Mnt	205.222222	792	740	0	0	315	0	0	0	0	0
Cox8a	205.222222	541	833	0	0	383	0	0	90	0	0
Bard1	205.222222	1007	840	0	0	0	0	0	0	0	0
Mef2d	205.000000	804	895	0	0	0	0	0	146	0	0
Malt1	205.000000	909	736	0	0	200	0	0	0	0	0
Fut8	205.000000	293	868	0	0	586	0	0	98	0	0
Cop1	205.000000	827	872	0	0	0	0	0	0	146	0
Xpc	204.888889	1070	774	0	0	0	0	0	0	0	0
Usp25	204.888889	922	922	0	0	0	0	0	0	0	0
Lsm3	204.888889	1070	774	0	0	0	0	0	0	0	0
Zdhhc9	204.777778	461	1090	0	0	292	0	0	0	0	0
Tex10	204.666667	923	919	0	0	0	0	0	0	0	0
Tdrd7	204.666667	911	931	0	0	0	0	0	0	0	0
Pak2	204.666667	996	846	0	0	0	0	0	0	0	0
Kctd13	204.666667	944	898	0	0	0	0	0	0	0	0
Gfod2	204.666667	947	895	0	0	0	0	0	0	0	0
Cd164	204.666667	852	990	0	0	0	0	0	0	0	0
Klf13	204.555556	702	956	0	0	0	0	0	183	0	0
Bri3	204.555556	950	891	0	0	0	0	0	0	0	0
Slc44a2	204.444444	1070	770	0	0	0	0	0	0	0	0
Pnpla8	204.444444	986	854	0	0	0	0	0	0	0	0
2510002D24Rik	204.444444	258	696	0	0	498	0	0	196	192	0
Med24	204.333333	0	274	0	175	711	123	0	360	196	0
Gm27021	204.333333	1176	663	0	0	0	0	0	0	0	0
Emc8	204.333333	1176	663	0	0	0	0	0	0	0	0
Cox4i1	204.333333	1176	663	0	0	0	0	0	0	0	0
Rab11fip1	204.222222	1038	800	0	0	0	0	0	0	0	0
Nfkbia	204.222222	988	850	0	0	0	0	0	0	0	0
C1d	204.222222	819	695	0	0	0	0	0	178	146	0
Slc17a5	204.111111	981	856	0	0	0	0	0	0	0	0
Sec16a	204.111111	941	683	0	0	213	0	0	0	0	0
Usp45	204.000000	946	890	0	0	0	0	0	0	0	0
Tkfc	204.000000	490	567	0	0	779	0	0	0	0	0
Secisbp2	204.000000	784	876	0	0	0	0	0	176	0	0
Ddb1	204.000000	490	567	0	0	779	0	0	0	0	0
Spdl1	203.888889	461	962	0	0	274	0	0	138	0	0
Gpatch2l	203.888889	1063	772	0	0	0	0	0	0	0	0
Ctr9	203.888889	810	1025	0	0	0	0	0	0	0	0
Cct2	203.888889	929	906	0	0	0	0	0	0	0	0
Usp38	203.777778	881	953	0	0	0	0	0	0	0	0
Ddx59	203.777778	956	878	0	0	0	0	0	0	0	0
Atp6v0a1	203.777778	854	980	0	0	0	0	0	0	0	0
Stom	203.666667	892	941	0	0	0	0	0	0	0	0
Hspe1	203.666667	1038	795	0	0	0	0	0	0	0	0
Hspd1	203.666667	1038	795	0	0	0	0	0	0	0	0
Slc12a7	203.555556	1149	683	0	0	0	0	0	0	0	0
Pank3	203.555556	646	853	0	0	333	0	0	0	0	0
Utp18	203.444444	949	882	0	0	0	0	0	0	0	0
Preb	203.444444	635	509	0	0	0	0	0	521	166	0
Mbtd1	203.444444	949	882	0	0	0	0	0	0	0	0
Zcchc14	203.333333	0	0	0	248	786	201	0	321	274	0
Erdr1	203.333333	571	538	0	116	201	0	0	232	172	0
Sdhc	203.222222	875	954	0	0	0	0	0	0	0	0
Mpz	203.222222	875	954	0	0	0	0	0	0	0	0
Cyb5b	203.222222	527	922	0	0	380	0	0	0	0	0
Kdm2b	203.111111	1041	787	0	0	0	0	0	0	0	0
Synrg	203.000000	865	962	0	0	0	0	0	0	0	0
Pcgf3	203.000000	1026	801	0	0	0	0	0	0	0	0
Naxd	203.000000	744	907	0	0	176	0	0	0	0	0
Soat1	202.888889	965	861	0	0	0	0	0	0	0	0
Ercc6l	202.888889	498	579	0	0	486	0	0	263	0	0
Scaf11	202.777778	952	873	0	0	0	0	0	0	0	0
Psmc3ip	202.666667	634	851	0	0	339	0	0	0	0	0
Eif2ak4	202.666667	1012	812	0	0	0	0	0	0	0	0
U2surp	202.555556	785	1038	0	0	0	0	0	0	0	0
Immp2l	202.555556	1123	700	0	0	0	0	0	0	0	0
Hacd3	202.555556	794	1029	0	0	0	0	0	0	0	0
Ccnj	202.555556	319	469	0	159	0	254	0	299	323	0
3110040N11Rik	202.555556	512	701	0	0	0	0	0	392	218	0
Trmt2a	202.444444	681	994	0	0	0	0	0	147	0	0
Ranbp1	202.444444	681	994	0	0	0	0	0	147	0	0
Arhgef11	202.444444	1107	715	0	0	0	0	0	0	0	0
Nupl2	202.333333	690	911	0	0	0	0	0	220	0	0
Nphp3	202.222222	956	662	0	0	202	0	0	0	0	0
Gpbp1	202.222222	1068	752	0	0	0	0	0	0	0	0
Ascc2	202.222222	997	823	0	0	0	0	0	0	0	0
Shld2	202.111111	867	952	0	0	0	0	0	0	0	0
Pold4	202.111111	523	916	0	0	261	0	0	119	0	0
Glud1	202.111111	867	952	0	0	0	0	0	0	0	0
Ddt	202.111111	655	1164	0	0	0	0	0	0	0	0
Fam193a	202.000000	1028	790	0	0	0	0	0	0	0	0
Spdya	201.777778	916	900	0	0	0	0	0	0	0	0
Zcrb1	201.555556	1018	796	0	0	0	0	0	0	0	0
Smarcc1	201.555556	1012	802	0	0	0	0	0	0	0	0
Primpol	201.555556	1111	703	0	0	0	0	0	0	0	0
Pphln1	201.555556	1018	796	0	0	0	0	0	0	0	0
Mafa	201.555556	851	963	0	0	0	0	0	0	0	0
Casp3	201.555556	1111	703	0	0	0	0	0	0	0	0
Zfp41	201.444444	1065	748	0	0	0	0	0	0	0	0
Socs7	201.444444	984	829	0	0	0	0	0	0	0	0
Snrk	201.333333	918	894	0	0	0	0	0	0	0	0
Mocs2	201.333333	852	960	0	0	0	0	0	0	0	0
Mapk3	201.333333	1124	688	0	0	0	0	0	0	0	0
Eif2b2	201.333333	660	851	0	0	207	0	0	94	0	0
Usp8	201.222222	972	839	0	0	0	0	0	0	0	0
Tmem192	201.222222	1016	795	0	0	0	0	0	0	0	0
Stk38l	201.222222	953	858	0	0	0	0	0	0	0	0
Ppa1	201.222222	901	910	0	0	0	0	0	0	0	0
Atf4	201.222222	609	813	0	0	269	0	0	120	0	0
Ubac2	201.111111	995	815	0	0	0	0	0	0	0	0
Ropn1l	201.111111	897	913	0	0	0	0	0	0	0	0
Pten	201.111111	1169	641	0	0	0	0	0	0	0	0
Tbk1	201.000000	943	866	0	0	0	0	0	0	0	0
Dhx36	201.000000	712	809	0	0	0	0	0	126	162	0
Asmt	201.000000	115	289	0	248	167	403	150	110	327	0
Rpusd4	200.888889	890	918	0	0	0	0	0	0	0	0
Fam118b	200.888889	890	918	0	0	0	0	0	0	0	0
Dlg1	200.888889	727	1081	0	0	0	0	0	0	0	0
Crebl2	200.888889	601	763	0	0	444	0	0	0	0	0
Tecpr2	200.666667	1017	789	0	0	0	0	0	0	0	0
Sapcd2	200.666667	385	824	0	0	451	0	0	146	0	0
Prkag1	200.666667	1105	701	0	0	0	0	0	0	0	0
Fmr1	200.666667	820	986	0	0	0	0	0	0	0	0
Eif4a3	200.666667	787	836	0	0	0	0	0	183	0	0
Cinp	200.666667	1017	789	0	0	0	0	0	0	0	0
Snrpc	200.444444	533	674	0	0	0	0	0	262	335	0
Sh2b3	200.444444	1129	675	0	0	0	0	0	0	0	0
Sec22c	200.333333	707	956	0	0	0	0	0	0	140	0
Vps11	200.222222	897	905	0	0	0	0	0	0	0	0
Nt5c3	200.222222	940	862	0	0	0	0	0	0	0	0
Banp	200.222222	939	515	0	0	150	0	0	198	0	0
Pigg	200.111111	489	734	0	0	0	0	0	362	216	0
Slc1a5	199.888889	777	585	0	0	437	0	0	0	0	0
Tmem127	199.666667	1030	767	0	0	0	0	0	0	0	0
Sec61a1	199.666667	1062	735	0	0	0	0	0	0	0	0
Cnot8	199.666667	993	804	0	0	0	0	0	0	0	0
Ciao1	199.666667	1030	767	0	0	0	0	0	0	0	0
Arl4d	199.666667	652	940	0	0	205	0	0	0	0	0
Zc3h15	199.555556	733	1063	0	0	0	0	0	0	0	0
Vps13a	199.555556	1046	750	0	0	0	0	0	0	0	0
Rprd1a	199.555556	1020	776	0	0	0	0	0	0	0	0
Rab3il1	199.555556	1101	695	0	0	0	0	0	0	0	0
Ptpn12	199.555556	1022	774	0	0	0	0	0	0	0	0
Zar1l	199.444444	679	976	0	0	0	0	0	140	0	0
Yod1	199.444444	623	982	0	0	190	0	0	0	0	0
Pfkfb2	199.444444	623	982	0	0	190	0	0	0	0	0
Mycbp	199.444444	979	816	0	0	0	0	0	0	0	0
Gcdh	199.444444	374	884	0	0	380	0	0	157	0	0
Brca2	199.444444	679	976	0	0	0	0	0	140	0	0
Eri1	199.333333	919	875	0	0	0	0	0	0	0	0
Chrac1	199.333333	949	845	0	0	0	0	0	0	0	0
Capn10	199.333333	430	616	0	0	447	0	0	301	0	0
Nupl1	199.222222	893	900	0	0	0	0	0	0	0	0
Abl1	199.222222	385	543	0	0	556	0	0	195	114	0
Vps37a	199.111111	953	839	0	0	0	0	0	0	0	0
Tiprl	199.111111	846	946	0	0	0	0	0	0	0	0
Them4	199.111111	789	1003	0	0	0	0	0	0	0	0
Nmnat1	199.111111	388	545	0	224	369	0	0	142	124	0
Lzic	199.111111	388	545	0	224	369	0	0	142	124	0
Grpel2	199.111111	913	879	0	0	0	0	0	0	0	0
Cnot7	199.111111	953	839	0	0	0	0	0	0	0	0
Ccm2	199.111111	1124	668	0	0	0	0	0	0	0	0
Sumf2	199.000000	445	1063	0	0	161	0	0	122	0	0
Nktr	199.000000	852	939	0	0	0	0	0	0	0	0
Zfyve16	198.888889	840	950	0	0	0	0	0	0	0	0
Rbm19	198.888889	952	667	0	0	171	0	0	0	0	0
Dynlt1f	198.888889	948	842	0	0	0	0	0	0	0	0
Dynlt1c	198.888889	948	842	0	0	0	0	0	0	0	0
Ap5s1	198.777778	838	619	0	0	0	0	0	190	142	0
Tm9sf2	198.666667	766	686	0	0	0	0	0	197	139	0
Mapk1	198.666667	677	846	0	0	265	0	0	0	0	0
Hif3a	198.666667	328	387	0	99	598	0	0	202	174	0
Epb41l2	198.666667	1060	728	0	0	0	0	0	0	0	0
Timm44	198.555556	525	1115	0	0	0	0	0	147	0	0
Slco4a1	198.444444	942	630	0	0	214	0	0	0	0	0
Cpeb4	198.444444	922	864	0	0	0	0	0	0	0	0
Arl8b	198.444444	848	938	0	0	0	0	0	0	0	0
Rae1	198.333333	1051	734	0	0	0	0	0	0	0	0
Intu	198.333333	534	802	0	0	215	0	0	234	0	0
Aacs	198.333333	1037	748	0	0	0	0	0	0	0	0
Ppp1r27	198.222222	1070	714	0	0	0	0	0	0	0	0
Pinx1	198.222222	694	931	0	0	0	0	0	159	0	0
Mcrip1	198.222222	1070	714	0	0	0	0	0	0	0	0
Spen	198.111111	987	796	0	0	0	0	0	0	0	0
Ralgapb	198.111111	854	929	0	0	0	0	0	0	0	0
Aptx	198.111111	365	716	0	0	174	0	0	348	180	0
Irf8	198.000000	123	0	0	368	341	397	0	269	284	0
Ifnar1	198.000000	845	937	0	0	0	0	0	0	0	0
Ssr1	197.888889	1017	764	0	0	0	0	0	0	0	0
Ift172	197.888889	570	803	0	0	152	0	0	144	112	0
Fndc4	197.888889	570	803	0	0	152	0	0	144	112	0
Exoc7	197.888889	933	626	0	0	222	0	0	0	0	0
Scaf4	197.777778	774	1006	0	0	0	0	0	0	0	0
Ctbp1	197.777778	889	738	0	0	0	0	0	153	0	0
Tmed2	197.666667	861	785	0	0	0	0	0	133	0	0
Tgoln2	197.555556	990	788	0	0	0	0	0	0	0	0
Tgoln1	197.555556	990	788	0	0	0	0	0	0	0	0
Sgca	197.555556	872	628	0	0	0	0	0	142	136	0
Arrdc2	197.555556	689	710	0	0	379	0	0	0	0	0
Sub1	197.444444	788	989	0	0	0	0	0	0	0	0
Eif4h	197.444444	875	902	0	0	0	0	0	0	0	0
Apc2	197.444444	685	608	0	0	211	0	0	165	108	0
Serinc5	197.333333	1097	679	0	0	0	0	0	0	0	0
Elp1	197.333333	695	887	0	0	0	0	0	0	194	0
Ap2s1	197.333333	128	165	0	0	902	0	0	388	193	0
Abitram	197.333333	695	887	0	0	0	0	0	0	194	0
Wdr27	197.222222	883	892	0	0	0	0	0	0	0	0
Snx21	197.222222	1054	721	0	0	0	0	0	0	0	0
Hykk	197.222222	0	0	0	83	1309	0	0	222	161	0
Fam177a2	197.222222	959	816	0	0	0	0	0	0	0	0
Fam177a	197.222222	959	816	0	0	0	0	0	0	0	0
C9orf72	197.222222	838	675	0	0	262	0	0	0	0	0
Bcl7b	197.222222	785	739	0	0	251	0	0	0	0	0
Anks3	197.222222	632	645	0	0	332	0	0	166	0	0
4930451G09Rik	197.222222	632	645	0	0	332	0	0	166	0	0
1600012H06Rik	197.222222	883	892	0	0	0	0	0	0	0	0
Miip	197.000000	455	1102	0	0	216	0	0	0	0	0
Fv1	197.000000	455	1102	0	0	216	0	0	0	0	0
Urb1	196.888889	1035	737	0	0	0	0	0	0	0	0
Tnfsf13	196.888889	1001	771	0	0	0	0	0	0	0	0
Senp3	196.888889	1001	771	0	0	0	0	0	0	0	0
Mks1	196.888889	262	561	0	0	949	0	0	0	0	0
Hs6st1	196.888889	1111	661	0	0	0	0	0	0	0	0
Hip1	196.888889	0	0	0	116	1253	0	0	204	199	0
Cdkn2aip	196.888889	1067	705	0	0	0	0	0	0	0	0
Paqr3	196.777778	984	787	0	0	0	0	0	0	0	0
Nepro	196.777778	774	997	0	0	0	0	0	0	0	0
Hnrnpf	196.777778	884	887	0	0	0	0	0	0	0	0
Usp33	196.666667	1002	768	0	0	0	0	0	0	0	0
Man1a	196.666667	855	915	0	0	0	0	0	0	0	0
Atp6v0c	196.666667	1029	741	0	0	0	0	0	0	0	0
Amdhd2	196.666667	1029	741	0	0	0	0	0	0	0	0
Ptpn23	196.555556	942	827	0	0	0	0	0	0	0	0
Krcc1	196.555556	855	914	0	0	0	0	0	0	0	0
Hps1	196.555556	833	936	0	0	0	0	0	0	0	0
Fam168b	196.555556	796	973	0	0	0	0	0	0	0	0
Tbc1d14	196.444444	911	687	0	0	170	0	0	0	0	0
Prrc2c	196.444444	779	989	0	0	0	0	0	0	0	0
Ppp6r1	196.444444	971	797	0	0	0	0	0	0	0	0
Clstn3	196.444444	0	0	0	251	1110	0	0	109	298	0
Asxl2	196.444444	981	787	0	0	0	0	0	0	0	0
Nol8	196.333333	831	787	0	0	149	0	0	0	0	0
Ddhd2	196.333333	848	919	0	0	0	0	0	0	0	0
Cenpp	196.333333	831	787	0	0	149	0	0	0	0	0
Aco1	196.333333	888	879	0	0	0	0	0	0	0	0
Pop7	196.111111	862	903	0	0	0	0	0	0	0	0
Mrs2	196.111111	460	573	0	0	0	0	0	406	326	0
Dgkd	196.000000	1165	599	0	0	0	0	0	0	0	0
Calr3	196.000000	254	894	0	0	445	0	0	0	171	0
1700030K09Rik	196.000000	254	894	0	0	445	0	0	0	171	0
Srd5a1	195.888889	677	876	0	0	210	0	0	0	0	0
Ppp2r2d	195.888889	862	901	0	0	0	0	0	0	0	0
Nsun2	195.888889	677	876	0	0	210	0	0	0	0	0
Mapk1ip1	195.888889	862	901	0	0	0	0	0	0	0	0
Gmppb	195.888889	612	684	0	0	349	0	0	0	118	0
Cdk13	195.888889	1032	731	0	0	0	0	0	0	0	0
Amigo3	195.888889	612	684	0	0	349	0	0	0	118	0
2300009A05Rik	195.888889	967	796	0	0	0	0	0	0	0	0
Crlf3	195.777778	808	954	0	0	0	0	0	0	0	0
Myd88	195.666667	336	637	0	0	705	0	0	83	0	0
Hnrnph1	195.666667	695	616	0	0	0	0	0	272	178	0
Acaa1a	195.666667	336	637	0	0	705	0	0	83	0	0
Tmem199	195.555556	883	877	0	0	0	0	0	0	0	0
Poldip2	195.555556	883	877	0	0	0	0	0	0	0	0
Rbis	195.444444	964	795	0	0	0	0	0	0	0	0
Snx13	195.333333	671	1087	0	0	0	0	0	0	0	0
Ppp1r16a	195.333333	977	596	0	0	185	0	0	0	0	0
Foxh1	195.333333	977	596	0	0	185	0	0	0	0	0
Cdkl4	195.333333	441	931	0	0	0	203	0	183	0	0
Phospho2	195.111111	829	927	0	0	0	0	0	0	0	0
Fam107b	195.111111	1034	722	0	0	0	0	0	0	0	0
Ccdc173	195.111111	829	927	0	0	0	0	0	0	0	0
Mknk2	194.666667	893	757	0	0	102	0	0	0	0	0
Insl6	194.666667	1132	620	0	0	0	0	0	0	0	0
Cep55	194.666667	950	802	0	0	0	0	0	0	0	0
Sppl2b	194.555556	686	588	0	0	0	0	0	248	229	0
Pdxdc1	194.555556	1057	694	0	0	0	0	0	0	0	0
Lsm7	194.555556	686	588	0	0	0	0	0	248	229	0
Pias1	194.444444	964	786	0	0	0	0	0	0	0	0
Fbrsl1	194.444444	1004	746	0	0	0	0	0	0	0	0
Zbtb2	194.222222	1002	746	0	0	0	0	0	0	0	0
Zfp91	194.111111	739	707	0	0	0	0	0	173	128	0
Ptges3	194.111111	851	896	0	0	0	0	0	0	0	0
Lpxn	194.111111	739	707	0	0	0	0	0	173	128	0
Il6st	194.111111	721	1026	0	0	0	0	0	0	0	0
Ttyh3	194.000000	694	608	0	0	323	0	0	121	0	0
Tesk1	194.000000	875	871	0	0	0	0	0	0	0	0
Smim12	194.000000	800	802	0	0	0	0	0	0	144	0
Mto1	194.000000	585	1161	0	0	0	0	0	0	0	0
Dnajc11	194.000000	782	482	0	0	0	89	0	171	222	0
Cgas	194.000000	585	1161	0	0	0	0	0	0	0	0
Bcl2l13	194.000000	904	842	0	0	0	0	0	0	0	0
Anxa5	193.888889	1060	685	0	0	0	0	0	0	0	0
1810062G17Rik	193.888889	1060	685	0	0	0	0	0	0	0	0
Dpy19l1	193.777778	1000	744	0	0	0	0	0	0	0	0
Pot1a	193.666667	802	941	0	0	0	0	0	0	0	0
Rpl15	193.555556	819	923	0	0	0	0	0	0	0	0
Nkiras1	193.555556	819	923	0	0	0	0	0	0	0	0
Dld	193.555556	660	1082	0	0	0	0	0	0	0	0
Rcbtb1	193.444444	790	951	0	0	0	0	0	0	0	0
Gpsm2	193.444444	881	860	0	0	0	0	0	0	0	0
Cgref1	193.444444	901	693	0	0	147	0	0	0	0	0
Abhd1	193.444444	901	693	0	0	147	0	0	0	0	0
Tigd2	193.333333	968	772	0	0	0	0	0	0	0	0
Surf4	193.333333	1020	720	0	0	0	0	0	0	0	0
Stkld1	193.333333	1020	720	0	0	0	0	0	0	0	0
Sinhcaf	193.333333	1004	736	0	0	0	0	0	0	0	0
Stxbp1	193.222222	863	876	0	0	0	0	0	0	0	0
Lipa	193.222222	658	1081	0	0	0	0	0	0	0	0
Tmem53	193.111111	657	887	0	0	194	0	0	0	0	0
Slc26a8	193.111111	934	804	0	0	0	0	0	0	0	0
Safb2	193.111111	837	571	0	0	0	0	0	146	184	0
Safb	193.111111	837	571	0	0	0	0	0	146	184	0
Mgmt	193.111111	980	758	0	0	0	0	0	0	0	0
Mapk14	193.111111	934	804	0	0	0	0	0	0	0	0
Ctsl	193.111111	611	805	0	0	322	0	0	0	0	0
Armh1	193.111111	657	887	0	0	194	0	0	0	0	0
Fbxo8	192.888889	174	440	0	0	634	0	0	280	208	0
Cep44	192.888889	174	440	0	0	634	0	0	280	208	0
Ttc1	192.777778	486	843	0	0	283	0	0	123	0	0
Gtf3a	192.777778	816	919	0	0	0	0	0	0	0	0
B3gat3	192.777778	832	903	0	0	0	0	0	0	0	0
Atr	192.777778	951	784	0	0	0	0	0	0	0	0
1700065D16Rik	192.777778	951	784	0	0	0	0	0	0	0	0
Ndufb4	192.666667	957	777	0	0	0	0	0	0	0	0
Mapkapk5	192.666667	683	915	0	0	0	0	0	0	136	0
Rps28	192.555556	781	952	0	0	0	0	0	0	0	0
Ndufa7	192.555556	781	952	0	0	0	0	0	0	0	0
Msh3	192.555556	917	816	0	0	0	0	0	0	0	0
Dhfr	192.555556	917	816	0	0	0	0	0	0	0	0
Tbc1d23	192.444444	1041	691	0	0	0	0	0	0	0	0
Rrm2b	192.444444	1092	640	0	0	0	0	0	0	0	0
Marchf8	192.444444	714	1018	0	0	0	0	0	0	0	0
Strada	192.333333	913	818	0	0	0	0	0	0	0	0
Socs2	192.222222	928	802	0	0	0	0	0	0	0	0
Slc39a1	192.222222	580	649	0	0	297	0	0	204	0	0
Psmd5	192.222222	730	1000	0	0	0	0	0	0	0	0
Mphosph6	192.222222	806	738	0	0	186	0	0	0	0	0
Esd	192.222222	992	738	0	0	0	0	0	0	0	0
Cutal	192.222222	730	1000	0	0	0	0	0	0	0	0
Creb3l4	192.222222	580	649	0	0	297	0	0	204	0	0
Taf15	192.000000	739	989	0	0	0	0	0	0	0	0
Unc13a	191.888889	924	588	0	0	215	0	0	0	0	0
Pcdh17	191.888889	531	828	0	0	368	0	0	0	0	0
Npm1	191.888889	884	843	0	0	0	0	0	0	0	0
Jak3	191.888889	924	588	0	0	215	0	0	0	0	0
Ctnnb1	191.888889	989	738	0	0	0	0	0	0	0	0
Asb1	191.888889	778	713	0	0	236	0	0	0	0	0
Yy1	191.777778	778	948	0	0	0	0	0	0	0	0
Pcyt1a	191.666667	938	787	0	0	0	0	0	0	0	0
Ddx27	191.666667	834	891	0	0	0	0	0	0	0	0
9430015G10Rik	191.666667	432	419	0	0	398	0	0	333	143	0
Dennd4c	191.555556	1013	711	0	0	0	0	0	0	0	0
Arhgap21	191.555556	521	770	0	0	283	0	0	150	0	0
Mydgf	191.444444	777	480	0	0	466	0	0	0	0	0
Ncoa4	191.333333	969	753	0	0	0	0	0	0	0	0
Fbxl2	191.333333	858	864	0	0	0	0	0	0	0	0
Dek	191.333333	846	876	0	0	0	0	0	0	0	0
Zbtb7b	191.222222	624	442	0	0	655	0	0	0	0	0
Tmem263	191.222222	942	779	0	0	0	0	0	0	0	0
Timm50	191.222222	720	833	0	0	0	0	0	0	168	0
Iws1	191.222222	487	999	0	0	235	0	0	0	0	0
Fhl4	191.222222	942	779	0	0	0	0	0	0	0	0
Lnpep	191.111111	978	742	0	0	0	0	0	0	0	0
Ascc1	191.111111	926	794	0	0	0	0	0	0	0	0
Anapc16	191.111111	926	794	0	0	0	0	0	0	0	0
Yme1l1	191.000000	848	871	0	0	0	0	0	0	0	0
Tigd5	191.000000	719	761	0	0	0	0	0	239	0	0
Rp2	191.000000	415	888	0	0	416	0	0	0	0	0
Nup160	191.000000	760	959	0	0	0	0	0	0	0	0
Mastl	191.000000	848	871	0	0	0	0	0	0	0	0
Eef1d	191.000000	719	761	0	0	0	0	0	239	0	0
Ppp3r1	190.888889	870	848	0	0	0	0	0	0	0	0
Nfe2	190.888889	858	860	0	0	0	0	0	0	0	0
Slc66a2	190.777778	976	741	0	0	0	0	0	0	0	0
Tomm70a	190.666667	259	703	0	0	520	0	0	132	102	0
Chd1	190.666667	848	868	0	0	0	0	0	0	0	0
Bach1	190.666667	948	768	0	0	0	0	0	0	0	0
Por	190.555556	945	770	0	0	0	0	0	0	0	0
Kmt2e	190.555556	580	809	0	0	326	0	0	0	0	0
H1f2	190.555556	202	356	0	0	491	0	0	366	300	0
Taf7	190.444444	765	949	0	0	0	0	0	0	0	0
Rassf1	190.444444	959	755	0	0	0	0	0	0	0	0
Ptcd1	190.444444	727	987	0	0	0	0	0	0	0	0
Lyrm1	190.444444	904	810	0	0	0	0	0	0	0	0
Gm7072	190.444444	201	881	0	0	269	0	0	170	193	0
Dcun1d3	190.444444	904	810	0	0	0	0	0	0	0	0
Cpsf4	190.444444	727	987	0	0	0	0	0	0	0	0
Camsap1	190.444444	904	810	0	0	0	0	0	0	0	0
Comtd1	190.333333	202	299	0	0	0	296	0	478	438	0
A430057M04Rik	190.333333	202	299	0	0	0	296	0	478	438	0
Phc2	190.222222	409	386	0	0	416	139	0	214	148	0
N6amt1	190.222222	839	873	0	0	0	0	0	0	0	0
Klf9	190.222222	375	646	0	0	572	0	0	119	0	0
Dcakd	190.222222	896	816	0	0	0	0	0	0	0	0
Zfp326	190.111111	733	978	0	0	0	0	0	0	0	0
Fbxl20	190.111111	575	849	0	0	167	0	0	120	0	0
Sh2d5	189.777778	770	938	0	0	0	0	0	0	0	0
Cplane1	189.777778	1000	708	0	0	0	0	0	0	0	0
Slc25a16	189.666667	574	690	0	0	0	0	0	241	202	0
Gtf3c2	189.666667	795	912	0	0	0	0	0	0	0	0
Arhgap35	189.666667	492	633	0	0	582	0	0	0	0	0
Timeless	189.555556	796	910	0	0	0	0	0	0	0	0
Lrch3	189.555556	834	872	0	0	0	0	0	0	0	0
