Target_genes	E2f1|Average	SRX122390|Dendritic_Cells	SRX122391|Dendritic_Cells	SRX122392|Dendritic_Cells	SRX122393|Dendritic_Cells	SRX2897262|ES_cells	SRX2897263|ES_cells	SRX1334844|Hepatocytes	SRX1120752|MEF	SRX1120755|MEF	STRING
Zcwpw1	148.444444	0	0	0	0	221	283	832	0	0	0
Mepce	148.444444	0	0	0	0	221	283	832	0	0	0
Lbr	147.888889	0	0	0	0	637	353	341	0	0	0
Cisd2	147.444444	0	0	0	0	808	519	0	0	0	0
Slc12a2	147.222222	0	0	0	0	745	329	251	0	0	0
Khsrp	147.222222	0	0	0	0	689	293	343	0	0	0
Urb2	147.111111	0	0	0	0	882	442	0	0	0	0
Taf5l	147.111111	0	0	0	0	882	442	0	0	0	0
Aebp2	147.111111	0	0	0	0	840	356	128	0	0	0
Gtf3c6	145.666667	0	0	0	0	366	315	630	0	0	0
Ubald2	145.444444	0	0	0	0	724	439	146	0	0	0
Mbd3	145.444444	0	0	0	0	756	553	0	0	0	0
Zmynd19	145.333333	0	0	0	0	694	356	258	0	0	0
Rela	145.333333	0	0	0	0	736	572	0	0	0	0
Colgalt1	144.888889	0	0	0	0	842	344	118	0	0	0
Eif4g1	144.111111	0	0	0	0	744	368	185	0	0	0
Arglu1	143.888889	0	0	0	0	946	349	0	0	0	0
Csnk1g2	143.777778	0	0	0	0	654	439	201	0	0	0
Rcc2	143.555556	0	0	0	0	810	392	90	0	0	0
Ei24	143.222222	0	0	0	0	798	326	165	0	0	0
Smad7	142.777778	0	0	0	0	582	560	143	0	0	0
Piezo1	142.777778	0	0	0	0	846	439	0	0	0	0
Kif2c	142.555556	0	0	0	0	0	0	1283	0	0	0
Znrf1	142.444444	0	0	0	0	766	516	0	0	0	0
Slc35e1	142.111111	0	0	0	0	761	378	140	0	0	0
Zfp217	141.888889	0	0	0	0	857	420	0	0	0	0
Adipor2	141.444444	0	0	0	0	881	392	0	0	0	0
Wwp2	141.111111	0	0	0	0	632	307	331	0	0	0
Zfand2a	140.888889	0	0	0	0	0	0	1019	249	0	0
E2f1	140.666667	0	0	0	0	816	450	0	0	0	0
Foxp1	140.555556	0	0	0	0	1057	208	0	0	0	0
Akirin2	140.444444	0	0	0	0	324	204	736	0	0	0
Pars2	140.222222	0	0	0	0	0	0	1262	0	0	0
Nt5c2	140.222222	0	0	0	0	764	498	0	0	0	0
Sp1	140.111111	0	0	0	0	417	211	633	0	0	0
Eif4e2	140.111111	0	0	0	0	778	483	0	0	0	0
Etaa1	139.888889	0	0	0	0	482	285	492	0	0	0
Grk6	139.222222	0	0	0	0	712	541	0	0	0	0
Pcbp2	139.111111	0	0	0	0	780	472	0	0	0	0
Hjurp	138.777778	0	0	0	166	0	0	1083	0	0	0
Cd44	138.777778	0	0	0	0	0	0	1249	0	0	0
B3gnt2	138.777778	0	0	0	0	730	519	0	0	0	0
A730008H23Rik	138.777778	0	0	0	166	0	0	1083	0	0	0
Map4k1	138.555556	0	0	0	0	0	0	1247	0	0	0
Eif3k	138.555556	0	0	0	0	0	0	1247	0	0	0
Pkd2	138.444444	0	0	0	0	581	665	0	0	0	0
Fbxo30	138.444444	0	0	0	0	655	591	0	0	0	0
Mamstr	138.333333	0	0	0	0	0	0	1245	0	0	0
Zfp292	138.000000	0	0	0	0	740	502	0	0	0	0
Spef1	137.888889	0	0	0	0	780	461	0	0	0	0
Cenpb	137.888889	0	0	0	0	780	461	0	0	0	0
Ptp4a2	137.666667	0	0	0	0	756	483	0	0	0	0
Drap1	137.666667	0	0	0	0	691	548	0	0	0	0
AI837181	137.666667	0	0	0	0	691	548	0	0	0	0
Zfp280d	137.555556	0	0	0	0	662	278	298	0	0	0
Rnf165	137.555556	0	0	0	0	820	418	0	0	0	0
Pmpca	137.444444	0	0	0	0	806	431	0	0	0	0
Entr1	137.444444	0	0	0	0	806	431	0	0	0	0
Wsb2	137.333333	0	0	0	0	725	511	0	0	0	0
Rnf220	137.333333	0	0	0	0	850	386	0	0	0	0
Mbtps1	137.333333	0	0	0	0	772	464	0	0	0	0
Zfp91	137.222222	0	0	0	0	544	380	311	0	0	0
Nup85	137.222222	0	0	0	0	0	0	1064	171	0	0
Lpxn	137.222222	0	0	0	0	544	380	311	0	0	0
Gm3325	136.777778	0	0	0	0	0	0	994	237	0	0
Ywhaq	136.666667	0	0	0	0	657	573	0	0	0	0
Dot1l	136.666667	0	0	0	0	322	220	688	0	0	0
Topbp1	136.555556	0	0	0	0	695	534	0	0	0	424
Peli2	136.555556	0	0	0	0	223	0	1006	0	0	0
Carnmt1	136.333333	0	0	0	0	806	421	0	0	0	0
Zfp512b	136.111111	0	0	0	0	836	389	0	0	0	0
Purb	135.555556	0	0	0	0	837	383	0	0	0	0
Oasl1	135.555556	397	0	459	195	0	0	169	0	0	0
Klf10	135.555556	0	0	0	0	514	357	201	148	0	0
H3c4	135.555556	0	0	0	0	438	312	470	0	0	0
H2bc8	135.555556	0	0	0	0	438	312	470	0	0	0
H2bc7	135.555556	0	0	0	0	438	312	470	0	0	0
H2ac8	135.555556	0	0	0	0	438	312	470	0	0	0
H2ac7	135.555556	0	0	0	0	438	312	470	0	0	0
Septin11	135.444444	0	0	0	0	853	366	0	0	0	0
Gsr	135.444444	0	0	0	0	907	312	0	0	0	0
Fbxl14	135.444444	0	0	0	0	934	285	0	0	0	0
Plekha1	135.111111	0	0	0	0	375	206	635	0	0	0
Pbk	135.111111	0	0	0	0	0	0	957	259	0	0
Btaf1	135.111111	0	0	0	0	764	452	0	0	0	0
Tbc1d10b	134.888889	0	0	0	0	755	289	170	0	0	0
Mylpf	134.888889	0	0	0	0	755	289	170	0	0	0
Fkbp2	134.888889	0	0	0	0	618	313	283	0	0	0
Brd4	134.777778	0	0	0	0	748	465	0	0	0	0
Lrrc8d	134.555556	0	0	0	0	795	416	0	0	0	0
Ppp1r9a	134.333333	0	0	0	0	781	428	0	0	0	0
Nrf1	134.222222	0	0	0	0	779	429	0	0	0	0
Ercc6l	134.111111	0	0	0	0	0	0	1035	172	0	0
Hmgxb4	133.888889	0	0	0	0	495	403	307	0	0	0
Marchf6	133.777778	0	0	0	0	784	420	0	0	0	0
Lsm14a	133.777778	0	0	0	0	796	408	0	0	0	0
Raph1	133.666667	0	0	0	0	753	450	0	0	0	0
Pigl	133.666667	0	0	0	0	701	502	0	0	0	0
Ncor1	133.666667	0	0	0	0	701	502	0	0	0	0
Gmeb1	133.222222	0	0	0	0	806	393	0	0	0	0
Paxip1	133.111111	0	0	0	0	666	326	206	0	0	0
Mcm9	133.000000	0	0	0	0	305	204	688	0	0	0
Trim7	132.888889	0	0	0	0	696	361	139	0	0	0
Galnt1	132.777778	0	0	0	0	853	342	0	0	0	0
Zfp934	132.555556	0	0	0	0	0	0	958	235	0	0
Aspscr1	132.333333	0	0	0	0	713	478	0	0	0	0
Vars	132.222222	0	0	0	0	246	321	623	0	0	0
D17H6S56E-5	132.222222	0	0	0	0	246	321	623	0	0	0
Il17d	131.777778	0	0	0	0	776	410	0	0	0	0
Atxn7l3	131.666667	0	0	0	0	748	437	0	0	0	0
Zfp808	131.555556	0	0	0	0	0	0	991	193	0	0
Alyref2	131.444444	0	0	0	0	192	300	691	0	0	0
Syncrip	131.222222	0	0	0	0	583	598	0	0	0	0
Pank3	131.222222	0	0	0	0	534	275	372	0	0	0
U2af1	130.444444	0	0	0	0	440	259	288	187	0	0
Pou3f1	130.444444	0	0	0	0	848	326	0	0	0	0
Foxk1	130.333333	0	0	0	0	634	282	257	0	0	0
Fkbp5	130.333333	0	0	0	0	712	461	0	0	0	0
Ythdf1	130.222222	0	0	0	0	779	393	0	0	0	0
H3c7	129.888889	0	0	0	0	645	524	0	0	0	0
H2bc9	129.888889	0	0	0	0	645	524	0	0	0	0
Zar1l	129.777778	0	0	0	0	175	0	633	360	0	0
Ift27	129.777778	0	0	0	0	0	0	1168	0	0	0
Brca2	129.777778	0	0	0	0	175	0	633	360	0	0
Nolc1	129.444444	0	0	0	0	0	0	1002	163	0	0
Akap7	129.444444	0	0	0	0	581	326	258	0	0	0
Eif5a	129.333333	0	0	0	0	800	364	0	0	0	0
Jade1	129.111111	0	0	0	0	601	561	0	0	0	0
Ado	129.000000	0	0	0	0	604	289	268	0	0	0
Smim19	128.888889	0	0	0	0	818	342	0	0	0	0
Slc20a2	128.888889	0	0	0	0	818	342	0	0	0	0
Ppp2cb	128.888889	0	0	0	0	834	326	0	0	0	0
Yrdc	128.777778	0	0	0	0	725	434	0	0	0	0
1110065P20Rik	128.777778	0	0	0	0	725	434	0	0	0	0
Kmt5a	128.555556	0	0	0	0	592	257	308	0	0	0
Zfp639	128.333333	0	0	0	0	622	407	126	0	0	0
Tada2a	128.333333	0	0	0	0	833	322	0	0	0	0
Bod1	128.111111	0	0	0	0	293	146	714	0	0	0
Ltbp4	127.777778	0	0	0	0	558	592	0	0	0	0
Kpna3	127.555556	0	0	0	0	315	124	455	254	0	0
Sars2	127.444444	0	0	0	0	0	0	1147	0	0	0
Mrps12	127.444444	0	0	0	0	0	0	1147	0	0	0
Spc25	127.222222	0	0	0	0	0	0	1145	0	0	0
G6pc2	127.222222	0	0	0	0	0	0	1145	0	0	0
Tm7sf3	127.111111	0	0	0	0	906	238	0	0	0	0
Nudt4	127.111111	0	0	0	0	664	480	0	0	0	0
Mmaa	127.111111	0	0	0	0	587	420	137	0	0	0
Ccnf	127.111111	0	0	0	0	0	0	963	181	0	0
Cstf2t	126.777778	0	0	0	0	0	0	1141	0	0	0
Mafg	126.666667	0	0	0	0	719	421	0	0	0	0
Zfp518b	126.555556	0	0	0	0	553	586	0	0	0	0
Ube2q1	126.555556	0	0	0	0	856	283	0	0	0	0
Slc25a39	126.555556	0	0	0	0	639	383	117	0	0	0
Trmt2a	126.444444	0	0	0	0	276	110	645	107	0	0
Rdm1	126.444444	0	0	0	0	261	0	877	0	0	0
Ranbp1	126.444444	0	0	0	0	276	110	645	107	0	0
Haus4	126.333333	0	0	0	0	125	0	1012	0	0	0
Rpl3	126.222222	0	0	0	0	109	0	1027	0	0	0
Sfi1	126.111111	0	0	0	0	637	228	270	0	0	0
Eif4enif1	126.111111	0	0	0	0	637	228	270	0	0	0
Sephs1	126.000000	0	0	0	0	682	452	0	0	0	0
Npepps	126.000000	0	0	0	0	881	253	0	0	0	0
Fbxo42	126.000000	0	0	0	0	443	230	461	0	0	0
A430005L14Rik	125.888889	0	0	0	0	428	220	485	0	0	0
Pcmt1	125.777778	0	0	0	0	447	323	362	0	0	0
Iqank1	125.777778	0	0	0	0	687	445	0	0	0	0
Fam83h	125.777778	0	0	0	0	687	445	0	0	0	0
Trmt1	125.444444	0	0	0	0	760	369	0	0	0	0
Nacc1	125.444444	0	0	0	0	760	369	0	0	0	0
Kbtbd8	125.444444	0	0	0	0	311	127	691	0	0	0
Agps	125.333333	0	0	0	0	735	393	0	0	0	0
Kbtbd6	125.222222	0	0	0	0	0	0	1127	0	0	0
Ssbp3	125.111111	0	0	0	0	615	334	177	0	0	0
H4bc24	125.111111	0	0	0	0	555	222	349	0	0	0
H2bc23	125.111111	0	0	0	0	555	222	349	0	0	0
H2ac24	125.111111	0	0	0	0	555	222	349	0	0	0
H2ac23	125.111111	0	0	0	0	555	222	349	0	0	0
Ybx1	125.000000	0	0	0	0	740	385	0	0	0	0
Gas2	125.000000	0	0	0	0	519	383	223	0	0	0
Fancf	125.000000	0	0	0	0	519	383	223	0	0	0
Ccnl1	124.888889	0	0	0	0	695	429	0	0	0	0
Pank2	124.666667	0	0	0	0	576	387	159	0	0	0
H4c18	124.666667	0	0	0	0	551	222	349	0	0	0
Zwilch	124.555556	0	0	0	0	0	0	1121	0	0	0
Rpl4	124.555556	0	0	0	0	0	0	1121	0	0	0
Neil3	124.555556	0	0	0	231	0	0	700	190	0	0
Fkbp4	124.555556	0	0	0	0	728	393	0	0	0	0
Cntrl	124.444444	0	0	0	0	0	0	895	225	0	0
Fignl1	124.333333	0	0	0	0	0	0	719	400	0	0
Reep3	123.777778	0	0	0	0	810	304	0	0	0	0
Zbtb25	123.222222	0	0	0	0	763	346	0	0	0	0
Zbtb1	123.222222	0	0	0	0	763	346	0	0	0	0
Spindoc	123.111111	0	0	0	0	586	522	0	0	0	0
Gls	122.888889	0	0	0	0	642	464	0	0	0	0
Rock2	122.666667	0	0	0	0	719	385	0	0	0	0
Myl12a	122.666667	0	0	0	0	673	431	0	0	0	0
Ddi2	122.555556	0	0	0	0	664	439	0	0	0	0
Tmeff1	122.444444	0	0	0	0	732	370	0	0	0	0
Pomgnt1	122.444444	0	0	0	0	691	411	0	0	0	0
Atxn2	122.444444	0	0	0	0	686	416	0	0	0	0
Ddx3x	122.111111	0	0	0	0	622	477	0	0	0	0
Tpst1	122.000000	0	0	0	0	772	326	0	0	0	0
Setd6	121.888889	0	0	0	0	656	441	0	0	0	0
D16Ertd472e	121.777778	0	0	0	0	629	467	0	0	0	0
Fbxl5	121.666667	0	0	0	0	674	421	0	0	0	0
Cd2bp2	121.666667	0	0	0	0	0	0	1095	0	0	0
Neto2	121.333333	0	0	0	0	709	383	0	0	0	0
Slc26a8	121.222222	0	0	0	0	455	392	244	0	0	0
Nedd4	121.222222	0	0	0	0	706	385	0	0	0	0
Mapk14	121.222222	0	0	0	0	455	392	244	0	0	0
Kxd1	121.222222	0	0	0	0	437	300	354	0	0	0
Irf2bp2	121.222222	0	0	0	0	735	356	0	0	0	0
Fkbp8	121.222222	0	0	0	0	437	300	354	0	0	0
Zfp383	121.111111	0	0	0	0	0	0	1090	0	0	0
Zfp27	121.111111	0	0	0	0	0	0	1090	0	0	0
Set	120.777778	0	0	0	0	522	565	0	0	0	0
Zfp219	120.555556	0	0	0	0	573	306	206	0	0	0
Tmem253	120.555556	0	0	0	0	573	306	206	0	0	0
Sart3	120.555556	0	0	0	0	282	253	550	0	0	0
Iscu	120.555556	0	0	0	0	282	253	550	0	0	0
Spin1	120.333333	0	0	0	0	595	350	138	0	0	0
Plxna1	120.222222	0	0	0	0	824	258	0	0	0	0
Prim1	119.888889	0	0	0	0	0	0	1079	0	0	0
Cdc73	119.666667	0	0	0	0	594	483	0	0	0	0
Siah1a	119.555556	0	0	0	0	656	420	0	0	0	0
Nbr1	119.444444	0	0	0	0	0	0	1075	0	0	0
Brca1	119.444444	0	0	0	0	0	0	1075	0	0	0
Itga6	119.333333	0	0	0	0	662	412	0	0	0	0
Cyrib	119.222222	0	0	0	0	645	428	0	0	0	0
Cic	119.222222	0	0	0	0	428	346	299	0	0	0
Senp2	119.000000	0	0	0	0	406	223	442	0	0	0
Pip4p1	119.000000	0	0	0	0	501	313	257	0	0	0
Nnt	119.000000	0	0	0	0	0	0	1071	0	0	0
Exosc2	119.000000	0	0	0	0	0	0	950	121	0	0
Tnf	118.777778	0	280	342	447	0	0	0	0	0	0
Mapkapk5	118.777778	0	0	0	0	603	466	0	0	0	0
Lta	118.777778	0	280	342	447	0	0	0	0	0	0
Mxd3	118.555556	0	0	0	0	159	0	677	231	0	0
Otud4	118.444444	0	0	0	0	482	290	294	0	0	0
Nup153	118.444444	0	0	0	0	590	165	311	0	0	0
Ptp4a3	118.333333	0	0	0	0	839	226	0	0	0	0
Ckap5	118.111111	0	0	0	0	266	215	582	0	0	0
Mia2	118.000000	0	0	0	0	655	407	0	0	0	0
Hspa8	118.000000	0	0	0	0	200	177	404	281	0	0
Cmss1	118.000000	0	0	0	0	0	0	1062	0	0	0
Rtn4	117.666667	0	0	0	0	565	388	106	0	0	0
Gan	117.666667	0	0	0	0	450	263	346	0	0	0
Atp1b3	117.555556	0	0	0	0	586	472	0	0	0	0
Tomm20	117.444444	0	0	0	0	640	417	0	0	0	0
Plcb4	117.444444	0	0	0	0	650	407	0	0	0	0
Jarid2	117.444444	0	0	0	0	684	373	0	0	0	0
Anapc15	117.444444	0	0	0	0	0	0	1057	0	0	0
Ubqln4	117.222222	0	0	0	0	477	322	256	0	0	0
Lamtor2	117.222222	0	0	0	0	477	322	256	0	0	0
Paip2b	117.111111	0	0	0	0	548	282	224	0	0	0
Hnrnpul1	117.111111	0	0	0	0	0	0	928	126	0	0
Braf	116.777778	0	0	0	0	765	286	0	0	0	0
Zfp689	116.666667	0	0	0	0	0	0	1050	0	0	0
Fzd5	116.666667	0	0	0	0	346	562	142	0	0	0
Slc25a15	116.333333	0	0	0	0	732	315	0	0	0	0
Zfp827	115.777778	0	0	0	0	597	445	0	0	0	0
Plk3	115.777778	0	0	0	0	672	370	0	0	0	0
Pagr1a	115.777778	0	0	0	0	0	0	1042	0	0	0
Mvp	115.777778	0	0	0	0	0	0	1042	0	0	0
Pgp	115.666667	0	0	0	0	457	270	314	0	0	0
Bricd5	115.666667	0	0	0	0	457	270	314	0	0	0
Samd1	115.555556	0	0	0	0	467	573	0	0	0	0
Rrm1	115.555556	0	0	0	0	0	0	946	94	0	0
Iws1	115.555556	0	0	0	0	0	0	1040	0	0	0
1700067K01Rik	115.555556	0	0	0	0	467	573	0	0	0	0
Tmem258	115.444444	0	0	0	0	0	0	1039	0	0	0
Rplp2	115.444444	0	0	0	0	0	0	1039	0	0	0
Pidd1	115.444444	0	0	0	0	0	0	1039	0	0	0
Patz1	115.444444	0	0	0	0	475	379	185	0	0	0
Fen1	115.444444	0	0	0	0	0	0	1039	0	0	0
Ubl3	115.111111	0	0	0	0	765	271	0	0	0	0
Sp3	115.111111	0	0	0	0	663	373	0	0	0	0
Eri1	115.111111	0	0	0	0	494	0	542	0	0	0
Fam120a	114.888889	0	0	0	0	692	342	0	0	0	0
Fam160b2	114.777778	0	0	0	0	388	645	0	0	0	0
Fam117a	114.444444	0	0	0	0	570	460	0	0	0	0
Sh3gl1	114.333333	0	0	0	0	476	278	275	0	0	0
Marchf7	114.333333	0	0	0	0	657	372	0	0	0	0
Chaf1a	114.333333	0	0	0	0	476	278	275	0	0	0
Fam76b	114.222222	0	0	0	0	0	0	1028	0	0	0
Elof1	114.222222	0	0	0	0	0	0	1028	0	0	0
Cep57	114.222222	0	0	0	0	0	0	1028	0	0	0
Ranbp9	114.111111	0	0	0	0	617	410	0	0	0	0
Ing5	114.111111	0	0	0	0	471	313	243	0	0	0
H4c17	114.111111	0	0	0	0	555	217	255	0	0	0
Dtymk	114.111111	0	0	0	0	471	313	243	0	0	0
Rpl17	114.000000	0	0	0	0	551	299	176	0	0	0
Plekhf2	114.000000	0	0	0	0	611	415	0	0	0	0
Atmin	114.000000	0	0	0	0	625	401	0	0	0	0
Fxr2	113.888889	0	0	0	0	688	337	0	0	0	0
Tacc1	113.777778	0	0	0	0	668	356	0	0	0	0
Nap1l4	113.777778	0	0	0	0	483	337	204	0	0	0
Fbxl20	113.666667	0	0	0	0	682	125	216	0	0	0
Toe1	113.555556	0	0	0	0	0	0	823	199	0	0
Mutyh	113.555556	0	0	0	0	0	0	823	199	0	0
Lrrc58	113.555556	0	0	0	0	658	364	0	0	0	0
Bend3	113.444444	0	0	0	0	753	268	0	0	0	0
Sppl3	113.222222	0	0	0	0	570	362	87	0	0	0
Map2k2	112.777778	0	0	0	0	618	397	0	0	0	0
Bod1l	112.777778	0	0	0	0	165	208	642	0	0	0
Ctcf	112.666667	0	0	0	0	609	405	0	0	0	0
Actb	112.666667	0	107	162	83	293	276	93	0	0	0
Lsm6	112.555556	0	0	0	0	391	348	274	0	0	0
Camsap1	112.222222	0	0	0	0	701	309	0	0	0	0
Zfp341	112.111111	0	0	0	0	610	399	0	0	0	0
Serbp1	111.888889	0	0	0	0	280	0	461	266	0	0
Rfx1	111.888889	0	0	0	0	379	282	346	0	0	0
Rabggtb	111.888889	0	0	0	0	543	464	0	0	0	0
Med9	111.666667	0	0	0	0	0	0	780	225	0	0
Cmip	111.666667	0	0	0	0	522	483	0	0	0	0
Zfp746	111.555556	0	0	0	0	634	370	0	0	0	0
Zfp24	111.555556	0	0	0	0	607	397	0	0	0	0
Rad21	111.555556	0	0	0	0	402	216	386	0	0	0
Leprotl1	111.555556	0	0	0	0	784	220	0	0	0	0
Pdik1l	111.444444	0	0	0	0	568	435	0	0	0	0
Tdp1	111.333333	0	0	0	0	382	293	327	0	0	0
Efcab11	111.333333	0	0	0	0	382	293	327	0	0	0
Wnk1	111.222222	0	0	0	0	471	0	530	0	0	0
Tapt1	111.222222	0	0	0	0	612	389	0	0	0	0
Rad54b	111.222222	0	0	0	0	231	184	586	0	0	0
Wbp4	111.111111	0	0	0	104	500	396	0	0	0	0
Plk1	111.111111	0	0	0	0	0	0	1000	0	0	0
Mapk7	111.111111	0	0	0	0	0	0	1000	0	0	0
Gjc1	111.111111	0	0	0	0	642	358	0	0	0	0
Elf1	111.111111	0	0	0	104	500	396	0	0	0	0
Slbp	111.000000	0	0	0	0	0	0	759	240	0	0
Pvr	111.000000	0	0	0	0	205	0	794	0	0	0
Elob	111.000000	0	0	0	0	701	298	0	0	0	0
Coro1c	110.888889	0	0	0	0	664	334	0	0	0	0
Actn4	110.777778	0	0	0	0	327	229	441	0	0	0
Ubtf	110.666667	0	0	0	0	451	337	208	0	0	0
Rassf3	110.666667	0	0	0	0	426	206	364	0	0	0
Nsf	110.555556	0	0	0	0	603	392	0	0	0	0
Wdr78	110.444444	0	0	0	0	532	255	207	0	0	0
Mier1	110.444444	0	0	0	0	532	255	207	0	0	0
Katnb1	110.444444	0	0	0	0	0	0	994	0	0	0
Arid2	110.222222	0	0	0	0	755	237	0	0	0	0
Tmem131l	109.888889	0	0	0	0	707	282	0	0	0	0
Nudt3	109.888889	0	0	0	0	646	343	0	0	0	0
Wdr1	109.777778	0	0	0	0	381	488	119	0	0	0
Rpa2	109.777778	0	0	0	0	0	0	988	0	0	0
Ran	109.777778	0	0	0	0	652	336	0	0	0	0
Ehmt1	109.777778	0	0	0	0	656	332	0	0	0	0
Tmem120b	109.666667	0	0	0	0	490	356	141	0	0	0
Zbtb2	109.555556	0	0	0	0	443	272	271	0	0	0
Zbtb8a	109.111111	0	0	0	0	644	338	0	0	0	0
Usp5	109.111111	0	0	0	0	0	0	982	0	0	0
Cdca3	109.111111	0	0	0	0	0	0	982	0	0	0
Arhgdia	109.111111	0	0	0	0	647	335	0	0	0	0
Usp34	109.000000	0	0	0	0	514	467	0	0	0	0
Rps6ka2	108.888889	0	0	0	0	680	300	0	0	0	0
Rarg	108.888889	0	0	0	0	533	447	0	0	0	0
Zfp111	108.666667	0	0	0	0	0	0	978	0	0	0
Polg	108.555556	0	0	0	0	451	242	284	0	0	0
Strn3	108.444444	0	0	0	0	599	377	0	0	0	0
Ap4s1	108.444444	0	0	0	0	599	377	0	0	0	0
Ssty2	108.111111	0	0	0	0	0	0	973	0	0	0
Gm21242	108.111111	0	0	0	0	0	0	973	0	0	0
Rbfox2	108.000000	0	0	0	0	400	251	189	132	0	0
Lemd1	107.666667	0	0	0	0	656	313	0	0	0	0
Wdr53	107.555556	0	0	0	0	555	309	104	0	0	0
Tra2b	107.555556	0	0	0	0	137	0	611	220	0	0
Fbxo45	107.555556	0	0	0	0	555	309	104	0	0	0
Esco2	107.555556	0	0	0	0	0	0	780	188	0	0
Ccdc25	107.555556	0	0	0	0	0	0	780	188	0	0
Gclc	107.333333	0	0	0	0	709	257	0	0	0	0
Tatdn2	107.222222	0	0	0	0	682	283	0	0	0	0
Slc2a1	107.222222	0	0	0	0	576	389	0	0	0	0
Pofut1	107.222222	0	0	0	0	553	412	0	0	0	0
Plagl2	107.222222	0	0	0	0	553	412	0	0	0	0
Pcif1	107.222222	0	0	0	0	503	345	117	0	0	0
Amd2	107.111111	0	0	0	0	629	335	0	0	0	0
Amd1	107.111111	0	0	0	0	629	335	0	0	0	0
Kctd6	107.000000	0	0	0	0	683	280	0	0	0	0
Skil	106.888889	0	0	0	0	745	217	0	0	0	0
Usp24	106.555556	0	0	0	0	601	358	0	0	0	0
Mb21d2	106.555556	0	0	0	0	576	383	0	0	0	0
Klf5	106.444444	0	0	0	0	325	420	213	0	0	0
Brd1	106.444444	0	0	0	0	616	342	0	0	0	0
Rps6	106.333333	0	0	0	0	536	421	0	0	0	0
Josd1	106.333333	0	0	0	0	190	0	767	0	0	0
Gtpbp1	106.333333	0	0	0	0	190	0	767	0	0	0
Prrc2b	106.222222	0	0	0	0	668	288	0	0	0	0
Tent4b	106.000000	0	0	0	0	488	466	0	0	0	0
Rnf111	106.000000	0	0	0	0	654	300	0	0	0	0
H2bc13	106.000000	0	0	0	0	631	323	0	0	0	0
H2ac13	106.000000	0	0	0	0	631	323	0	0	0	0
Dlgap4	106.000000	0	0	0	0	520	329	105	0	0	0
Tlk1	105.888889	0	0	0	0	636	317	0	0	0	0
Cbx7	105.888889	0	0	0	0	552	401	0	0	0	0
Rap1b	105.666667	0	0	0	0	583	368	0	0	0	0
Tex30	105.555556	0	0	0	0	263	197	490	0	0	0
Vps26b	105.444444	0	0	0	0	0	0	725	224	0	0
Usp48	105.444444	0	0	0	0	630	319	0	0	0	0
Ncapd3	105.444444	0	0	0	0	0	0	725	224	0	0
Adnp	105.444444	0	0	0	0	687	262	0	0	0	0
Abhd17b	105.444444	0	0	0	0	490	459	0	0	0	0
1110059E24Rik	105.444444	0	0	0	0	490	459	0	0	0	0
Pwwp3a	105.333333	0	0	0	0	563	385	0	0	0	0
Angel2	105.333333	0	0	0	0	626	322	0	0	0	0
Snx9	105.222222	0	0	0	0	627	320	0	0	0	0
Phf20	105.222222	0	0	0	0	599	348	0	0	0	0
Ssbp4	105.000000	0	0	0	0	510	435	0	0	0	0
Schip1	104.777778	0	0	0	0	554	389	0	0	0	0
Dusp5	104.777778	0	0	0	0	538	405	0	0	0	0
Ppp1ccb	104.666667	0	0	0	0	297	206	255	184	0	0
Ppp1cc	104.666667	0	0	0	0	297	206	255	184	0	0
Rbpms2	104.555556	0	0	0	0	607	334	0	0	0	0
Naa50	104.555556	0	0	0	0	486	302	153	0	0	0
Atp6v1a	104.555556	0	0	0	0	486	302	153	0	0	0
Zdhhc3	104.444444	0	0	0	0	537	403	0	0	0	0
Zbtb46	104.444444	0	0	0	0	215	0	725	0	0	0
Exosc7	104.444444	0	0	0	0	537	403	0	0	0	0
Srd5a1	104.333333	0	0	0	0	578	289	72	0	0	0
Nsun2	104.333333	0	0	0	0	578	289	72	0	0	0
Mrpl40	104.333333	0	0	0	0	535	203	201	0	0	0
Hira	104.333333	0	0	0	0	535	203	201	0	0	0
E2f8	104.333333	0	0	0	0	304	135	392	108	0	0
E2f5	104.111111	0	0	0	0	578	359	0	0	0	0
Tmem199	104.000000	0	0	0	0	510	426	0	0	0	0
Tfeb	104.000000	0	0	0	0	415	521	0	0	0	0
Poldip2	104.000000	0	0	0	0	510	426	0	0	0	0
Nbeal1	104.000000	0	0	0	0	629	307	0	0	0	0
Bard1	103.777778	0	0	0	0	0	0	934	0	0	0
Pet117	103.666667	0	0	0	0	469	253	211	0	0	0
Kat14	103.666667	0	0	0	0	469	253	211	0	0	0
Eif1ad	103.666667	0	0	0	0	357	281	295	0	0	0
Banf1	103.666667	0	0	0	0	357	281	295	0	0	0
Slc15a4	103.555556	0	0	0	0	501	287	144	0	0	0
Gna12	103.555556	0	0	0	0	486	139	307	0	0	0
Ppp3cb	103.444444	0	0	0	0	565	366	0	0	0	0
Ppp1r14b	103.444444	0	0	0	0	618	313	0	0	0	0
Lifr	103.444444	0	0	0	0	635	296	0	0	0	0
Ep300	103.444444	0	0	0	0	512	419	0	0	0	0
Cdk13	103.444444	0	0	0	0	580	351	0	0	0	0
Hdac4	103.333333	0	0	0	0	491	339	100	0	0	0
Arf6	103.222222	0	0	0	0	519	410	0	0	0	0
1810010H24Rik	103.222222	0	0	0	0	413	98	418	0	0	0
Skp2	103.111111	0	0	0	0	0	0	673	255	0	0
