Target_genes	Irf5|Average	SRX10652558|CD4+_T_cells	SRX3380962|Dendritic_Cells	SRX3380963|Dendritic_Cells	SRX3380964|Dendritic_Cells	STRING
Mpeg1	741.250000	0	1332	1192	441	0
Zfp318	741.000000	0	1486	1478	0	0
Uts2b	740.750000	0	1269	1532	162	0
Stx11	740.750000	0	1293	1364	306	0
Prkab2	739.250000	0	1402	1324	231	0
Syne1	737.250000	0	1544	1405	0	0
Rhoh	736.000000	0	1349	1182	413	0
Gadd45b	735.500000	0	1432	1371	139	0
Tspan2	732.750000	0	1499	1432	0	0
Ifih1	732.500000	0	1184	1434	312	0
Nr3c1	730.250000	0	1265	1281	375	0
Nek6	730.250000	0	1242	1383	296	0
Ap1g1	730.250000	0	1260	1228	433	0
Isy1	728.000000	0	1584	1042	286	0
Fam177a2	728.000000	0	1303	1142	467	0
Fam177a	728.000000	0	1303	1142	467	0
Etv3	727.500000	0	1435	1398	77	0
Glipr1	725.500000	0	1384	1249	269	0
Nckipsd	722.250000	0	1492	1244	153	0
Phf11d	720.250000	0	1366	1396	119	0
Snrnp35	719.000000	0	1216	1326	334	0
Rilpl2	719.000000	0	1216	1326	334	0
Zfp84	718.750000	0	1353	1382	140	0
Usp40	718.250000	0	1410	1342	121	0
Arhgap30	713.500000	0	1102	1362	390	0
Agpat3	711.500000	0	1531	1315	0	0
Tcp10b	711.000000	0	1379	1353	112	0
Dennd4a	705.500000	0	1500	1322	0	0
Bcl2a1a	705.500000	0	1566	1256	0	0
Bcl2a1d	703.750000	0	1445	1254	116	0
Tent2	703.250000	0	1587	874	352	0
Cfap45	702.250000	0	1374	1435	0	0
Mical3	701.000000	0	1155	1649	0	0
Hivep1	700.500000	128	981	1375	318	0
Dot1l	698.500000	0	1233	1339	222	0
Gm4832	698.000000	0	1285	1507	0	0
Unc93b1	697.000000	0	1115	1077	596	0
Myh9	697.000000	0	1031	1269	488	0
Arid5a	692.750000	0	986	1222	563	0
Gtsf1	692.000000	0	1827	941	0	0
Tlr9	691.250000	0	1666	950	149	0
Plpp1	688.750000	0	1208	1374	173	0
Asmt	688.250000	95	849	854	955	0
Inf2	686.500000	0	1229	1383	134	0
Plekha2	686.250000	0	1265	1017	463	0
Tifab	685.500000	0	1296	1127	319	0
Nup133	684.500000	0	892	1016	830	0
Neurl1a	683.500000	0	1555	1179	0	0
Gpr141	683.500000	0	1004	1161	569	0
Pnrc2	680.000000	0	1166	1380	174	0
Bcl2a1b	679.500000	0	1390	1328	0	0
Aoah	678.750000	0	1232	1271	212	0
Wdr36	678.500000	0	1306	1089	319	0
Mon1b	677.000000	0	871	1025	812	0
Dek	676.750000	0	1284	1184	239	0
Grhl3	676.500000	0	1100	1068	538	0
Stx6	676.000000	0	1506	967	231	0
Pgap6	675.750000	0	1325	1139	239	0
Ube2h	673.000000	0	1385	1307	0	0
Ccl4	673.000000	0	1384	1308	0	0
Lyn	671.000000	0	1290	1047	347	0
Olfr111	670.250000	0	1385	1296	0	0
Stim2	668.500000	0	1304	1192	178	0
Dthd1	666.000000	0	1346	1182	136	0
Rabep2	665.500000	0	1139	1523	0	0
Gm7592	663.750000	0	1401	1254	0	0
Ocln	663.500000	0	818	1051	785	0
Rara	662.500000	0	1215	1016	419	0
Syce1l	662.250000	0	1432	1217	0	0
Aebp2	660.000000	158	1081	1165	236	0
N4bp1	658.750000	0	1167	1293	175	0
Dennd5a	658.500000	0	977	1657	0	0
Hfe	658.250000	0	1271	1065	297	0
Zfp119b	657.750000	0	1230	930	471	0
Kcnn1	657.500000	129	905	1099	497	0
Hdac10	656.500000	0	1219	1205	202	0
Mtmr14	655.250000	0	1221	1268	132	0
Tmc5	654.250000	0	1118	1275	224	0
Cd300lf	653.750000	0	1207	980	428	0
Kpna1	652.000000	914	533	472	689	0
Mcpt9	651.750000	0	1497	1110	0	0
Slc14a2	650.500000	0	1360	1242	0	0
Pi4k2a	649.750000	0	1228	1180	191	0
Ifi205	647.750000	0	1321	1182	88	0
Clec4a2	647.500000	0	1465	994	131	0
Supt20	646.750000	0	1889	593	105	0
Ecm1	645.250000	0	1294	1056	231	0
Prr5	643.750000	0	963	1132	480	0
Olfr520	643.000000	0	1347	1225	0	0
Cenpu	643.000000	0	976	1310	286	0
Ccdc86	642.750000	0	1263	1215	93	0
Prss56	640.500000	0	1376	966	220	0
Dennd4b	638.500000	0	1243	1140	171	0
Mbnl1	638.250000	0	1115	1037	401	0
Mybph	637.500000	0	975	1199	376	0
Adh5	636.750000	0	901	1030	616	0
Grk3	634.500000	0	1236	1213	89	0
Ppp1r10	633.250000	0	1108	1123	302	0
Sppl2a	632.750000	0	1003	1311	217	0
Myo1g	628.750000	0	1348	1167	0	0
Hmgcl	628.750000	0	1296	1219	0	0
Snx32	627.500000	0	1421	999	90	0
Enthd1	625.000000	0	1190	1187	123	0
Rps27l	624.750000	0	1007	1238	254	0
Trim12a	622.000000	0	1203	1285	0	0
Nup160	621.500000	0	1417	952	117	0
Armc5	620.750000	0	1243	1084	156	0
9130023H24Rik	620.750000	0	1243	1084	156	0
Cd83	620.500000	0	1271	1211	0	0
Il27	619.000000	0	1257	1219	0	0
Reep3	618.500000	0	1316	1158	0	0
Ubald2	616.750000	0	1267	1200	0	0
Grap2	616.750000	0	1133	1154	180	0
Dpysl2	616.750000	0	1182	996	289	0
Nxpe5	614.000000	0	1110	1167	179	0
Plau	612.500000	0	984	1466	0	0
Cdk11b	612.250000	0	814	959	676	0
E2f3	610.750000	0	1314	943	186	0
Rab43	610.000000	0	1317	1123	0	0
Ccnd3	609.250000	0	1182	1085	170	0
1810020O05Rik	608.250000	0	1266	1167	0	0
Olfr432	608.000000	0	1208	1123	101	0
Cst3	608.000000	0	1109	1159	164	0
Ap3m2	607.500000	0	862	1011	557	0
Tyk2	606.750000	0	1288	1139	0	0
Rmi2	606.750000	0	1000	1223	204	0
Smim40	605.750000	0	981	1290	152	0
Daxx	605.750000	0	981	1290	152	0
Gpsm2	603.000000	0	1187	1076	149	0
Zfp91	602.500000	0	1037	1189	184	0
Lpxn	602.500000	0	1037	1189	184	0
Traf1	602.000000	0	1048	1216	144	0
Kctd2	602.000000	0	1216	1192	0	0
C1qc	602.000000	0	1367	1041	0	0
Atp5h	602.000000	0	1216	1192	0	0
Il1r2	601.750000	0	1104	1052	251	0
BC028528	600.500000	0	1133	1156	113	0
Aph1a	600.500000	0	1133	1156	113	0
Tlr13	599.750000	0	1108	1206	85	0
Slc4a4	599.500000	0	932	939	527	0
Slc15a3	599.000000	0	948	1094	354	0
Psen2	598.750000	0	1177	972	246	0
Pfkfb3	595.750000	0	1289	956	138	0
Spint1	594.500000	0	1234	1062	82	0
Nup98	593.500000	0	1000	1207	167	0
B020031M17Rik	593.500000	0	1070	1173	131	0
Gpr152	593.250000	0	1280	958	135	0
Cabp4	593.250000	0	1280	958	135	0
Otulin	593.000000	0	1695	677	0	0
Ndst1	593.000000	0	833	1109	430	0
Zbtb39	592.750000	0	1005	1260	106	0
Fubp1	591.750000	0	627	737	1003	0
Dnajb4	591.750000	0	627	737	1003	0
Tm4sf19	591.000000	0	1185	1056	123	0
Tmem251	590.000000	0	1108	1040	212	0
Moap1	590.000000	0	1108	1040	212	0
Bank1	589.000000	0	876	798	682	0
Ccdc50	588.500000	0	1191	961	202	0
Wdr1	588.250000	0	1276	1077	0	0
Khsrp	587.500000	0	1052	1298	0	0
Sucnr1	587.250000	0	970	1162	217	0
Polb	586.000000	0	1111	1090	143	0
Gns	585.750000	0	1038	1086	219	0
Ctla2b	585.750000	0	1135	1076	132	0
Cxcl10	585.500000	0	1044	1180	118	0
Aim2	585.250000	0	1230	1111	0	0
Lsm6	584.250000	0	757	685	895	0
Sema4d	583.500000	0	1058	1079	197	0
Nr2c2ap	581.750000	0	1307	926	94	0
Fmnl2	581.500000	0	1214	1112	0	0
Trim35	581.000000	0	1218	908	198	0
Lgi4	578.750000	0	1143	989	183	0
Fxyd1	578.750000	0	1143	989	183	0
Clec12a	578.000000	0	1290	892	130	0
Zmynd15	577.500000	0	1043	1146	121	0
Slc36a3	577.000000	0	1139	1035	134	0
Hck	576.250000	0	970	1167	168	0
Sp110	575.500000	0	1039	915	348	0
Fnbp1	575.000000	0	1084	1004	212	0
Phlda1	574.500000	0	1039	1154	105	0
Ripk2	573.500000	0	1308	862	124	0
Glt28d2	573.500000	0	1147	857	290	0
Arhgap27	569.750000	0	1067	1212	0	0
Zfp366	569.250000	0	1074	911	292	0
Rheb	569.250000	102	954	886	335	0
Cetn4	568.750000	0	1139	997	139	0
Bbs12	568.750000	0	1139	997	139	0
Sqstm1	567.750000	0	1107	1019	145	0
Nfkbie	567.500000	0	1138	1132	0	0
Ell3	567.500000	0	971	1148	151	0
Mef2c	567.250000	0	883	1041	345	0
Olfr460	567.000000	0	1148	1002	118	0
Fcho2	564.750000	0	688	727	844	0
Atf6	564.750000	0	1254	832	173	0
Ublcp1	564.000000	0	976	768	512	0
C3ar1	563.250000	0	1138	931	184	0
Prcp	563.000000	0	1198	877	177	0
Ddias	563.000000	0	1198	877	177	0
Ubxn11	561.000000	0	1145	881	218	0
Cd52	561.000000	0	1145	881	218	0
H4c2	559.250000	0	969	919	349	0
H4c1	559.250000	0	969	919	349	0
H3c1	559.250000	0	969	919	349	0
H1f1	559.250000	0	969	919	349	0
Btbd19	559.250000	0	930	999	308	0
Popdc2	557.750000	0	1091	1140	0	0
Rab7b	556.500000	0	1035	920	271	0
Il31ra	555.500000	1309	278	181	454	0
Casp6	555.250000	0	1217	908	96	0
Smim19	555.000000	0	938	1167	115	0
Slc20a2	555.000000	0	938	1167	115	0
Gpr19	553.750000	0	870	1213	132	0
Batf2	553.750000	0	877	1067	271	0
Spag9	552.500000	91	1096	1023	0	0
Coro1b	552.250000	0	1247	827	135	0
Ido1	548.000000	0	914	1125	153	0
Arhgap26	546.500000	0	1133	870	183	0
Plekhf2	546.250000	0	1235	950	0	0
Mlxip	545.750000	0	925	1042	216	0
Efhd2	544.500000	0	975	947	256	0
P2ry10	543.500000	0	1061	1113	0	0
Zfp660	542.500000	0	1239	931	0	0
Miox	541.500000	0	1140	1026	0	0
Lacc1	541.500000	0	1157	1009	0	0
Ccdc122	541.500000	0	1157	1009	0	0
Prkrip1	540.750000	192	888	867	216	0
Ctnnd1	540.500000	0	1195	967	0	0
Cdc42bpb	540.500000	0	602	734	826	0
Btbd18	540.500000	0	1195	967	0	0
Ebi3	540.000000	0	1230	930	0	0
Lbr	539.750000	0	988	917	254	0
Epb41l5	539.500000	0	739	710	709	0
Mtbp	538.500000	0	730	836	588	0
Mrpl13	538.500000	0	730	836	588	0
Zbtb22	537.000000	0	1022	1006	120	0
Tapbp	537.000000	0	1022	1006	120	0
Sipa1l1	536.500000	0	1002	984	160	0
Atp2a2	536.500000	0	822	984	340	0
Nfkb1	534.250000	0	1005	1004	128	0
Cfap126	534.250000	0	943	936	258	0
Fgr	534.000000	0	1181	955	0	0
Igsf9	533.000000	0	960	932	240	0
H2-DMb2	532.250000	0	871	1001	257	0
Olfr110	532.000000	0	1195	933	0	0
Slc26a8	531.750000	0	915	993	219	0
Mapk14	531.750000	0	915	993	219	0
Btla	531.750000	0	872	1127	128	0
Klk1b11	530.750000	0	1059	1064	0	0
Apon	530.000000	0	1033	1087	0	0
Frmd4b	529.750000	0	1005	964	150	0
Zswim7	528.750000	0	1057	950	108	0
Ttc19	528.750000	0	1057	950	108	0
Golga7b	528.750000	0	1177	938	0	0
Apba1	528.750000	0	924	989	202	0
Synpo	526.250000	0	1152	953	0	0
Gm3448	526.250000	0	898	819	388	0
Gm3417	526.250000	0	898	819	388	0
Rin3	525.250000	0	803	1190	108	0
Notch4	525.250000	0	967	908	226	0
Marchf1	524.750000	0	1006	908	185	0
Ece1	524.750000	0	915	1116	68	0
Dmwd	524.750000	0	812	851	436	0
Bicdl2	523.500000	0	820	1274	0	0
Napsa	523.250000	0	1061	1032	0	0
Ttc7	522.750000	0	822	1083	186	0
Ago3	522.500000	0	979	930	181	0
Picalm	521.500000	0	1141	945	0	0
Gcm1	520.750000	0	1058	1025	0	0
Slc38a1	520.000000	0	1420	264	396	0
Kctd17	520.000000	0	793	1084	203	0
Inpp5b	519.500000	0	1540	538	0	0
Dnaja2	519.500000	0	898	1180	0	0
Zeb2	519.250000	0	973	950	154	0
Pmaip1	518.750000	0	766	1107	202	0
Etv6	518.750000	0	801	949	325	0
Pigr	517.750000	0	930	924	217	0
Vamp5	517.000000	0	1314	754	0	0
Sesn2	516.250000	0	1274	647	144	0
Dyrk3	516.000000	0	998	952	114	0
Slc35c2	515.500000	0	869	950	243	0
Trim7	515.000000	0	769	1063	228	0
Tmem266	513.500000	0	922	1132	0	0
Tcte3	513.500000	0	847	819	388	0
Gm3435	513.500000	0	847	819	388	0
Tes	512.500000	0	1245	680	125	0
Olfr872	512.500000	0	1139	911	0	0
Nol7	511.250000	0	867	797	381	0
Zfp456	510.000000	0	940	1100	0	0
Uvrag	509.500000	0	869	1063	106	0
Tnfrsf14	508.500000	0	892	996	146	0
Ifi209	508.250000	0	794	1120	119	0
Zp2	508.000000	0	883	1149	0	0
Zbtb3	507.750000	0	774	989	268	0
Polr2g	507.750000	0	774	989	268	0
Agmo	506.750000	0	1034	805	188	0
Sh2b3	506.500000	0	883	736	407	0
Rfwd3	506.250000	0	606	846	573	0
Dcaf12	504.250000	0	1047	831	139	0
Ldlr	503.750000	0	825	1190	0	0
Rapgef1	503.500000	0	984	868	162	0
Dedd	502.500000	0	953	704	353	0
Ndrg1	502.250000	0	724	720	565	0
C9orf72	502.000000	0	939	950	119	0
Slc14a1	501.750000	0	913	959	135	0
Dtx2	501.500000	0	981	874	151	0
Plcb2	501.000000	0	972	938	94	0
Cltc	500.500000	0	578	593	831	0
Rbms1	500.250000	0	940	941	120	0
Gpr88	498.250000	0	861	1132	0	0
Slc46a3	497.750000	0	951	855	185	0
Rgs14	497.750000	0	726	869	396	0
BC147527	497.750000	0	816	954	221	0
Ms4a4c	497.500000	0	982	902	106	0
Esyt3	497.500000	0	1169	654	167	0
Tmcc3	497.250000	0	798	1063	128	0
Rubcnl	497.250000	0	930	926	133	0
Cln3	495.000000	0	976	858	146	0
Apobr	495.000000	0	976	858	146	0
Riok3	493.500000	0	1159	662	153	0
Hp1bp3	493.250000	0	932	1041	0	0
Lrrc25	492.750000	0	1168	803	0	0
Irgc1	492.500000	0	851	1008	111	0
Hax1	492.500000	0	1192	778	0	0
Slc2a6	492.250000	0	881	1001	87	0
Myo1f	491.500000	0	1241	725	0	0
Il15	491.000000	0	737	866	361	0
Ctrc	490.250000	0	970	991	0	0
Tmem50b	488.500000	0	1137	817	0	0
Resf1	488.500000	0	707	575	672	0
Tefm	488.250000	0	875	877	201	0
Itpripl1	487.750000	0	930	890	131	0
Rraga	487.500000	0	968	858	124	0
Ubxn8	487.250000	0	968	724	257	0
Birc3	486.750000	134	998	815	0	0
Art2a	486.750000	0	859	1088	0	0
Afap1	485.750000	0	965	890	88	0
Dtnbp1	485.250000	0	821	1017	103	0
Wdr11	485.000000	0	617	729	594	0
Chst15	484.750000	0	805	815	319	0
Pold4	484.500000	0	872	819	247	0
Fcgr3	484.500000	0	919	860	159	0
Mpp6	483.750000	0	845	942	148	0
Lrch1	481.500000	0	910	859	157	0
Spef1l	481.250000	0	1063	862	0	0
Pkdcc	481.250000	0	624	878	423	0
Srek1	480.750000	0	451	576	896	0
Pomp	480.250000	0	660	1012	249	0
Cldn7	480.250000	0	1109	812	0	0
Phyh	479.750000	0	801	933	185	0
St3gal1	479.000000	206	941	578	191	0
Erlin2	479.000000	0	720	877	319	0
N4bp2l1	478.750000	0	984	846	85	0
Ap1s3	478.750000	0	842	843	230	0
Mmp19	478.250000	0	956	957	0	0
Slc25a44	477.000000	0	697	1108	103	0
Castor2	477.000000	0	817	992	99	0
Rcsd1	476.250000	0	896	895	114	0
Actr3	475.000000	0	836	817	247	0
Suox	473.000000	0	1195	697	0	0
Amn1	472.000000	0	840	797	251	0
Spi1	471.500000	0	813	827	246	0
Klra4	471.250000	0	1258	627	0	0
Klra18	471.250000	0	1258	627	0	0
Gbp2b	471.000000	0	877	907	100	0
Slc25a39	470.750000	0	605	767	511	0
Mmp14	470.500000	0	754	898	230	0
Pla2g4a	470.250000	0	777	768	336	0
Fam32a	468.750000	0	960	795	120	0
Tmed3	468.250000	0	834	894	145	0
Slc8b1	468.000000	0	1095	777	0	0
Plbd2	468.000000	0	1095	777	0	0
Parvb	467.250000	0	718	929	222	0
Dpy19l1	467.000000	0	986	882	0	0
Map3k8	466.250000	0	692	826	347	0
Apc	466.250000	0	752	880	233	0
BC029722	466.000000	0	850	788	226	0
Lalba	465.750000	0	909	731	223	0
Kcnmb1	465.500000	0	1005	857	0	0
Rexo4	465.250000	0	693	835	333	0
Ubxn2a	464.500000	0	1016	662	180	0
Ifngr1	464.500000	0	773	832	253	0
Tspo	463.750000	0	625	983	247	0
Saa3	463.750000	0	881	568	406	0
E2f2	463.750000	0	842	817	196	0
Siglecf	463.500000	0	1185	669	0	0
Rab24	463.500000	0	863	871	120	0
Prelid1	463.500000	0	863	871	120	0
Ccdc134	460.750000	0	844	815	184	0
Commd10	460.500000	0	722	881	239	0
Gbp3	460.250000	0	747	998	96	0
Elk3	460.250000	0	767	939	135	0
Gfi1b	460.000000	0	861	818	161	0
Ermard	459.750000	0	826	756	257	0
Ptk2	459.500000	0	812	814	212	0
Irf2	459.500000	0	636	666	536	0
Bcl9	459.500000	0	885	797	156	0
Otor	459.250000	0	883	853	101	0
Ifit1bl1	459.250000	0	882	795	160	0
Rab32	459.000000	0	810	824	202	0
Slc39a1	458.500000	0	1065	681	88	0
Creb3l4	458.500000	0	1065	681	88	0
9030025P20Rik	458.500000	0	898	688	248	0
Med21	458.000000	0	796	916	120	0
Thumpd3	457.500000	0	1113	637	80	0
Nemp1	456.750000	0	822	833	172	0
Gm20939	456.500000	0	596	610	620	0
Rictor	456.250000	0	780	748	297	0
Ciita	456.250000	0	846	891	88	0
Fyb	456.000000	0	850	974	0	0
Etv1	456.000000	0	862	854	108	0
Necap1	455.250000	0	1108	713	0	0
Tnfrsf13c	454.500000	0	857	961	0	0
Gosr2	454.500000	0	751	791	276	0
Optn	454.250000	0	760	958	99	0
Gbp9	454.250000	0	699	752	366	0
Trim17	453.500000	0	788	799	227	0
H3f4	453.500000	0	788	799	227	0
Tigd4	453.250000	0	1063	750	0	0
Slc25a32	453.250000	0	605	731	477	0
Oasl2	453.250000	0	552	949	312	0
Dcaf13	453.250000	0	605	731	477	0
Pts	453.000000	0	828	776	208	0
Ralgapa1	452.750000	0	900	911	0	0
Ptpn22	452.250000	0	869	659	281	0
Myd88	451.750000	0	900	826	81	0
Rbpj	451.000000	0	795	860	149	0
Psap	450.250000	0	696	769	336	0
Plp2	450.000000	110	812	748	130	0
Slc30a3	449.750000	0	1005	688	106	0
Uap1	449.500000	0	764	895	139	0
Kif5b	449.500000	0	911	738	149	0
Spata2	448.750000	0	820	839	136	0
Rnf114	448.750000	0	820	839	136	0
Cyba	448.250000	0	745	934	114	0
Ube2j2	447.750000	0	537	499	755	0
Macir	447.500000	0	830	836	124	0
Il6st	447.500000	0	825	798	167	0
Gm38510	447.500000	0	962	828	0	0
Gckr	447.500000	0	1000	790	0	0
Fndc4	447.500000	0	1000	790	0	0
Nudt9	445.750000	0	847	689	247	0
Cbfa2t3	445.750000	169	768	699	147	0
M6pr	445.500000	0	1064	718	0	0
Ddx23	445.500000	0	702	904	176	0
Klrd1	444.750000	0	924	855	0	0
Tssk6	444.500000	0	574	828	376	0
Ndufa13	444.500000	0	574	828	376	0
Naaa	444.500000	0	701	767	310	0
Hspa12a	444.250000	0	710	713	354	0
Eno4	444.250000	0	710	713	354	0
Fbxl17	443.750000	0	747	915	113	0
Wdfy3	443.000000	0	799	784	189	0
Sinhcaf	443.000000	0	689	890	193	0
Rnasel	442.750000	0	871	786	114	0
Negr1	442.750000	0	780	734	257	0
Ero1b	441.000000	0	687	941	136	0
Sh3bp4	439.500000	0	739	856	163	0
Coq10b	439.000000	0	964	580	212	0
Tnfaip3	438.000000	0	843	664	245	0
Iqgap2	437.250000	0	830	766	153	0
Dennd2c	436.000000	0	729	757	258	0
Eri3	435.750000	0	787	846	110	0
Timmdc1	435.250000	0	667	737	337	0
Mad2l2	435.250000	0	640	793	308	0
Ndst2	435.000000	0	745	779	216	0
Xrcc5	434.750000	0	761	678	300	0
Rsbn1l	434.750000	0	872	666	201	0
Rps9	434.750000	206	776	757	0	0
Trim30a	434.000000	0	745	874	117	0
Urgcp	433.750000	0	796	782	157	0
Cln8	432.750000	0	747	647	337	0
Spaca7	431.750000	0	819	663	245	0
Hjurp	431.500000	232	426	382	686	0
A730008H23Rik	431.500000	232	426	382	686	0
Hsh2d	431.250000	0	454	606	665	0
Stk11	430.750000	0	600	827	296	0
Nsd3	430.750000	0	748	614	361	0
Letm2	430.750000	0	748	614	361	0
Tmem176a	430.500000	0	1128	594	0	0
Map4k5	430.000000	0	833	743	144	0
Atl1	430.000000	0	833	743	144	0
Atxn7l1	429.750000	0	716	735	268	0
Il18	429.500000	0	1041	677	0	0
Bco2	429.500000	0	1041	677	0	0
Abca3	429.500000	0	691	873	154	0
Abca17	429.500000	0	691	873	154	0
Trmt112	429.250000	0	664	775	278	0
Ptpn18	429.250000	0	828	646	243	0
Prdx5	429.250000	0	664	775	278	0
Utp3	429.000000	0	625	714	377	0
Ppp1r11	428.750000	0	798	718	199	0
Mks1	428.750000	0	780	814	121	0
Pik3c2a	427.750000	0	887	680	144	0
Gm5431	427.750000	0	605	813	293	0
Creb1	427.750000	0	718	826	167	0
Ssbp4	427.500000	0	924	637	149	0
Ripor2	427.000000	0	838	870	0	0
Zbp1	426.250000	0	785	920	0	0
Sh2d1b1	425.500000	0	927	775	0	0
H2aw	425.250000	0	788	799	114	0
Ifnab	424.750000	0	810	889	0	0
Slc6a12	424.250000	0	960	634	103	0
Hint3	424.250000	0	561	986	150	0
Stpg1	423.250000	0	850	843	0	0
Nipal3	423.250000	0	850	843	0	0
Dnajc5g	423.250000	0	1005	688	0	0
Fcrla	423.000000	0	883	629	180	0
Stat1	422.500000	0	500	635	555	0
Satb2	422.500000	0	453	662	575	0
Srgn	422.000000	0	772	916	0	0
Sbf2	422.000000	0	491	1101	96	0
Cnr2	422.000000	0	905	783	0	0
Rab6a	420.250000	0	635	619	427	0
Nckap1l	420.250000	0	862	729	90	0
Ppp1r15a	420.000000	0	525	1052	103	0
Plekha4	420.000000	0	525	1052	103	0
Ifi207	419.500000	0	855	823	0	0
Clcn7	419.500000	0	815	776	87	0
Ms4a12	419.250000	0	789	888	0	0
Epb41l1	419.000000	0	829	847	0	0
Tnip3	418.000000	0	793	879	0	0
Tmem150b	417.000000	0	844	727	97	0
Atp13a2	417.000000	0	618	518	532	0
Unc50	416.500000	0	742	685	239	0
Flrt2	416.500000	0	710	706	250	0
Coa5	416.500000	0	742	685	239	0
Wfdc21	416.000000	0	1162	502	0	0
Smg7	416.000000	0	551	964	149	0
Rgs2	416.000000	0	765	625	274	0
Egr1	415.750000	0	1022	504	137	0
Rxfp4	415.500000	0	790	762	110	0
Myo18a	415.250000	0	868	665	128	0
Dagla	415.250000	0	746	773	142	0
Zfp971	414.750000	0	783	876	0	0
Ehd1	414.250000	0	669	836	152	0
Mapk1	413.500000	0	714	799	141	0
Vrk1	413.250000	0	724	681	248	0
Clec4b2	413.000000	0	980	672	0	0
Prr14l	412.250000	0	719	589	341	0
Hmgcs1	412.000000	0	770	713	165	0
Pafah2	411.750000	0	652	686	309	0
Twf2	411.500000	0	810	836	0	0
Ppm1m	411.500000	0	810	836	0	0
Tmem139	411.250000	0	819	727	99	0
Casp2	411.250000	0	819	727	99	0
Tut7	411.000000	0	649	618	377	0
Pde4a	411.000000	0	535	880	229	0
Dctpp1	411.000000	0	845	799	0	0
Pigv	410.500000	0	1084	558	0	0
Pdlim5	409.750000	0	807	652	180	0
Zfp619	409.000000	0	762	682	192	0
Vmn1r77	409.000000	0	860	776	0	0
Fblim1	409.000000	0	890	569	177	0
Oas3	408.750000	0	831	667	137	0
Homer1	408.750000	0	787	692	156	0
Gm21188	408.750000	0	836	799	0	0
Arf2	408.500000	0	811	709	114	0
Tmem268	408.250000	0	728	732	173	0
Lipg	408.000000	0	814	616	202	0
Cflar	407.750000	0	621	521	489	0
Slc12a9	407.500000	0	688	784	158	0
P2ry14	407.250000	0	969	660	0	0
Tagap	406.750000	0	788	703	136	0
Lrrc7	406.750000	0	746	793	88	0
Tnfsf18	406.500000	0	669	841	116	0
Pold3	405.750000	0	570	449	604	0
Tsn	405.500000	0	969	390	263	0
Bcl2l1	405.500000	0	789	655	178	0
Col17a1	405.250000	0	712	804	105	0
Trit1	404.250000	0	741	779	97	0
Rchy1	402.750000	0	730	650	231	0
Dyrk1b	402.500000	119	718	700	73	0
Ksr1	402.000000	0	548	992	68	0
Ppp1r12a	401.500000	0	911	594	101	0
Scml4	401.250000	0	817	648	140	0
Sri	400.500000	0	701	742	159	0
Mark2	400.500000	0	639	668	295	0
Adgb	400.500000	0	800	802	0	0
Pdlim7	399.750000	0	643	779	177	0
Maff	399.500000	0	654	777	167	0
Bmf	399.250000	0	639	842	116	0
Ttc24	399.000000	0	804	518	274	0
Slc37a3	399.000000	0	678	783	135	0
Rab19	399.000000	0	678	783	135	0
Iqgap3	399.000000	0	804	518	274	0
Xdh	398.750000	0	627	740	228	0
Rps6ka2	398.750000	0	869	563	163	0
Apobec1	398.750000	0	700	751	144	0
H2az1	398.250000	70	680	692	151	0
Dynlt1a	398.250000	0	1091	317	185	0
Dnajb14	398.250000	70	680	692	151	0
Mndal	397.500000	0	707	883	0	0
Mrpl48	397.250000	0	630	630	329	0
Adss	397.250000	0	915	408	266	0
Abtb2	397.250000	0	746	734	109	0
Sytl3	397.000000	0	850	492	246	0
Kcnj10	396.500000	0	757	829	0	0
Atp1a1	395.750000	0	686	765	132	0
Itgb1bp2	395.500000	0	887	695	0	0
Kcna2	395.000000	0	702	878	0	0
Nsmaf	394.000000	0	788	788	0	0
Vars	393.750000	0	800	657	118	0
D17H6S56E-5	393.750000	0	800	657	118	0
Plscr1	393.250000	0	898	465	210	0
Gramd3	393.000000	0	829	743	0	0
Tma16	392.750000	0	593	710	268	0
Yae1d1	392.500000	0	501	444	625	0
Ier5	391.500000	0	639	771	156	0
Hnrnpd	391.250000	0	564	599	402	0
Pilrb1	391.000000	0	615	707	242	0
Tmem106a	390.750000	0	916	647	0	0
Antxr2	390.500000	0	783	588	191	0
Cast	390.000000	160	569	596	235	0
Tas2r138	389.750000	0	874	685	0	0
Gcnt2	389.250000	0	506	789	262	0
Adcy7	389.000000	0	833	566	157	0
Zc3h12a	388.500000	0	906	554	94	0
Fbxo7	388.250000	0	401	518	634	0
Lpar5	387.750000	0	672	736	143	0
Hoxc10	387.500000	0	531	858	161	0
Kctd1	387.000000	0	519	647	382	0
Slirp	385.750000	0	450	716	377	0
Nrp	385.750000	0	450	716	377	0
Alkbh1	385.750000	0	450	716	377	0
Jdp2	385.000000	0	865	526	149	0
Ppp6r1	384.750000	0	721	818	0	0
S100a10	384.500000	0	739	669	130	0
Snx22	384.250000	0	668	696	173	0
Itgb1bp1	384.000000	0	856	535	145	0
Cpsf3	384.000000	0	856	535	145	0
Sema3b	383.250000	0	652	881	0	0
Rps3a1	383.250000	0	746	595	192	0
Sema4c	383.000000	0	493	953	86	0
Cep43	383.000000	0	519	677	336	0
Spire2	382.500000	0	677	702	151	0
Wipf1	381.750000	0	650	742	135	0
Lcp1	381.000000	0	679	686	159	0
H2-L	381.000000	0	668	697	159	0
H2-D1	381.000000	0	668	697	159	0
