Target_genes	Nfatc1|Average	SRX376930|Hair_Follicle	DRX111909|Osteoclasts	SRX174585|Pancreatic_cancer_cells	SRX174586|Pancreatic_cancer_cells	STRING
Pdia3	113.000000	0	452	0	0	0
Pdcd11	113.000000	0	288	0	164	0
Nfkb2	113.000000	0	452	0	0	0
Cln5	113.000000	0	452	0	0	0
Catsper2	113.000000	0	452	0	0	0
Atp5md	113.000000	0	288	0	164	0
Nxf1	112.750000	0	451	0	0	0
Tubg1	112.500000	0	450	0	0	0
Retreg3	112.500000	0	450	0	0	0
Mynn	112.500000	0	208	0	242	0
Katna1	112.500000	0	248	0	202	0
Cav1	112.500000	0	296	154	0	0
Actrt3	112.500000	0	208	0	242	0
2610001J05Rik	112.500000	0	168	282	0	0
Steap2	112.250000	0	0	229	220	0
Pkd1	112.250000	0	449	0	0	0
Maea	112.000000	0	448	0	0	0
Helt	112.000000	0	294	154	0	0
Fgf12	112.000000	0	0	185	263	0
Clta	112.000000	0	448	0	0	0
Zfp809	111.750000	0	447	0	0	0
Tomm34	111.750000	0	447	0	0	0
Stk4	111.750000	0	447	0	0	0
Ssc5d	111.750000	0	263	184	0	0
Sipa1	111.750000	0	447	0	0	0
Ppp1r2	111.750000	0	447	0	0	0
Nfe2l2	111.750000	0	447	0	0	0
Nat14	111.750000	0	263	184	0	0
Hes6	111.750000	0	447	0	0	0
Zfp598	111.500000	0	209	0	237	0
Mfsd14a	111.500000	0	446	0	0	0
Ccm2	111.500000	0	446	0	0	0
Atp5g3	111.500000	129	317	0	0	0
Ttpal	111.250000	0	445	0	0	0
Mogs	111.250000	0	445	0	0	0
Impdh2	111.250000	0	445	0	0	0
Fcho2	111.250000	0	224	221	0	0
Fancl	111.250000	0	445	0	0	0
Eif2s3y	111.250000	0	129	0	316	0
Eepd1	111.250000	0	281	0	164	0
Creld1	111.250000	0	445	0	0	0
Clic1	111.250000	259	186	0	0	0
Cgrrf1	111.250000	0	318	0	127	0
Ube3a	111.000000	0	444	0	0	0
Sppl3	111.000000	0	444	0	0	0
Cct2	111.000000	231	213	0	0	0
Map1lc3b	110.750000	0	443	0	0	0
Fbxo9	110.750000	0	443	0	0	0
Cilk1	110.750000	0	443	0	0	0
Zfp263	110.500000	273	169	0	0	0
Psap	110.500000	0	442	0	0	0
Cep85	110.500000	0	442	0	0	0
Rgs2	110.250000	0	441	0	0	0
Myo6	110.250000	259	182	0	0	0
Eif3a	110.250000	0	441	0	0	0
Ankar	110.250000	441	0	0	0	0
Ttf1	110.000000	0	177	0	263	0
Rasa1	110.000000	0	440	0	0	0
Ptgr2	110.000000	0	440	0	0	0
Zfp7	109.750000	138	301	0	0	0
Vamp1	109.750000	0	439	0	0	0
Tsg101	109.750000	0	439	0	0	0
Tm9sf3	109.750000	0	439	0	0	0
Snx3	109.750000	191	248	0	0	0
Rasa2	109.750000	0	439	0	0	0
Ndufaf3	109.750000	0	439	0	0	0
Imp4	109.750000	0	309	130	0	0
Hspa8	109.750000	0	439	0	0	0
Fibp	109.750000	0	439	0	0	0
Fam174c	109.750000	0	439	0	0	0
Dalrd3	109.750000	0	439	0	0	0
Cirbp	109.750000	0	439	0	0	0
Ccdc85b	109.750000	0	439	0	0	0
Ccdc115	109.750000	0	309	130	0	0
Srxn1	109.500000	0	438	0	0	0
Slc29a2	109.500000	0	438	0	0	0
Psme4	109.500000	0	438	0	0	0
Gtf3c3	109.500000	0	295	0	143	0
Glrx3	109.500000	166	272	0	0	0
Cpt2	109.500000	0	438	0	0	0
Atad3a	109.500000	0	236	0	202	0
Abracl	109.500000	0	438	0	0	0
Tas1r1	109.250000	316	121	0	0	0
Nol9	109.250000	316	121	0	0	0
Manba	109.250000	0	437	0	0	0
Fadd	109.250000	0	228	209	0	0
Dnajb1	109.250000	0	437	0	0	0
Cd2ap	109.250000	205	232	0	0	0
Azin1	109.250000	0	437	0	0	0
Ykt6	109.000000	0	436	0	0	0
Ptma	109.000000	0	436	0	0	0
Prdx1	109.000000	0	436	0	0	0
Mon2	109.000000	0	436	0	0	0
Eps8l3	109.000000	0	240	196	0	0
Dtd2	108.750000	0	435	0	0	0
Tec	108.500000	0	434	0	0	0
Slc25a39	108.500000	0	434	0	0	0
Rps12	108.500000	0	434	0	0	0
Map2k4	108.500000	0	434	0	0	0
Kin	108.500000	0	434	0	0	0
Atp5c1	108.500000	0	434	0	0	0
Smim10l1	108.250000	0	310	123	0	0
Sh2b3	108.250000	0	433	0	0	0
Nr4a3	108.250000	0	433	0	0	0
Slc18a1	108.000000	0	432	0	0	0
Serac1	108.000000	0	432	0	0	0
Kcnj2	108.000000	0	432	0	0	0
Gtf2h5	108.000000	0	432	0	0	0
Atp6v1b2	108.000000	0	432	0	0	0
Acad12	108.000000	0	432	0	0	0
U2af1	107.750000	0	431	0	0	0
Sfi1	107.750000	0	431	0	0	0
Rpl27	107.750000	0	431	0	0	0
Kmt5b	107.750000	0	431	0	0	0
Ccdc166	107.750000	0	431	0	0	0
Arih1	107.750000	0	431	0	0	0
Ap1g2	107.750000	0	170	0	261	0
Tti2	107.500000	0	430	0	0	0
Ska3	107.500000	0	430	0	0	0
Rab33b	107.500000	0	430	0	0	0
Nipsnap3b	107.500000	0	430	0	0	0
Mrpl57	107.500000	0	430	0	0	0
Dynll1	107.500000	0	430	0	0	0
Cpeb2	107.500000	0	430	0	0	0
Ccnyl1	107.500000	0	430	0	0	0
Cbr3	107.500000	166	264	0	0	0
AU018091	107.500000	83	0	0	347	0
Zfp119b	107.250000	0	429	0	0	0
Uspl1	107.250000	0	429	0	0	0
Rpl22l1	107.250000	0	429	0	0	0
Rabggtb	107.250000	0	429	0	0	0
Herpud1	107.250000	0	429	0	0	0
2310033P09Rik	107.250000	0	429	0	0	0
Zc3h8	107.000000	0	428	0	0	0
Stk36	107.000000	170	258	0	0	0
Snrpb	107.000000	0	428	0	0	0
Rnf25	107.000000	170	258	0	0	0
Rars2	107.000000	0	428	0	0	0
Orc3	107.000000	0	428	0	0	0
H2bc21	107.000000	0	428	0	0	0
H2ac21	107.000000	0	428	0	0	0
H2ac20	107.000000	0	428	0	0	0
Col27a1	107.000000	0	194	234	0	0
Polr3b	106.750000	0	427	0	0	0
Hspa1b	106.750000	0	314	113	0	0
Hmgb2	106.750000	0	427	0	0	0
Gpr137	106.750000	0	427	0	0	0
Capn3	106.750000	0	306	0	121	0
Bad	106.750000	0	427	0	0	0
Nck1	106.500000	0	426	0	0	0
Plag1	106.250000	0	425	0	0	0
Gpatch2l	106.250000	0	425	0	0	0
Gfra4	106.250000	231	0	194	0	0
Ccdc58	106.250000	0	280	0	145	0
Ssbp1	106.000000	0	424	0	0	0
Sdcbp	106.000000	0	424	0	0	0
Rbks	106.000000	0	267	157	0	0
Gusb	106.000000	0	424	0	0	0
Greb1	106.000000	0	0	303	121	0
Gm2a	106.000000	0	424	0	0	0
Dlg3	106.000000	424	0	0	0	0
Cct8	106.000000	0	424	0	0	0
Babam2	106.000000	0	267	157	0	0
A130010J15Rik	106.000000	0	424	0	0	0
Sf3b6	105.750000	0	423	0	0	0
Rcn2	105.750000	0	423	0	0	0
Ppil4	105.750000	0	423	0	0	0
Plk2	105.750000	0	423	0	0	0
Cpt1b	105.750000	0	423	0	0	0
Chkb	105.750000	0	423	0	0	0
4833420G17Rik	105.750000	0	423	0	0	0
Trir	105.500000	0	422	0	0	0
Tpm1	105.500000	0	268	154	0	0
Kbtbd2	105.500000	0	422	0	0	0
Get3	105.500000	0	422	0	0	0
Vdac1	105.250000	0	421	0	0	0
Ubl7	105.250000	0	421	0	0	0
Topors	105.250000	0	421	0	0	0
Tkfc	105.250000	0	421	0	0	0
Smim27	105.250000	0	421	0	0	0
Rps10	105.250000	0	421	0	0	0
Nr4a2	105.250000	0	283	138	0	0
Nipa2	105.250000	0	421	0	0	0
Ddb1	105.250000	0	421	0	0	0
Clrn2	105.250000	0	163	258	0	0
Mink1	105.000000	0	149	0	271	0
Ercc3	105.000000	0	420	0	0	0
Ankrd11	105.000000	0	420	0	0	0
Tspoap1	104.750000	0	419	0	0	0
Spsb1	104.750000	0	419	0	0	0
Id2	104.750000	0	419	0	0	0
Clec11a	104.750000	0	274	0	145	0
Cdk5rap1	104.750000	0	419	0	0	0
Polr3g	104.500000	0	418	0	0	0
Mblac2	104.500000	0	418	0	0	0
Arfgap1	104.500000	0	418	0	0	0
Ap3b1	104.500000	0	418	0	0	0
Ankrd17	104.500000	0	418	0	0	0
Slc16a13	104.250000	0	417	0	0	0
Isoc2a	104.250000	0	417	0	0	0
Foxo1	104.250000	0	417	0	0	0
Ylpm1	104.000000	73	343	0	0	0
Tcf4	104.000000	0	416	0	0	0
Serp1	104.000000	0	416	0	0	0
Rnf216	104.000000	0	416	0	0	0
Pafah1b1	104.000000	0	416	0	0	0
Map2k2	104.000000	0	416	0	0	0
Eif2a	104.000000	0	416	0	0	0
Mphosph9	103.750000	0	415	0	0	0
Cdc42bpb	103.750000	0	415	0	0	0
2810006K23Rik	103.750000	0	415	0	0	0
Tlr2	103.500000	0	0	303	111	0
Stard5	103.500000	0	414	0	0	0
Sorbs2	103.500000	0	0	166	248	0
Pomp	103.500000	0	414	0	0	0
Gpd2	103.500000	0	414	0	0	0
Fbxo46	103.500000	0	414	0	0	0
Dcpp1	103.500000	0	0	0	414	0
Bhmg1	103.500000	0	414	0	0	0
Qtrt1	103.250000	273	140	0	0	0
Jun	103.250000	0	413	0	0	0
Hps1	103.250000	0	413	0	0	0
Hdhd3	103.250000	0	413	0	0	0
Tra2a	103.000000	0	412	0	0	0
Mterf1b	103.000000	0	412	0	0	0
Vmac	102.750000	0	411	0	0	0
Txnl1	102.750000	0	411	0	0	0
Rps21	102.750000	0	411	0	0	0
Rpl37	102.750000	0	411	0	0	0
Phldb1	102.750000	0	411	0	0	0
Peli1	102.750000	0	411	0	0	0
Pcmt1	102.750000	0	411	0	0	0
Pcf11	102.750000	0	411	0	0	0
Ndufa11	102.750000	0	411	0	0	0
Lats1	102.750000	0	411	0	0	0
H1f2	102.750000	0	411	0	0	0
Gsto1	102.750000	0	411	0	0	0
Gpt2	102.750000	302	109	0	0	0
Fbxw11	102.750000	0	163	248	0	0
Cdkn1b	102.750000	0	257	154	0	0
Birc2	102.750000	0	411	0	0	0
Zfp868	102.500000	0	410	0	0	0
Zcchc7	102.500000	0	410	0	0	0
Rrp1	102.500000	0	256	154	0	0
Rpl11	102.500000	0	265	0	145	0
Nsa2	102.500000	0	410	0	0	0
Mob1b	102.500000	0	410	0	0	0
Gnai2	102.500000	0	410	0	0	0
Gfm2	102.500000	0	410	0	0	0
Cop1	102.500000	0	410	0	0	0
Abcc10	102.500000	0	410	0	0	0
Slc4a7	102.250000	0	247	0	162	0
Gpx4	102.250000	0	409	0	0	0
Edc4	102.250000	0	409	0	0	0
Laptm4a	102.000000	0	408	0	0	0
Daam1	102.000000	0	173	235	0	0
Csrnp1	102.000000	0	408	0	0	0
Tmem183a	101.750000	0	407	0	0	0
Srd5a3	101.750000	0	407	0	0	0
Retsat	101.750000	0	407	0	0	0
Kctd12	101.750000	0	407	0	0	0
Iqgap1	101.750000	0	407	0	0	0
Elmod3	101.750000	0	407	0	0	0
Uros	101.500000	0	406	0	0	0
Tacc3	101.500000	231	175	0	0	0
Spg20	101.500000	0	317	0	89	0
Carm1	101.500000	406	0	0	0	0
Bccip	101.500000	0	406	0	0	0
Sod1	101.250000	0	405	0	0	0
Hint1	101.250000	0	405	0	0	0
Cic	101.250000	0	140	265	0	0
Akap1	101.250000	0	405	0	0	0
Thnsl1	101.000000	0	404	0	0	0
Tcte3	101.000000	0	404	0	0	0
Tbc1d14	101.000000	0	404	0	0	0
Stat2	101.000000	0	404	0	0	0
Sin3b	101.000000	0	404	0	0	0
Selenot	101.000000	0	404	0	0	0
Ppp2ca	101.000000	0	203	201	0	0
Gm3448	101.000000	0	404	0	0	0
Gm3435	101.000000	0	404	0	0	0
Gm3417	101.000000	0	404	0	0	0
Enkur	101.000000	0	404	0	0	0
Egln1	101.000000	0	404	0	0	0
D2hgdh	101.000000	0	404	0	0	0
Arhgap21	101.000000	0	404	0	0	0
Apof	101.000000	0	404	0	0	0
4932438A13Rik	101.000000	0	240	0	164	0
Tro	100.750000	0	0	0	403	0
Rhbdf1	100.750000	0	403	0	0	0
Nudt7	100.750000	0	403	0	0	0
Mpg	100.750000	0	403	0	0	0
Ltbp3	100.750000	83	137	183	0	0
Itpa	100.750000	0	403	0	0	0
Ddrgk1	100.750000	0	403	0	0	0
Cfap126	100.750000	0	220	0	183	0
Ywhag	100.500000	0	402	0	0	0
Snx14	100.500000	0	402	0	0	0
Nfkbid	100.500000	0	402	0	0	0
Napg	100.500000	0	402	0	0	0
Josd1	100.500000	0	402	0	0	0
Hcst	100.500000	0	402	0	0	0
Gtpbp1	100.500000	0	402	0	0	0
Cutc	100.500000	0	402	0	0	0
Cox15	100.500000	0	402	0	0	0
Copz1	100.500000	316	86	0	0	0
Trib3	100.250000	0	0	0	401	0
Snx7	100.250000	0	401	0	0	0
Rc3h1	100.250000	0	401	0	0	0
Nars	100.250000	0	401	0	0	0
Esd	100.250000	0	237	0	164	0
Eef2	100.250000	0	401	0	0	0
Ccr3	100.250000	0	401	0	0	0
Btaf1	100.250000	0	401	0	0	0
Tfcp2	100.000000	0	400	0	0	0
Gfpt1	100.000000	0	400	0	0	0
Gcgr	100.000000	0	0	0	400	0
Cgnl1	100.000000	0	400	0	0	0
Aqr	100.000000	0	400	0	0	0
Rgs18	99.750000	0	0	0	399	0
Pmpca	99.750000	0	399	0	0	0
Mtmr10	99.750000	0	399	0	0	0
Mlycd	99.750000	0	399	0	0	0
Entr1	99.750000	0	399	0	0	0
Cdk10	99.750000	0	399	0	0	0
Acyp2	99.750000	0	399	0	0	0
Setd5	99.500000	0	398	0	0	0
Naca	99.500000	0	398	0	0	0
Mpc1	99.500000	0	398	0	0	0
Ints14	99.500000	0	398	0	0	0
Hspa1l	99.500000	0	398	0	0	0
Hspa1a	99.500000	0	398	0	0	0
Gabarapl2	99.500000	0	193	205	0	0
Wdr83os	99.250000	0	397	0	0	0
Wdr83	99.250000	0	397	0	0	0
Uqcr11	99.250000	0	397	0	0	0
Ube2f	99.250000	73	324	0	0	0
Tpcn2	99.250000	0	224	0	173	0
Snrpc	99.250000	231	166	0	0	0
Sfpq	99.250000	0	397	0	0	0
Rps3a1	99.250000	0	397	0	0	0
Rab11fip2	99.250000	0	397	0	0	0
Psmd11	99.250000	0	266	131	0	0
Man2b1	99.250000	0	397	0	0	0
Sap30	99.000000	0	396	0	0	0
Gfod1	99.000000	0	396	0	0	0
Cul5	99.000000	0	396	0	0	0
Cdk12	99.000000	0	396	0	0	0
Zfp397	98.750000	0	395	0	0	0
Usp8	98.750000	0	395	0	0	0
Slc37a4	98.750000	0	395	0	0	0
Eif2b5	98.750000	0	395	0	0	0
Dus2	98.750000	0	0	224	171	0
Ddx28	98.750000	0	0	224	171	0
Cdc42se2	98.750000	0	395	0	0	0
Zfp930	98.500000	0	394	0	0	0
Slc35e4	98.500000	0	394	0	0	0
Nfkbiz	98.500000	0	394	0	0	0
Hivep2	98.500000	0	210	184	0	0
Dnaaf2	98.500000	0	394	0	0	0
Zc3h13	98.250000	0	393	0	0	0
Tcta	98.250000	0	393	0	0	0
Rnf185	98.250000	0	393	0	0	0
Rhoa	98.250000	0	393	0	0	0
Mapre2	98.250000	0	125	268	0	0
Manf	98.250000	0	393	0	0	0
Znhit2	98.000000	0	392	0	0	0
Rasgrp3	98.000000	0	207	185	0	0
Mrpl49	98.000000	0	392	0	0	0
Mcat	98.000000	0	392	0	0	0
Map3k2	98.000000	0	392	0	0	0
Fau	98.000000	0	392	0	0	0
B3galnt2	98.000000	0	392	0	0	0
Arpc1b	98.000000	0	392	0	0	0
Rhno1	97.750000	0	0	391	0	0
Pdcd7	97.750000	0	391	0	0	0
Mllt10	97.750000	0	391	0	0	0
Ly6a	97.750000	0	0	316	75	0
Hars2	97.750000	0	391	0	0	0
Hars	97.750000	0	391	0	0	0
Foxm1	97.750000	0	0	391	0	0
Epb41	97.750000	0	267	0	124	0
Clcf1	97.750000	0	0	295	96	0
Washc2	97.500000	0	390	0	0	0
Vars2	97.500000	0	390	0	0	0
Puf60	97.500000	0	390	0	0	0
Preb	97.500000	0	390	0	0	0
Otulinl	97.500000	0	390	0	0	0
Nol7	97.500000	0	390	0	0	0
Nfat5	97.500000	0	390	0	0	0
Nefh	97.500000	0	0	169	221	0
Mtmr9	97.500000	0	390	0	0	0
Meak7	97.500000	0	390	0	0	0
Daglb	97.500000	0	390	0	0	0
Ap1b1	97.500000	0	0	169	221	0
Raf1	97.250000	0	389	0	0	0
Rab7	97.250000	0	225	0	164	0
Plcd1	97.250000	245	144	0	0	0
Mrgprf	97.250000	0	171	218	0	0
Mlf2	97.250000	0	389	0	0	0
Hdac4	97.250000	0	389	0	0	0
Ccdc15	97.250000	0	389	0	0	0
Ascc3	97.250000	0	389	0	0	0
Wdr1	97.000000	0	388	0	0	0
Usp34	97.000000	0	388	0	0	0
Trnau1ap	97.000000	0	388	0	0	0
Rps27l	97.000000	0	388	0	0	0
Cstb	97.000000	0	388	0	0	0
Card19	97.000000	0	388	0	0	0
Apc	97.000000	0	388	0	0	0
Alg14	97.000000	0	388	0	0	0
Zfp382	96.750000	0	387	0	0	0
Sod2	96.750000	0	387	0	0	0
Snx1	96.750000	0	165	0	222	0
Sde2	96.750000	0	387	0	0	0
Rmdn1	96.750000	0	387	0	0	0
Ppif	96.750000	0	387	0	0	0
Olfr646	96.750000	0	0	124	263	0
Mfsd5	96.750000	0	387	0	0	0
Kansl2	96.750000	0	387	0	0	0
Flcn	96.750000	0	387	0	0	0
Cpne3	96.750000	0	387	0	0	0
Ciao2a	96.750000	0	165	0	222	0
Ltbr	96.500000	0	163	0	223	0
Fut8	96.500000	0	210	0	176	0
Fmc1	96.500000	0	143	0	243	0
Cntnap2	96.500000	0	386	0	0	0
Slc25a32	96.250000	0	385	0	0	0
Pgk1	96.250000	0	0	242	143	0
Nsun4	96.250000	0	385	0	0	0
Insig2	96.250000	0	385	0	0	0
Dcaf13	96.250000	0	385	0	0	0
Bloc1s2	96.250000	0	385	0	0	0
Avpi1	96.250000	0	117	268	0	0
Adprh	96.250000	0	385	0	0	0
Timmdc1	96.000000	0	384	0	0	0
Stk11	96.000000	0	384	0	0	0
Irf2bp2	96.000000	0	384	0	0	0
Ttc27	95.750000	0	383	0	0	0
Susd6	95.750000	0	383	0	0	0
Ss18	95.750000	0	383	0	0	0
Samd1	95.750000	0	383	0	0	0
Ppia	95.750000	0	383	0	0	0
Pgrmc1	95.750000	0	383	0	0	0
Mmp9	95.750000	0	383	0	0	0
Chuk	95.750000	0	383	0	0	0
Cdc37	95.750000	0	383	0	0	0
1700067K01Rik	95.750000	0	383	0	0	0
Snx29	95.500000	0	382	0	0	0
Mafb	95.500000	0	382	0	0	0
Ints13	95.500000	0	382	0	0	0
Fgfr1op2	95.500000	0	382	0	0	0
Fech	95.500000	0	382	0	0	0
Trip6	95.250000	0	0	192	189	0
Taok1	95.250000	0	381	0	0	0
Slco4a1	95.250000	0	381	0	0	0
Pitpnb	95.250000	0	381	0	0	0
Cd164	95.250000	63	318	0	0	0
Adck5	95.250000	0	0	0	381	0
Zswim7	95.000000	0	380	0	0	0
Zfp319	95.000000	0	380	0	0	0
Usb1	95.000000	0	380	0	0	0
Ttc19	95.000000	0	380	0	0	0
Rpl36al	95.000000	0	380	0	0	0
Mgat2	95.000000	0	380	0	0	0
Ctbs	95.000000	0	380	0	0	0
Bcl9l	95.000000	0	131	249	0	0
Rsph3a	94.750000	0	379	0	0	0
Ptbp1	94.750000	0	379	0	0	0
Npm1	94.750000	0	379	0	0	0
Hexim1	94.750000	0	379	0	0	0
Fdft1	94.750000	0	379	0	0	0
B230219D22Rik	94.750000	0	379	0	0	0
Asxl2	94.750000	0	379	0	0	0
Zswim8	94.500000	0	127	0	251	0
Zfp800	94.500000	0	378	0	0	0
Zfp706	94.500000	0	378	0	0	0
Zdhhc14	94.500000	0	378	0	0	0
Tmem39a	94.500000	0	378	0	0	0
Sumo1	94.500000	0	233	0	145	0
Rps27rt	94.500000	0	378	0	0	0
Rmc1	94.500000	0	378	0	0	0
Rab13	94.500000	0	378	0	0	0
Ndel1	94.500000	0	378	0	0	0
Hgs	94.500000	0	378	0	0	0
Gatb	94.500000	0	378	0	0	0
Ddhd2	94.500000	0	378	0	0	0
Cyth3	94.500000	0	378	0	0	0
Cdkn2c	94.500000	0	378	0	0	0
Cbx4	94.500000	0	159	0	219	0
Arl16	94.500000	0	378	0	0	0
Crot	94.250000	0	377	0	0	0
Adcy6	94.250000	0	0	377	0	0
Tmem249	94.000000	0	376	0	0	0
Sp3	94.000000	0	376	0	0	0
Slc52a2	94.000000	0	376	0	0	0
Mterf1a	94.000000	0	376	0	0	0
Golph3	94.000000	0	376	0	0	0
Gm5741	94.000000	0	376	0	0	0
Fbxl6	94.000000	0	376	0	0	0
Dhps	94.000000	0	376	0	0	0
Bcl2l11	94.000000	0	376	0	0	0
Add1	94.000000	0	376	0	0	0
Sgpl1	93.750000	0	375	0	0	0
Rplp1	93.750000	0	375	0	0	0
Pikfyve	93.750000	0	375	0	0	0
Pacc1	93.750000	0	375	0	0	0
Idh1	93.750000	0	375	0	0	0
Hilpda	93.750000	0	375	0	0	0
Ahctf1	93.750000	0	375	0	0	0
Ttc23	93.500000	0	374	0	0	0
Pms1	93.500000	0	374	0	0	0
Ormdl1	93.500000	0	374	0	0	0
Mtf1	93.500000	0	374	0	0	0
Lrrc28	93.500000	0	374	0	0	0
Uqcrfs1	93.250000	0	373	0	0	0
Pon3	93.250000	0	228	0	145	0
Olfr585	93.250000	373	0	0	0	0
Mapkbp1	93.250000	0	373	0	0	0
Lrrc56	93.250000	0	373	0	0	0
Ifna6	93.250000	0	0	152	221	0
Hras	93.250000	0	373	0	0	0
Efcab2	93.250000	0	373	0	0	0
Clp1	93.250000	0	373	0	0	0
Cfl1	93.250000	0	373	0	0	0
Bag3	93.250000	0	373	0	0	0
Wdr37	93.000000	0	372	0	0	0
Tmsb10	93.000000	0	372	0	0	0
Pkm	93.000000	0	372	0	0	0
Hexb	93.000000	0	372	0	0	0
Gm7714	93.000000	372	0	0	0	0
Ctsd	93.000000	0	372	0	0	0
Anxa8	93.000000	0	0	257	115	0
9030025P20Rik	93.000000	0	372	0	0	0
Ube2s	92.750000	0	371	0	0	0
Tpi1	92.750000	0	371	0	0	0
Snx21	92.750000	0	371	0	0	0
Ppfia1	92.750000	0	371	0	0	0
Pcyox1	92.750000	0	371	0	0	0
Mrpl21	92.750000	0	206	0	165	0
Ighmbp2	92.750000	0	206	0	165	0
Ifitm2	92.750000	0	217	154	0	0
Hoxb3	92.750000	0	188	0	183	0
Edf1	92.750000	0	371	0	0	0
Ubap1	92.500000	0	232	138	0	0
Tnpo1	92.500000	129	241	0	0	0
Tmem134	92.500000	0	370	0	0	0
Tbc1d7	92.500000	0	370	0	0	0
Son	92.500000	0	370	0	0	0
Pih1d1	92.500000	0	370	0	0	0
Naa20	92.500000	0	162	208	0	0
Gm36712	92.500000	0	370	0	0	0
Gart	92.500000	0	370	0	0	0
Aldh16a1	92.500000	0	370	0	0	0
Aip	92.500000	0	370	0	0	0
Zfp428	92.250000	0	369	0	0	0
Tmsb4x	92.250000	0	369	0	0	0
Pstk	92.250000	0	369	0	0	0
Pitrm1	92.250000	0	242	0	127	0
Lyn	92.250000	0	369	0	0	0
Uhmk1	92.000000	153	215	0	0	0
Traf7	92.000000	0	368	0	0	0
Pum2	92.000000	0	368	0	0	0
Dr1	92.000000	0	368	0	0	0
Cgref1	92.000000	153	215	0	0	0
Abhd1	92.000000	153	215	0	0	0
Zfp119a	91.750000	0	367	0	0	0
Wbp1l	91.750000	166	201	0	0	0
Tmem234	91.750000	0	367	0	0	0
Rpl17	91.750000	0	367	0	0	0
Pccb	91.750000	0	367	0	0	0
Erbin	91.750000	0	367	0	0	0
Eif3i	91.750000	0	367	0	0	0
Desi2	91.750000	93	180	94	0	0
Tmem104	91.500000	0	366	0	0	0
Ppm1g	91.500000	0	366	0	0	0
Ndufa12	91.500000	0	366	0	0	0
Nat9	91.500000	0	366	0	0	0
Leng1	91.500000	0	366	0	0	0
Fscn1	91.500000	0	257	109	0	0
Fmn1	91.500000	0	228	138	0	0
Fer	91.500000	0	183	0	183	0
D3Ertd751e	91.500000	0	366	0	0	0
Sptssa	91.250000	0	365	0	0	0
Rpl12	91.250000	0	365	0	0	0
Rbm34	91.250000	0	365	0	0	0
Rbm17	91.250000	205	160	0	0	0
Prpf39	91.250000	0	365	0	0	0
Nipsnap2	91.250000	0	365	0	0	0
Lrsam1	91.250000	0	365	0	0	0
Ago3	91.250000	0	365	0	0	0
Acsl1	91.250000	0	365	0	0	0
Slc12a5	91.000000	0	241	123	0	0
Rbm12	91.000000	0	364	0	0	0
Ppil1	91.000000	0	364	0	0	0
Mpc2	91.000000	0	364	0	0	0
Dnajc30	91.000000	0	364	0	0	0
Dcaf6	91.000000	0	364	0	0	0
Cpne1	91.000000	0	364	0	0	0
Coro1b	91.000000	0	364	0	0	0
Bud23	91.000000	0	364	0	0	0
BC004004	91.000000	0	364	0	0	0
Ascc1	91.000000	0	364	0	0	0
Anapc16	91.000000	0	364	0	0	0
Spcs3	90.750000	0	363	0	0	0
Rubcn	90.750000	0	363	0	0	0
Rassf1	90.750000	0	363	0	0	0
Psma1	90.750000	231	132	0	0	0
Fyttd1	90.750000	0	363	0	0	0
Depdc7	90.750000	0	363	0	0	0
Calu	90.750000	0	363	0	0	0
Arrdc3	90.750000	0	363	0	0	0
Zfp622	90.500000	0	362	0	0	0
Rgs10	90.500000	0	362	0	0	0
Kng1	90.500000	0	0	0	362	0
Hsd3b7	90.500000	0	144	218	0	0
Ccin	90.500000	0	0	0	362	0
Vasp	90.250000	0	361	0	0	0
Trip4	90.250000	0	361	0	0	0
Tmem69	90.250000	0	361	0	0	0
Rab11a	90.250000	0	361	0	0	0
Grsf1	90.250000	0	361	0	0	0
Gpbp1l1	90.250000	0	361	0	0	0
Zc3h10	90.000000	0	360	0	0	0
Ubr4	90.000000	0	161	0	199	0
Sigmar1	90.000000	0	360	0	0	0
Rpl41	90.000000	0	360	0	0	0
Rgmb	90.000000	0	360	0	0	0
Pigw	90.000000	0	360	0	0	0
Nprl3	90.000000	0	360	0	0	0
Myo19	90.000000	0	360	0	0	0
Lysmd3	90.000000	0	360	0	0	0
Ldlrap1	90.000000	178	182	0	0	0
Fbxo30	90.000000	0	360	0	0	0
Brap	90.000000	0	360	0	0	0
Acad10	90.000000	0	360	0	0	0
4921524J17Rik	90.000000	0	192	0	168	0
Zfp229	89.750000	178	181	0	0	0
Txndc11	89.750000	0	359	0	0	0
Psmc3ip	89.750000	0	359	0	0	0
Pigx	89.750000	0	359	0	0	0
Orai2	89.750000	0	192	167	0	0
Npbwr1	89.750000	0	0	0	359	0
Lasp1	89.750000	0	359	0	0	0
Cyfip2	89.750000	0	101	0	258	0
Cep19	89.750000	0	359	0	0	0
Top1	89.500000	0	358	0	0	0
Stub1	89.500000	0	358	0	0	0
Rhbdl1	89.500000	0	358	0	0	0
Polr2d	89.500000	0	358	0	0	0
Phyhd1	89.500000	0	358	0	0	0
Phtf1	89.500000	0	358	0	0	0
Notch2	89.500000	0	358	0	0	0
Mrpl4	89.500000	0	358	0	0	0
Jmjd8	89.500000	0	358	0	0	0
Gm21761	89.500000	0	0	175	183	0
Cycs	89.500000	0	358	0	0	0
Atp6v1e1	89.500000	0	358	0	0	0
Zmym2	89.250000	0	357	0	0	0
Zcwpw2	89.250000	0	357	0	0	0
