Target_genes	Trp53|Average	SRX20177969|Alveolar_organoids	SRX20177971|Alveolar_organoids	SRX20177973|Alveolar_organoids	SRX20177975|Alveolar_organoids	SRX13124073|Astrocytes	SRX13124074|Astrocytes	SRX13124075|Astrocytes	SRX13124077|Astrocytes	SRX13124078|Astrocytes	SRX13124080|Astrocytes	SRX13124081|Astrocytes	SRX13124082|Astrocytes	SRX13124084|Astrocytes	SRX13124085|Astrocytes	SRX13124086|Astrocytes	SRX13124088|Astrocytes	SRX13124089|Astrocytes	SRX13124090|Astrocytes	SRX13124092|Astrocytes	SRX13124093|Astrocytes	SRX13124094|Astrocytes	SRX13124096|Astrocytes	SRX13124097|Astrocytes	SRX13124098|Astrocytes	SRX13124100|Astrocytes	SRX13124101|Astrocytes	SRX14203722|Astrocytes	SRX20927693|B16	SRX20927694|B16	SRX10550254|Ba/F3	SRX10550255|Ba/F3	SRX9982608|Back_skin	SRX9982609|Back_skin	SRX9982610|Back_skin	SRX9982611|Back_skin	SRX8875615|Breast_tumor	SRX8875616|Breast_tumor	SRX8875617|Breast_tumor	SRX8875618|Breast_tumor	SRX8875619|Breast_tumor	SRX8875620|Breast_tumor	SRX8875621|Breast_tumor	SRX8875622|Breast_tumor	SRX8875623|Breast_tumor	SRX8875624|Breast_tumor	SRX8875625|Breast_tumor	SRX8875626|Breast_tumor	SRX8875627|Breast_tumor	SRX8875628|Breast_tumor	SRX8875629|Breast_tumor	SRX8875630|Breast_tumor	SRX8875631|Breast_tumor	SRX8875632|Breast_tumor	SRX14495051|Colon_epthelial_cells	SRX1080400|Embryoid_Bodies	SRX1080401|Embryoid_Bodies	SRX335560|Embryonic_kidney	SRX10310862|ES_cells	SRX10310863|ES_cells	SRX13063203|ES_cells	SRX13063204|ES_cells	SRX13063205|ES_cells	SRX13063206|ES_cells	SRX13063207|ES_cells	SRX13063208|ES_cells	SRX13063209|ES_cells	SRX13063210|ES_cells	SRX13113713|ES_cells	SRX13113714|ES_cells	SRX14812466|ES_cells	SRX14812467|ES_cells	SRX14812468|ES_cells	SRX14812469|ES_cells	SRX14812478|ES_cells	SRX14812479|ES_cells	SRX14812480|ES_cells	SRX14812481|ES_cells	SRX14812482|ES_cells	SRX14812483|ES_cells	SRX14812484|ES_cells	SRX14812485|ES_cells	SRX14812505|ES_cells	SRX14812506|ES_cells	SRX14812507|ES_cells	SRX14812508|ES_cells	SRX14812511|ES_cells	SRX14812512|ES_cells	SRX14812513|ES_cells	SRX14812514|ES_cells	SRX14927585|ES_cells	SRX14927586|ES_cells	SRX19611558|ES_cells	SRX19611559|ES_cells	SRX7001433|ES_cells	SRX769393|ES_cells	SRX10550256|HPC-7	SRX9697337|Lung_adenocarcinoma	SRX9697338|Lung_adenocarcinoma	SRX9697343|Lung_adenocarcinoma	SRX9697344|Lung_adenocarcinoma	SRX9697339|Lymphoma	SRX9697340|Lymphoma	SRX9697345|Lymphoma	SRX9697346|Lymphoma	SRX11724948|Macrophages	SRX2991451|Macrophages	SRX2991452|Macrophages	SRX2991453|Macrophages	SRX2991454|Macrophages	SRX2991455|Macrophages	SRX2170268|Mammary_cells	SRX2170269|Mammary_cells	SRX2170271|Mammary_cells	SRX2170272|Mammary_cells	SRX1588750|Mammary_glands	SRX270554|MEF	SRX270556|MEF	SRX483599|MEF	SRX18990882|mESC_derived_neural_cells	SRX18990883|mESC_derived_neural_cells	SRX17122861|Osteosarcoma	SRX9697341|Sarcoma	SRX9697342|Sarcoma	SRX9697347|Sarcoma	SRX9697348|Sarcoma	SRX18696492|Thymus	SRX18696493|Thymus	SRX6068088|White_adipose_tissue	SRX6068090|White_adipose_tissue	SRX6068092|White_adipose_tissue	STRING
Hhipl2	19.638462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	179	137	79	194	165	224	0	0	0	0	0	0	0	0	119	0	0	0	0	0	133	0	0	145	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	433	0	0	0	0	0	0	0	0	0	0	0
Asxl2	19.592308	319	289	178	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	169	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	149	0	0	0	393	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	206	80	0	0	0	0	0	0	0	0	0	0
Il3	19.569231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	175	224	350	0	102	0	0	0	0	137	0	0	129	107	228	0	0	0	0	0	0	0	0	187	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	376	0	0	0	0	0	0	0	0	0	0	0
Ppp1r35	19.546154	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	141	239	221	195	143	0	130	0	0	0	0	0	110	0	233	0	0	0	0	0	125	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	199	222	0	0	0	0	0	0	0	0	0	0	0
Cops7b	19.546154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	748	1066	0	134	0	136	0	0	202	0	0	0	0	0	0	0	0	0	0
Tbc1d14	19.530769	478	591	463	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
Gtf2h3	19.507692	177	191	105	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	578	426	162	149	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0
Fam122a	19.507692	302	266	192	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	730	446	141	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eif2b1	19.507692	177	191	105	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	578	426	162	149	0	0	0	0	0	0	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0
Chmp1b	19.507692	114	174	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	152	78	130	0	0	0	0	0	0	115	158	228	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	332	160	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec1	19.484615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	214	261	231	229	142	0	0	0	0	0	0	109	138	141	0	0	0	0	0	124	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	134	0	0	0	0	0	0	0	0	0	0	0
Dclre1b	19.476923	675	549	489	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0
Ap4b1	19.476923	675	549	489	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0
Supt16	19.453846	127	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	277	181	138	0	0	0	0	0	0	0	185	0	131	0	0	0	0	0	213	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	257	118	0	0	0	0	0	0	0	0	0	0
Tmem269	19.438462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	122	183	249	128	197	158	0	0	0	83	0	0	147	0	255	0	0	0	0	0	0	0	0	256	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	127	0	0	0	0	0	0	0	0	0	0	0
Xpo7	19.430769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0
Wbp1l	19.423077	184	122	100	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	182	220	224	0	117	180	0	0	0	0	0	0	163	99	173	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	144	0	0	0	0	0	0	0	0	0	0	0
Nup50	19.415385	187	183	207	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	206	0	0	0	0	0	0	0	0	0	157	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	224	0	0	0	0	134	152	183	0	0	0	0	158	135	0	0	0	0
Percc1	19.384615	98	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	895	545	175	169	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0
BC003965	19.384615	98	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	895	545	175	169	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0
Nudt5	19.369231	144	207	126	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	535	180	0	0	0	0	0	0	0	0	0	0
Cdc123	19.369231	144	207	126	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	535	180	0	0	0	0	0	0	0	0	0	0
Ccdc107	19.361538	170	215	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	95	122	179	137	0	83	0	0	0	0	0	0	104	0	0	0	0	0	141	0	0	129	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	130	145	114	124	0	0	0	0	0	0	180	0	0	0
Tpst2	19.330769	381	303	389	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	537	0	0	0	0	180	114	0	0	0	0	0	0	0	0	0	0	0
Mterf1a	19.315385	358	430	156	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	476	280	0	0	0	0	0	0	0	0	0	0	0	0	393	0	0	0	0	0	0	101	0	0	0
Insig1	19.284615	152	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	160	460	457	494	406	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0
Dido1	19.276923	155	143	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	174	0	0	0	0	0	66	0	0	151	120	142	153	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	193	164	319	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0
Atmin	19.269231	184	161	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	0	0	85	143	190	0	0	0	0	80	0	0	0	0	115	151	223	0	0	0	0	0	0	0	0	126	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0
Pex14	19.253846	755	530	649	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nfatc1	19.246154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	231	176	273	0	155	145	152	0	0	0	0	97	96	0	0	0	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	153	0	0	0	0	0	0	0	0	0	0	0
Ash2l	19.215385	221	142	105	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	464	0	0	0	0	0	0	0	0	161	166	259	213	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppef1	19.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	318	0	153	191	131	0	0	0	0	0	115	159	110	0	0	0	0	0	0	0	0	269	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	304	232	0	0	0	0	0	0	0	0	0	0	0
Mtg1	19.192308	179	130	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	406	0	0	0	0	0	0	0	0	152	181	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	127	0	126	0	0	336	0	0	0	0	0	0	99	0	0	0
Siglecf	19.184615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	586	0	0	0	735	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	744	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl22	19.184615	175	168	141	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	124	0	243	116	0	0	0	0	0	0	0	0	127	181	182	278	0	0	111	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0
Tmem135	19.153846	178	261	199	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	162	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	350	0	0	0	0	0	0	0	0	0	0	0
Apobec3	19.146154	204	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	226	188	221	141	111	0	0	0	0	134	0	164	185	127	190	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223
Rrn3	19.146154	139	182	78	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	194	0	111	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	203	107	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	98	0	98	197	195	301	0	0	0	0	0	0	126	0	0	0
Abhd8	19.146154	307	248	195	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	295	0	0	0	0	0	0	0	0	242	215	237	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpig6b	19.138462	96	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	276	144	200	89	0	95	0	0	0	0	0	167	0	0	0	0	0	222	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	404	0	0	0	0	0	0	0	0	0	0	0
Ly6g6c	19.138462	96	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	276	144	200	89	0	95	0	0	0	0	0	167	0	0	0	0	0	222	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	404	0	0	0	0	0	0	0	0	0	0	0
Wiz	19.130769	512	595	579	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc35b3	19.130769	181	119	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	194	333	116	223	108	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	131	150	0	0	0	0	0	0	0	0	0	0
Lgi3	19.130769	381	441	987	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
