Target_genes	Atf2|Average	SRX515669|3T3-L1	SRX520192|3T3-L1	STRING
Mrpl27	89.500000	179	0	0
Lgals2	89.500000	179	0	0
Leap2	89.500000	179	0	0
Kmt2c	89.500000	0	179	0
Kctd14	89.500000	179	0	0
Ifit1bl1	89.500000	179	0	0
H1f8	89.500000	179	0	0
Faap20	89.500000	179	0	0
Eme1	89.500000	179	0	0
Cnga4	89.500000	179	0	0
Clptm1l	89.500000	0	179	0
Apbb1ip	89.500000	179	0	0
Aldh18a1	89.500000	179	0	0
Adgrf1	89.500000	179	0	0
Timm21	89.000000	178	0	0
Slc25a51	89.000000	178	0	0
Scara5	89.000000	178	0	0
Ppdpf	89.000000	178	0	0
Polb	89.000000	0	178	0
Naaa	89.000000	178	0	0
Mtmr4	89.000000	178	0	0
Mthfd1l	89.000000	178	0	0
Map4k4	89.000000	178	0	0
Mamstr	89.000000	178	0	0
Kat5	89.000000	178	0	0
Hspa4	89.000000	178	0	0
Fntb	89.000000	178	0	0
Fbxo15	89.000000	178	0	0
Coq8a	89.000000	178	0	0
Chac2	89.000000	178	0	0
Ccdc144b	89.000000	178	0	0
Acvr1c	89.000000	178	0	0
Zfp13	88.500000	177	0	0
Ubac2	88.500000	177	0	0
Top1	88.500000	177	0	0
Tbc1d14	88.500000	177	0	0
Slc22a12	88.500000	177	0	0
Saa2	88.500000	177	0	0
Rpl15	88.500000	177	0	0
Rfc4	88.500000	0	177	0
Prr13	88.500000	177	0	0
Ppp2r5c	88.500000	177	0	0
Polr1e	88.500000	177	0	0
Pml	88.500000	177	0	0
Pimreg	88.500000	177	0	0
Pdia4	88.500000	177	0	0
Nr3c1	88.500000	177	0	0
Nkiras1	88.500000	177	0	0
Morn3	88.500000	177	0	0
Morn2	88.500000	177	0	0
Mfn2	88.500000	177	0	0
Mff	88.500000	177	0	0
H2-K1	88.500000	177	0	0
Dhx57	88.500000	177	0	0
Cldn15	88.500000	177	0	0
Chd4	88.500000	177	0	0
Zpr1	88.000000	176	0	0
Znrf3	88.000000	176	0	0
Zfp719	88.000000	176	0	0
Wdr48	88.000000	176	0	0
Trmu	88.000000	176	0	0
Trib3	88.000000	176	0	0
Tlr7	88.000000	176	0	0
Sirt2	88.000000	176	0	0
Shbg	88.000000	176	0	0
Sec61g	88.000000	176	0	0
Rtl1	88.000000	176	0	0
Rgcc	88.000000	176	0	0
Psma4	88.000000	176	0	0
Plekhm2	88.000000	176	0	0
Plekhg5	88.000000	176	0	0
Olfr1033	88.000000	176	0	0
Ngb	88.000000	176	0	0
Nfkbib	88.000000	176	0	0
Myl2	88.000000	176	0	0
Las1l	88.000000	176	0	0
Igsf23	88.000000	176	0	0
Fam32a	88.000000	176	0	0
Entpd2	88.000000	176	0	0
Ehd3	88.000000	176	0	0
E230025N22Rik	88.000000	176	0	0
Dlg4	88.000000	176	0	0
Dcst2	88.000000	176	0	0
Dcst1	88.000000	176	0	0
Cd1d2	88.000000	0	176	0
Cars	88.000000	176	0	0
C1qtnf1	88.000000	176	0	0
Aurkb	88.000000	176	0	0
Apoa5	88.000000	176	0	0
Adck5	88.000000	0	176	0
Acadvl	88.000000	176	0	0
AY074887	88.000000	176	0	0
Zfp975	87.500000	175	0	0
Wnt10b	87.500000	0	175	0
Ttc23	87.500000	175	0	0
Tbrg4	87.500000	0	175	0
Taf4b	87.500000	175	0	0
Smarcad1	87.500000	0	175	0
Prss56	87.500000	0	175	0
Prl2c4	87.500000	175	0	0
Prl2c3	87.500000	175	0	0
Pdgfa	87.500000	175	0	0
Naa35	87.500000	175	0	0
Mcat	87.500000	175	0	0
Lrrc28	87.500000	175	0	0
Gm33887	87.500000	175	0	0
Clptm1	87.500000	175	0	0
Cacfd1	87.500000	175	0	0
Atp6v1e1	87.500000	175	0	0
Apoc2	87.500000	175	0	0
Ago2	87.500000	175	0	0
Usp29	87.000000	174	0	0
Tent4a	87.000000	174	0	0
Srrm2	87.000000	174	0	0
Sparcl1	87.000000	174	0	0
Ptx3	87.000000	174	0	0
Psma1	87.000000	174	0	0
Prl2c5	87.000000	174	0	0
Pold4	87.000000	174	0	0
Peg3	87.000000	174	0	0
Nfatc2	87.000000	0	174	0
Nek7	87.000000	174	0	0
Mx2	87.000000	174	0	0
Mphosph9	87.000000	174	0	0
Magohb	87.000000	0	174	0
Klf4	87.000000	174	0	0
Fbxl4	87.000000	174	0	0
Fam185a	87.000000	174	0	0
Fam102b	87.000000	174	0	0
Faap24	87.000000	174	0	0
Eva1c	87.000000	174	0	0
Efna5	87.000000	174	0	0
Col12a1	87.000000	174	0	0
Clpp	87.000000	174	0	0
Chka	87.000000	174	0	0
Ccny	87.000000	174	0	0
Ccdc146	87.000000	174	0	0
C2cd2l	87.000000	174	0	0
Acaa1b	87.000000	174	0	0
2810006K23Rik	87.000000	174	0	0
U2surp	86.500000	173	0	0
Slc17a8	86.500000	173	0	0
Sec13	86.500000	173	0	0
Saraf	86.500000	173	0	0
Rassf6	86.500000	173	0	0
Ptgr2	86.500000	173	0	0
Psma5	86.500000	173	0	0
Pon3	86.500000	173	0	0
Nek11	86.500000	173	0	0
Mutyh	86.500000	173	0	0
Mn1	86.500000	173	0	0
Mis18a	86.500000	173	0	0
Mettl4	86.500000	0	173	0
Ldlrap1	86.500000	173	0	0
Ipo9	86.500000	173	0	0
Invs	86.500000	173	0	0
Grk2	86.500000	173	0	0
Erp44	86.500000	173	0	0
Dhodh	86.500000	173	0	0
Ctnna3	86.500000	173	0	0
Aste1	86.500000	173	0	0
Ap3m1	86.500000	173	0	0
Adk	86.500000	173	0	0
Zfp280d	86.000000	172	0	0
Uchl3	86.000000	172	0	0
Uba6	86.000000	99	73	0
Traip	86.000000	172	0	0
Traf1	86.000000	0	172	0
Rps27rt	86.000000	172	0	0
Riok3	86.000000	172	0	0
Rab13	86.000000	172	0	0
Pgd	86.000000	172	0	0
Mrpl11	86.000000	172	0	0
Cwf19l2	86.000000	172	0	0
Ckap2	86.000000	0	172	0
Apol9b	86.000000	172	0	0
Anxa2	86.000000	172	0	0
Yme1l1	85.500000	0	171	0
Xrcc6	85.500000	171	0	0
Whamm	85.500000	171	0	0
Tbc1d10b	85.500000	171	0	0
Slc22a4	85.500000	171	0	0
Septin8	85.500000	171	0	0
Senp5	85.500000	171	0	0
Sem1	85.500000	171	0	0
Polr2e	85.500000	171	0	0
Pkd2l1	85.500000	171	0	0
Peak1	85.500000	0	171	0
Mylpf	85.500000	171	0	0
Mrpl17	85.500000	171	0	0
Mastl	85.500000	0	171	0
Madd	85.500000	171	0	0
Lims1	85.500000	171	0	0
Klra2	85.500000	171	0	0
Hnrnpul1	85.500000	171	0	0
Hmg20a	85.500000	0	171	0
H1f4	85.500000	171	0	0
Espl1	85.500000	171	0	0
Dnajc30	85.500000	171	0	0
Desi1	85.500000	171	0	0
Dars2	85.500000	171	0	0
Copg1	85.500000	171	0	0
Cldn12	85.500000	171	0	0
Chic2	85.500000	171	0	0
Bud23	85.500000	171	0	0
Bnip5	85.500000	171	0	0
Asph	85.500000	171	0	0
AU041133	85.500000	171	0	0
Zmym6	85.000000	170	0	0
Zfp383	85.000000	71	99	0
Zfp27	85.000000	71	99	0
Zfp108	85.000000	170	0	0
Zbp1	85.000000	170	0	0
Xpo1	85.000000	170	0	0
Uchl5	85.000000	0	170	0
Tsen34	85.000000	170	0	0
Tmx3	85.000000	170	0	0
Tmem258	85.000000	170	0	0
Tiparp	85.000000	170	0	0
Thbs1	85.000000	170	0	0
Suclg1	85.000000	170	0	0
Sh3bgrl	85.000000	170	0	0
Ro60	85.000000	0	170	0
Psma3	85.000000	170	0	0
Pin4	85.000000	170	0	0
Oma1	85.000000	170	0	0
Nxt1	85.000000	170	0	0
Mgst2	85.000000	170	0	0
Mboat7	85.000000	170	0	0
Lonrf1	85.000000	170	0	0
Helz2	85.000000	170	0	0
Heatr6	85.000000	170	0	0
Gm14296	85.000000	170	0	0
Fen1	85.000000	170	0	0
Erc1	85.000000	170	0	0
Dusp11	85.000000	170	0	0
Crybb1	85.000000	170	0	0
Cryba4	85.000000	170	0	0
Crcp	85.000000	170	0	0
Arhgef37	85.000000	170	0	0
Arhgef1	85.000000	170	0	0
Ahctf1	85.000000	170	0	0
1700020L24Rik	85.000000	170	0	0
Zfp46	84.500000	169	0	0
Zbtb8a	84.500000	169	0	0
Tom1l2	84.500000	169	0	0
Taldo1	84.500000	169	0	0
Rnd3	84.500000	169	0	0
Osbpl11	84.500000	169	0	0
Mettl3	84.500000	169	0	0
Gimap8	84.500000	169	0	0
Fer1l6	84.500000	0	169	0
Drc3	84.500000	169	0	0
Degs1	84.500000	169	0	0
Chmp1b	84.500000	0	169	0
Cbr2	84.500000	169	0	0
Caprin1	84.500000	169	0	0
Arid2	84.500000	169	0	0
Ablim2	84.500000	169	0	0
Abhd17a	84.500000	169	0	0
Zmym2	84.000000	168	0	0
Zfp759	84.000000	168	0	0
Xrcc5	84.000000	168	0	0
Wdr11	84.000000	168	0	0
Unk	84.000000	168	0	0
Ube2q1	84.000000	168	0	0
Tlcd1	84.000000	168	0	0
Tgfbi	84.000000	168	0	0
Rsf1	84.000000	168	0	0
Rarg	84.000000	168	0	0
Prnp	84.000000	168	0	0
Prn	84.000000	168	0	0
Pfkfb1	84.000000	168	0	0
Nek8	84.000000	168	0	0
Maff	84.000000	168	0	0
Gipc1	84.000000	168	0	0
Extl3	84.000000	168	0	0
Emilin1	84.000000	168	0	0
Cd164	84.000000	168	0	0
Cbr4	84.000000	168	0	0
Blvra	84.000000	168	0	0
Aar2	84.000000	168	0	0
Aamdc	84.000000	168	0	0
Vps13c	83.500000	167	0	0
Tmcc1	83.500000	167	0	0
Spen	83.500000	167	0	0
Slc45a4	83.500000	167	0	0
Phyhd1	83.500000	167	0	0
Mxd4	83.500000	167	0	0
Mad2l1bp	83.500000	167	0	0
Klhl12	83.500000	0	167	0
Impdh2	83.500000	0	167	0
Hcar1	83.500000	167	0	0
Gabarapl2	83.500000	167	0	0
Dync1i2	83.500000	167	0	0
Zfp93	83.000000	166	0	0
Zfp707	83.000000	166	0	0
Upk2	83.000000	166	0	0
Tmem63a	83.000000	0	166	0
Sgpp1	83.000000	166	0	0
Rab33b	83.000000	0	166	0
Psmd1	83.000000	166	0	0
Prr5l	83.000000	166	0	0
Parp10	83.000000	166	0	0
Ncapd2	83.000000	166	0	0
Nanos2	83.000000	166	0	0
Nabp2	83.000000	166	0	0
Mypop	83.000000	166	0	0
Mrpl51	83.000000	166	0	0
Mien1	83.000000	0	166	0
Mapkapk3	83.000000	166	0	0
Maml1	83.000000	166	0	0
Lrrc17	83.000000	0	166	0
Esco2	83.000000	166	0	0
Elovl3	83.000000	166	0	0
Elof1	83.000000	166	0	0
Ddo	83.000000	166	0	0
Commd9	83.000000	166	0	0
Cldnd2	83.000000	166	0	0
Ccdc25	83.000000	166	0	0
Arhgap26	83.000000	0	166	0
Akr1a1	83.000000	166	0	0
Tbx18	82.500000	165	0	0
Tarbp2	82.500000	165	0	0
Rps6	82.500000	165	0	0
Rnf19a	82.500000	165	0	0
Rag2	82.500000	165	0	0
Pdgfra	82.500000	165	0	0
Mtarc1	82.500000	165	0	0
Mgst3	82.500000	165	0	0
Map3k12	82.500000	165	0	0
Kctd7	82.500000	165	0	0
Iftap	82.500000	165	0	0
Gys2	82.500000	165	0	0
Cfd	82.500000	165	0	0
Ces4a	82.500000	165	0	0
Ccdc3	82.500000	165	0	0
Borcs7	82.500000	165	0	0
Bloc1s4	82.500000	0	165	0
Bcr	82.500000	165	0	0
B3gnt2	82.500000	165	0	0
Zfp354c	82.000000	164	0	0
Ttc33	82.000000	164	0	0
Trim13	82.000000	164	0	0
Tmem260	82.000000	164	0	0
Tmem182	82.000000	164	0	0
Taf1a	82.000000	164	0	0
Syn1	82.000000	0	164	0
Srprb	82.000000	164	0	0
Slfn2	82.000000	0	164	0
Rnf141	82.000000	0	164	0
Pnpla6	82.000000	164	0	0
Pank1	82.000000	164	0	0
Nav2	82.000000	164	0	0
Mgat5b	82.000000	164	0	0
Mapkbp1	82.000000	164	0	0
Lsm6	82.000000	164	0	0
Lsm2	82.000000	164	0	0
Hoxa13	82.000000	164	0	0
Higd1b	82.000000	164	0	0
Habp4	82.000000	164	0	0
H2-L	82.000000	164	0	0
H2-D1	82.000000	164	0	0
Gtpbp3	82.000000	164	0	0
Gpatch3	82.000000	164	0	0
Gm17455	82.000000	164	0	0
Fbxo32	82.000000	164	0	0
Ephb3	82.000000	164	0	0
Eaf2	82.000000	164	0	0
Cpeb1	82.000000	164	0	0
Cox16	82.000000	164	0	0
Cfap46	82.000000	164	0	0
Cenph	82.000000	164	0	0
Cct8l1	82.000000	0	164	0
Ap1m2	82.000000	164	0	0
Ano8	82.000000	164	0	0
Aadacl2fm1	82.000000	164	0	0
4930578I06Rik	82.000000	164	0	0
Zfp825	81.500000	163	0	0
Zfp386	81.500000	163	0	0
Zbtb22	81.500000	163	0	0
Vpreb1	81.500000	163	0	0
Upk3bl	81.500000	163	0	0
Txn2	81.500000	163	0	0
Top3b	81.500000	163	0	0
Tmem170	81.500000	163	0	0
Tlr4	81.500000	163	0	0
Tapbp	81.500000	163	0	0
Sra1	81.500000	163	0	0
Rbm8a	81.500000	163	0	0
Ptgfr	81.500000	163	0	0
Psat1	81.500000	163	0	0
Pold1	81.500000	163	0	0
Nr1h2	81.500000	163	0	0
Map4k1	81.500000	163	0	0
Eif4ebp3	81.500000	163	0	0
Eif3k	81.500000	163	0	0
Cast	81.500000	163	0	0
Aggf1	81.500000	163	0	0
3830406C13Rik	81.500000	163	0	0
Zfp790	81.000000	162	0	0
Trim46	81.000000	162	0	0
Tkfc	81.000000	162	0	0
Teddm1a	81.000000	162	0	0
Tctex1d2	81.000000	162	0	0
Stx1a	81.000000	162	0	0
St3gal2	81.000000	162	0	0
Srcap	81.000000	162	0	0
Sh3bp5	81.000000	75	87	0
Ppp1r7	81.000000	162	0	0
Pola2	81.000000	162	0	0
Pask	81.000000	162	0	0
Ost4	81.000000	162	0	0
Nol11	81.000000	162	0	0
Nfkbiz	81.000000	162	0	0
Mfrp	81.000000	162	0	0
Lime1	81.000000	162	0	0
Lgals3bp	81.000000	162	0	0
Lamb2	81.000000	162	0	0
Krtcap2	81.000000	162	0	0
Kbtbd12	81.000000	162	0	0
Hexim1	81.000000	162	0	0
H2az2	81.000000	162	0	0
Fam98a	81.000000	162	0	0
Ddb1	81.000000	162	0	0
Cyp26b1	81.000000	162	0	0
Cnksr3	81.000000	162	0	0
Cd2ap	81.000000	0	162	0
C1qtnf5	81.000000	162	0	0
Ankar	81.000000	0	162	0
Usp5	80.500000	161	0	0
Them4	80.500000	161	0	0
Taf13	80.500000	161	0	0
Scarb1	80.500000	161	0	0
Kpna6	80.500000	161	0	0
Hnrnpa3	80.500000	0	161	0
Hfe	80.500000	161	0	0
Hdac11	80.500000	161	0	0
Gins3	80.500000	161	0	0
Ebag9	80.500000	161	0	0
Derl1	80.500000	161	0	0
Cdca3	80.500000	161	0	0
Car1	80.500000	161	0	0
Ado	80.500000	161	0	0
Zfp934	80.000000	160	0	0
Wbp4	80.000000	160	0	0
Uhrf1bp1	80.000000	160	0	0
Tmem198b	80.000000	160	0	0
Tex261	80.000000	160	0	0
Reep5	80.000000	160	0	0
Recql4	80.000000	160	0	0
Ralgds	80.000000	160	0	0
Ppp4r2	80.000000	160	0	0
Pbx1	80.000000	160	0	0
Nr1h3	80.000000	160	0	0
Nprl2	80.000000	160	0	0
Lrrc14	80.000000	160	0	0
Lhfpl5	80.000000	160	0	0
Ldhb	80.000000	160	0	0
Endou	80.000000	160	0	0
Elp1	80.000000	0	160	0
Elf1	80.000000	160	0	0
Dnajc14	80.000000	160	0	0
Cyb561d2	80.000000	160	0	0
Ccdc124	80.000000	0	160	0
Apobec1	80.000000	160	0	0
Adamtsl4	80.000000	160	0	0
Adam19	80.000000	160	0	0
Abitram	80.000000	0	160	0
1700067K01Rik	80.000000	160	0	0
Vps33b	79.500000	159	0	0
Tor1aip2	79.500000	159	0	0
Tor1aip1	79.500000	159	0	0
Taf8	79.500000	159	0	0
Stk11ip	79.500000	159	0	0
Srsf1	79.500000	0	159	0
Smpd3	79.500000	159	0	0
Slc50a1	79.500000	159	0	0
Slc16a13	79.500000	159	0	0
Rpusd3	79.500000	159	0	0
Rps12	79.500000	159	0	0
Pten	79.500000	159	0	0
Pramel12	79.500000	159	0	0
Pom121	79.500000	0	159	0
Pcnx	79.500000	159	0	0
Mrpl48	79.500000	159	0	0
Letm1	79.500000	159	0	0
Lamc1	79.500000	159	0	0
Fanci	79.500000	159	0	0
Dpm3	79.500000	159	0	0
Baalc	79.500000	159	0	0
Arrdc3	79.500000	159	0	0
Abhd17c	79.500000	159	0	0
Wdr45b	79.000000	0	158	0
Vamp4	79.000000	0	158	0
Urm1	79.000000	158	0	0
Tmem106c	79.000000	158	0	0
Tex2	79.000000	158	0	0
Ppp1r15b	79.000000	0	158	0
Olfr98	79.000000	158	0	0
Ndfip1	79.000000	158	0	0
Mxra8	79.000000	158	0	0
Mterf4	79.000000	158	0	0
Mrps30	79.000000	158	0	0
Mrpl9	79.000000	158	0	0
Mocs1	79.000000	158	0	0
Mapre1	79.000000	0	158	0
Mapk7	79.000000	158	0	0
Gstm1	79.000000	158	0	0
Gm2a	79.000000	158	0	0
Gabpa	79.000000	158	0	0
Cetn3	79.000000	158	0	0
Cav1	79.000000	158	0	0
Atp5j	79.000000	158	0	0
Ankrd2	79.000000	158	0	0
Aacs	79.000000	158	0	0
Wscd2	78.500000	157	0	0
Tyw3	78.500000	157	0	0
Spg21	78.500000	157	0	0
S100a4	78.500000	157	0	0
Rbm47	78.500000	157	0	0
Rab7b	78.500000	0	157	0
Nt5c3	78.500000	157	0	0
Mrpl33	78.500000	157	0	0
Mettl27	78.500000	157	0	0
Lhx3	78.500000	157	0	0
Lgals12	78.500000	157	0	0
Cryz	78.500000	157	0	0
4930453N24Rik	78.500000	157	0	0
1700034E13Rik	78.500000	157	0	0
Zbtb20	78.000000	156	0	0
Trp63	78.000000	156	0	0
Tpd52l2	78.000000	156	0	0
Tmem129	78.000000	156	0	0
Timm50	78.000000	156	0	0
Tbcc	78.000000	156	0	0
Tacc3	78.000000	156	0	0
Srf	78.000000	156	0	0
Slc5a5	78.000000	156	0	0
Rps5	78.000000	156	0	0
Rpl18a	78.000000	156	0	0
Rnpc3	78.000000	156	0	0
Rbm5	78.000000	156	0	0
Prkar1b	78.000000	156	0	0
Ppid	78.000000	156	0	0
Pla2g6	78.000000	156	0	0
Pdlim4	78.000000	156	0	0
Myh10	78.000000	0	156	0
Msantd4	78.000000	156	0	0
Mief1	78.000000	156	0	0
Kif16b	78.000000	156	0	0
Insig1	78.000000	156	0	0
Htatip2	78.000000	156	0	0
Hpgd	78.000000	156	0	0
Gpr19	78.000000	156	0	0
Golga7	78.000000	0	156	0
Gnai3	78.000000	156	0	0
Fam43a	78.000000	156	0	0
Dnaaf5	78.000000	156	0	0
Commd2	78.000000	156	0	0
Cebpd	78.000000	156	0	0
Acox2	78.000000	156	0	0
Abhd16b	78.000000	156	0	0
Zfp932	77.500000	155	0	0
Zfp760	77.500000	155	0	0
Xab2	77.500000	155	0	0
Wdr53	77.500000	0	155	0
Tmc3	77.500000	155	0	0
Tars	77.500000	155	0	0
Snx12	77.500000	0	155	0
Sesn3	77.500000	155	0	0
S100a13	77.500000	155	0	0
S100a1	77.500000	155	0	0
Rnaseh2c	77.500000	155	0	0
Riok1	77.500000	155	0	0
Ppp1r3d	77.500000	155	0	0
Pet100	77.500000	155	0	0
Pcp2	77.500000	155	0	0
Numa1	77.500000	155	0	0
Hps5	77.500000	0	155	0
Gtf2h1	77.500000	0	155	0
Gpx4	77.500000	155	0	0
Gbp11	77.500000	155	0	0
Fbxo45	77.500000	0	155	0
Fam217b	77.500000	155	0	0
Dpy19l4	77.500000	155	0	0
Chtop	77.500000	155	0	0
Cela1	77.500000	155	0	0
Cage1	77.500000	155	0	0
Arhgap32	77.500000	155	0	0
Zfp12	77.000000	154	0	0
Tpx2	77.000000	154	0	0
Sult1a1	77.000000	154	0	0
Slc25a42	77.000000	154	0	0
Ptpn6	77.000000	154	0	0
Pms2	77.000000	154	0	0
Ninl	77.000000	154	0	0
Lig4	77.000000	154	0	0
Ice2	77.000000	0	154	0
Grcc10	77.000000	154	0	0
Gpx1	77.000000	154	0	0
Fzd2	77.000000	154	0	0
Dusp8	77.000000	0	154	0
Dtwd2	77.000000	154	0	0
Cdc14a	77.000000	154	0	0
Aimp2	77.000000	154	0	0
Abhd13	77.000000	154	0	0
Zfp563	76.500000	153	0	0
Zbtb45	76.500000	153	0	0
Ucp3	76.500000	153	0	0
Szt2	76.500000	153	0	0
Stk11	76.500000	153	0	0
Snrnp70	76.500000	153	0	0
Slc25a17	76.500000	153	0	0
Sec23b	76.500000	153	0	0
Scrt1	76.500000	0	153	0
Relb	76.500000	153	0	0
Ptpn11	76.500000	153	0	0
Mettl9	76.500000	153	0	0
Mertk	76.500000	153	0	0
Med8	76.500000	153	0	0
Lrtm1	76.500000	153	0	0
Glrx	76.500000	153	0	0
Fn3krp	76.500000	153	0	0
Fam120b	76.500000	153	0	0
Ebna1bp2	76.500000	153	0	0
Cyth2	76.500000	153	0	0
Cfap57	76.500000	153	0	0
BC028528	76.500000	153	0	0
Arrdc2	76.500000	153	0	0
Armc9	76.500000	153	0	0
Aph1a	76.500000	153	0	0
Alkbh5	76.500000	153	0	0
Abcf1	76.500000	0	153	0
Wdr89	76.000000	152	0	0
Vill	76.000000	152	0	0
Upp1	76.000000	152	0	0
Ugt1a6a	76.000000	152	0	0
Ube2r2	76.000000	152	0	0
Tuba1a	76.000000	152	0	0
Trcg1	76.000000	152	0	0
Tmem88b	76.000000	152	0	0
Tial1	76.000000	152	0	0
Spon2	76.000000	152	0	0
Snx16	76.000000	152	0	0
Shmt2	76.000000	152	0	0
Senp8	76.000000	152	0	0
Scd1	76.000000	152	0	0
Reg4	76.000000	152	0	0
Ramac	76.000000	152	0	0
Ptprs	76.000000	0	152	0
Pomgnt2	76.000000	152	0	0
Plekhb1	76.000000	152	0	0
Onecut3	76.000000	152	0	0
Npm2	76.000000	152	0	0
Neu3	76.000000	152	0	0
Myo9a	76.000000	152	0	0
Mtpap	76.000000	152	0	0
Kti12	76.000000	152	0	0
H2-T-ps	76.000000	152	0	0
Got2	76.000000	152	0	0
Gbx1	76.000000	152	0	0
Edem3	76.000000	152	0	0
Cradd	76.000000	152	0	0
Cacng3	76.000000	152	0	0
Bst2	76.000000	152	0	0
Bdkrb2	76.000000	152	0	0
Bace1	76.000000	152	0	0
Atg9b	76.000000	152	0	0
Ankrd65	76.000000	152	0	0
Ankrd27	76.000000	152	0	0
Adamts8	76.000000	152	0	0
Abcb8	76.000000	152	0	0
Abca9	76.000000	152	0	0
Wbp2	75.500000	151	0	0
Umps	75.500000	0	151	0
Thsd7a	75.500000	151	0	0
Thrsp	75.500000	151	0	0
Tbc1d12	75.500000	151	0	0
St3gal3	75.500000	151	0	0
Rpl11	75.500000	151	0	0
Ralgapa2	75.500000	151	0	0
Piezo1	75.500000	151	0	0
Pate1	75.500000	0	151	0
Pak6	75.500000	151	0	0
Nsun3	75.500000	151	0	0
Neurl1a	75.500000	0	151	0
Ndc1	75.500000	151	0	0
Mycbp2	75.500000	151	0	0
Mroh2a	75.500000	151	0	0
Lyl1	75.500000	151	0	0
Irs1	75.500000	151	0	0
Gde1	75.500000	151	0	0
Ell	75.500000	151	0	0
Egr1	75.500000	151	0	0
Cdo1	75.500000	151	0	0
Cavin1	75.500000	151	0	0
Bsg	75.500000	151	0	0
Atg16l1	75.500000	0	151	0
Api5	75.500000	151	0	0
Acta1	75.500000	151	0	0
Zfp945	75.000000	150	0	0
Zbtb5	75.000000	150	0	0
Vars	75.000000	150	0	0
Tpk1	75.000000	0	150	0
Sp1	75.000000	150	0	0
Shc1	75.000000	150	0	0
Rbpj	75.000000	150	0	0
Rarres2	75.000000	150	0	0
Ralbp1	75.000000	150	0	0
Rab3il1	75.000000	150	0	0
Qars	75.000000	150	0	0
Psmd11	75.000000	150	0	0
Poc1a	75.000000	150	0	0
Papss2	75.000000	150	0	0
Mgat4d	75.000000	150	0	0
Kif5c	75.000000	0	150	0
Jag1	75.000000	150	0	0
Immp1l	75.000000	150	0	0
Hpx	75.000000	150	0	0
Fkbp9	75.000000	150	0	0
Fdft1	75.000000	150	0	0
Elp4	75.000000	150	0	0
Eif4a1	75.000000	150	0	0
Dph2	75.000000	150	0	0
D17H6S56E-5	75.000000	150	0	0
Cks1b	75.000000	150	0	0
Ccs	75.000000	150	0	0
Ccdc87	75.000000	150	0	0
C9orf72	75.000000	150	0	0
Atp6v0b	75.000000	150	0	0
Arhgap29	75.000000	150	0	0
Akap8	75.000000	150	0	0
Zranb2	74.500000	149	0	0
Zfp949	74.500000	149	0	0
Zfp474	74.500000	149	0	0
Tpm1	74.500000	149	0	0
Rpl23	74.500000	149	0	0
Rgs3	74.500000	149	0	0
Rab5c	74.500000	149	0	0
Pik3ca	74.500000	149	0	0
Ncam1	74.500000	149	0	0
Mia2	74.500000	149	0	0
Larp4b	74.500000	149	0	0
Hrob	74.500000	149	0	0
Hif3a	74.500000	149	0	0
Gpbp1	74.500000	149	0	0
Gli3	74.500000	0	149	0
Fam76a	74.500000	149	0	0
Eif2ak3	74.500000	149	0	0
Dusp19	74.500000	149	0	0
Dok4	74.500000	149	0	0
Cyp4f13	74.500000	149	0	0
Cox8b	74.500000	149	0	0
Clec7a	74.500000	149	0	0
Cd7	74.500000	149	0	0
Bicra	74.500000	149	0	0
Aebp1	74.500000	149	0	0
Abhd10	74.500000	149	0	0
Abcb9	74.500000	149	0	0
0610009B22Rik	74.500000	149	0	0
Zfp598	74.000000	148	0	0
Zfp53	74.000000	148	0	0
Trim25	74.000000	0	148	0
Topbp1	74.000000	0	148	0
Tnk2	74.000000	148	0	0
Sgk2	74.000000	148	0	0
Scyl1	74.000000	148	0	0
Prrc1	74.000000	148	0	0
Mybpc3	74.000000	148	0	0
Mt2	74.000000	148	0	0
Inip	74.000000	148	0	0
Gpr162	74.000000	148	0	0
Golim4	74.000000	148	0	0
Gm14322	74.000000	148	0	0
Fam110b	74.000000	148	0	0
Ephx1	74.000000	148	0	0
Dip2b	74.000000	148	0	0
Chmp4b	74.000000	148	0	0
Cep55	74.000000	148	0	0
Cdk20	74.000000	148	0	0
Atp13a1	74.000000	148	0	0
Atad1	74.000000	148	0	0
Ap3d1	74.000000	148	0	0
Tmem256	73.500000	147	0	0
Snapc1	73.500000	147	0	0
Slc44a1	73.500000	147	0	0
Slc29a1	73.500000	147	0	0
Shroom3	73.500000	147	0	0
Prcp	73.500000	147	0	0
Plec	73.500000	147	0	0
Plcd1	73.500000	147	0	0
Orai2	73.500000	147	0	0
Oip5	73.500000	147	0	0
Nusap1	73.500000	147	0	0
Nup188	73.500000	147	0	0
Nlgn2	73.500000	147	0	0
Mymx	73.500000	147	0	0
Marveld1	73.500000	147	0	0
Lamtor4	73.500000	147	0	0
Jmjd1c	73.500000	147	0	0
Ift74	73.500000	147	0	0
Hmgn1	73.500000	147	0	0
Gltpd2	73.500000	147	0	0
Fbxo4	73.500000	147	0	0
Dolk	73.500000	147	0	0
Ddias	73.500000	147	0	0
Csad	73.500000	147	0	0
Ccdc158	73.500000	147	0	0
Bicd2	73.500000	147	0	0
Atp23	73.500000	147	0	0
Xrn1	73.000000	146	0	0
U2af2	73.000000	146	0	0
Trpd52l3	73.000000	146	0	0
Trim47	73.000000	146	0	0
Ten1	73.000000	146	0	0
Slc15a1	73.000000	146	0	0
Rad21	73.000000	146	0	0
Nek9	73.000000	146	0	0
