Target_genes	Tfcp2l1|Average	SRX9345864|ES_cells	SRX9345866|ES_cells	SRX2229890|Kidney	STRING
Slc16a6	875.333333	1330	1089	207	0
Tspan32	874.666667	1254	1370	0	0
Smim34	872.000000	1327	1289	0	0
Lnpk	872.000000	1434	1182	0	0
Srf	871.666667	1275	1340	0	0
Hspa5	871.666667	1493	1122	0	0
Tuft1	871.333333	1297	1317	0	0
Tnks2	871.333333	1539	1075	0	0
Son	871.333333	1484	1130	0	0
Gm36712	871.333333	1484	1130	0	0
Gart	871.333333	1484	1130	0	0
Arf6	871.333333	1352	1262	0	0
Gpn2	870.666667	1297	1315	0	0
Cpeb3	869.666667	1217	1392	0	0
Dapk1	869.000000	1647	960	0	0
Atmin	868.666667	1410	1196	0	0
Zap70	868.000000	1228	1376	0	0
Nynrin	868.000000	1418	1186	0	0
Usp35	867.666667	1604	999	0	0
Nr5a2	867.666667	1448	1155	0	0
Kctd21	867.666667	1604	999	0	0
Bmf	867.333333	1344	1258	0	0
Lrp12	867.000000	1712	889	0	0
Zfp469	866.666667	1620	980	0	0
Mtf1	866.666667	1577	1023	0	0
Fam122b	865.666667	1155	1442	0	0
Tprn	864.666667	1401	1193	0	0
Gps2	863.666667	1460	1131	0	0
Slc3a2	863.333333	1429	1161	0	0
Tex26	862.666667	1416	1172	0	0
Dab2ip	862.666667	1632	956	0	0
Dedd	862.000000	1374	1212	0	0
Use1	860.666667	1208	1374	0	0
Ocel1	860.666667	1208	1374	0	0
Nfkbiz	860.666667	1447	1135	0	0
Klf15	860.666667	1302	1280	0	0
Nme1	859.666667	1702	877	0	0
Fam117a	859.666667	1595	984	0	0
Ercc2	859.333333	1462	1116	0	0
Mex3a	858.000000	1173	1401	0	0
Arl15	858.000000	1600	974	0	0
Sppl2a	857.666667	1838	735	0	0
Jmjd1c	857.666667	1542	1031	0	0
Ndrg3	856.666667	1358	1212	0	0
Ppil1	854.666667	1535	1029	0	0
BC004004	854.666667	1535	1029	0	0
Slc43a2	853.333333	1060	1185	315	0
Hivep3	853.333333	1191	1369	0	0
Susd2	853.000000	1017	1542	0	0
Pfkm	851.666667	1387	1168	0	0
Nfe2l2	851.666667	1616	939	0	0
Zfp980	851.333333	1183	1371	0	0
Hivep1	851.333333	1248	1306	0	0
Mif	851.000000	1803	750	0	0
Stk38l	850.666667	1438	1114	0	0
Eif2b5	850.666667	1535	1017	0	0
Cmas	850.333333	1222	1329	0	0
6330403K07Rik	850.333333	1586	965	0	0
Kcnh3	849.666667	1362	1187	0	0
Cdc42ep4	849.333333	1470	1078	0	0
Rnasek	848.666667	1341	1205	0	0
0610010K14Rik	848.666667	1341	1205	0	0
Neurog1	848.333333	1307	1238	0	0
Usp8	848.000000	1510	1034	0	0
Lypla1	848.000000	1315	1229	0	0
Zfp947	847.000000	1258	1283	0	0
Arhgap45	845.666667	1315	1222	0	0
Ino80e	845.333333	1294	1242	0	0
Hirip3	845.333333	1294	1242	0	0
Zfp398	845.000000	1484	1051	0	0
Cacna1a	844.333333	1259	1274	0	0
Bbs10	844.333333	1275	1258	0	0
Slc25a11	843.666667	1313	1218	0	0
Rnf167	843.666667	1313	1218	0	0
Iws1	843.666667	1228	1303	0	0
Cldn34d	843.666667	928	1291	312	0
Atad2b	842.000000	1089	1437	0	0
Tmem203	838.333333	1495	1020	0	0
Ndor1	838.333333	1495	1020	0	0
Mef2d	838.333333	1575	940	0	0
Arhgap12	838.000000	1338	1176	0	0
Ank2	837.666667	1290	1223	0	0
Tmem40	836.666667	2003	507	0	0
Pycard	836.666667	1084	1426	0	0
Xpnpep3	836.333333	1534	975	0	0
St13	836.333333	1534	975	0	0
Tinagl1	835.666667	1330	1177	0	0
Nub1	833.333333	1284	1216	0	0
Wnt10a	833.000000	1555	944	0	0
Trim36	833.000000	1488	1011	0	0
Zfp600	831.666667	1211	1284	0	0
Smad7	831.666667	1337	1158	0	0
Slc25a10	831.666667	1239	1256	0	0
Mrpl12	831.666667	1239	1256	0	0
Zfp36l2	831.000000	1169	1324	0	0
Nadk2	831.000000	1435	1058	0	0
Npepps	830.666667	1303	1189	0	0
Fmn1	830.666667	1296	1196	0	0
Ttpal	830.000000	1414	1076	0	0
Gsta4	828.000000	1302	1182	0	0
Usp48	827.333333	1492	990	0	0
Tert	827.000000	1336	1145	0	0
Muc1	827.000000	1290	1191	0	0
Zfp217	826.666667	1090	1390	0	0
Cenpf	826.000000	1445	1033	0	0
Zfp821	824.666667	1451	1023	0	0
Ist1	824.666667	1451	1023	0	0
Rab1a	823.666667	1239	1232	0	0
Nid2	823.666667	1512	959	0	0
Alk	823.666667	1514	957	0	0
Usp29	820.666667	1197	1265	0	0
Peg3	820.666667	1197	1265	0	0
Slc30a10	819.333333	1215	1243	0	0
Klk9	819.333333	1179	1279	0	0
Olfr873	819.000000	1125	1332	0	0
Dennd2c	819.000000	1461	996	0	0
Atp6v1fnb	819.000000	1303	1154	0	0
Atp6v1f	819.000000	1303	1154	0	0
Mansc4	818.666667	1497	959	0	0
Fank1	818.000000	1242	1212	0	0
Fcho2	817.666667	1588	865	0	0
Zfp954	815.000000	1298	1147	0	0
Rsph9	814.666667	1296	1148	0	0
Ints6l	814.666667	1352	1092	0	0
Foxq1	814.000000	1394	1048	0	0
Tasor	812.333333	1419	1018	0	0
Mpzl2	812.333333	1532	905	0	0
Abca3	812.333333	1435	1002	0	0
Abca17	812.333333	1435	1002	0	0
Rhou	811.666667	1124	1311	0	0
C1qtnf9	808.333333	977	1448	0	0
Pi4k2a	807.333333	1046	1376	0	0
Gad2	807.000000	1476	945	0	0
Tsc22d1	804.666667	1322	1092	0	0
Slc1a5	804.666667	1159	1255	0	0
Insl3	804.333333	1461	952	0	0
Bcan	803.666667	1674	737	0	0
Sparc	802.000000	1458	948	0	0
Pdcl2	801.666667	1317	1088	0	0
Lyn	801.000000	1579	824	0	0
Nodal	800.333333	1027	1374	0	0
Zfp3	800.000000	1292	1108	0	0
Tmem120a	800.000000	1013	1387	0	0
Sox17	800.000000	1035	1365	0	0
Timm8b	799.333333	1101	1297	0	0
Sdhd	799.333333	1101	1297	0	0
Capn11	799.333333	1574	824	0	0
Mapk4	799.000000	1263	1134	0	0
Vwa3a	798.666667	1329	1067	0	0
Frmd4a	797.666667	1333	1060	0	0
Muc13	797.333333	1117	1275	0	0
Krt8	797.333333	1316	1076	0	0
Cyp8b1	797.333333	1040	1352	0	0
Fam102a	796.666667	1238	1152	0	0
Plet1	796.333333	1181	1208	0	0
Hes1	796.333333	1072	1317	0	0
Gstm7	796.333333	1328	1061	0	0
Ccer2	796.333333	1299	1090	0	0
Evi5	796.000000	1235	1153	0	0
Wdr5	795.000000	1140	1245	0	0
Trpm4	794.333333	1258	1125	0	0
Scarf1	794.333333	1381	1002	0	0
Rilp	794.333333	1381	1002	0	0
Hrc	794.333333	1258	1125	0	0
Slc26a11	792.666667	1703	675	0	0
Sgsh	792.666667	1703	675	0	0
Sdc3	792.666667	1362	1016	0	0
Anxa11	792.666667	1524	854	0	0
Tcam1	791.000000	1092	1281	0	0
Smarcd2	791.000000	1092	1281	0	0
Cebpe	791.000000	1271	1102	0	0
Apc	790.666667	1402	970	0	0
Gli2	789.333333	1477	891	0	0
Crip3	789.333333	1071	1297	0	0
Mov10	789.000000	1484	883	0	0
Mycn	788.333333	1087	1278	0	0
Osgep	786.000000	1496	862	0	0
Apex1	786.000000	1496	862	0	0
Vax2	784.000000	1326	1026	0	0
Slc35e1	783.333333	1279	1071	0	0
Btaf1	781.666667	1150	1195	0	0
Jak3	781.333333	1197	1147	0	0
Tmem132c	781.000000	1322	1021	0	0
Gclc	781.000000	897	1446	0	0
Zfp961	780.666667	1221	1121	0	0
Tfeb	780.000000	1051	952	337	0
Spib	779.666667	1364	975	0	0
Smim4	779.666667	1191	1148	0	0
Nt5dc2	779.666667	1191	1148	0	0
Mybpc2	779.666667	1364	975	0	0
Lrrc8a	779.666667	1226	1113	0	0
Trnau1ap	778.666667	1253	1083	0	0
Sulf2	778.333333	1440	895	0	0
Stip1	777.666667	1099	1234	0	0
Hexb	777.666667	1191	1142	0	0
Cfap45	777.333333	1079	1253	0	0
Hmbs	777.000000	1349	982	0	0
Ifitm10	776.666667	1314	1016	0	0
Tpst2	776.333333	1517	812	0	0
Cndp1	776.000000	1034	1294	0	0
Cox6b2	775.333333	1116	1210	0	0
Prss27	775.000000	1303	1022	0	0
Chmp6	775.000000	1649	676	0	0
Nr2f2	774.666667	1358	966	0	0
Actr3	774.333333	1153	1170	0	0
Ngfr	773.666667	1136	1185	0	0
Hadhb	773.666667	1472	849	0	0
Hadha	773.666667	1472	849	0	0
Ccm2	773.666667	1526	795	0	0
Mrpl38	773.333333	1215	1105	0	0
Ywhag	773.000000	1321	998	0	0
Pdia5	772.333333	1205	1112	0	0
Slc27a3	772.000000	1599	717	0	0
Chrm4	771.000000	1149	1164	0	0
Spry4	770.333333	1415	896	0	0
Atp12a	770.333333	1592	719	0	0
Hmcn2	770.000000	1442	868	0	0
Ptpdc1	769.000000	1394	913	0	0
Med16	769.000000	966	1341	0	0
Ccng2	768.666667	1350	956	0	0
Ubc	766.000000	1422	876	0	0
Mab21l4	766.000000	1285	1013	0	0
Car3	765.333333	1124	1172	0	0
Ccdc68	765.000000	1349	946	0	0
Foxo6	764.333333	1209	1084	0	0
Hexim1	764.000000	1098	1194	0	0
Clybl	764.000000	1535	757	0	0
Cyp2f2	763.666667	1182	1109	0	0
Odf2	763.333333	1594	696	0	0
Mmd2	762.000000	1486	800	0	0
Zfp990	761.000000	1179	1104	0	0
Rbmxl2	760.000000	1573	707	0	0
4930453N24Rik	758.666667	1497	779	0	0
Specc1	758.000000	1386	888	0	0
Shisal2a	757.333333	1089	1183	0	0
Prune1	755.000000	1232	1033	0	0
Nova1	755.000000	1518	747	0	0
Mindy1	755.000000	1232	1033	0	0
Cadps2	755.000000	1348	917	0	0
Rell1	754.333333	1181	1082	0	0
H1f0	754.000000	1064	1198	0	0
Gcat	754.000000	1064	1198	0	0
Cep128	753.666667	941	1320	0	0
Cldn7	752.333333	1172	1085	0	0
Zfp825	752.000000	1209	1047	0	0
Fxyd2	752.000000	1307	949	0	0
Arl13b	752.000000	1173	1083	0	0
Spsb4	750.333333	1260	991	0	0
Slc25a42	750.333333	1160	1091	0	0
Mtmr11	750.000000	1275	975	0	0
Zfp64	749.666667	1269	980	0	0
Strada	748.333333	1173	1072	0	0
Ppp1r16a	748.333333	1462	783	0	0
Foxh1	748.333333	1462	783	0	0
Rest	747.666667	1338	905	0	0
Icam5	747.666667	997	1246	0	0
Nav1	747.000000	1301	940	0	0
Cuedc1	746.333333	1398	841	0	0
Tpsg1	745.333333	1160	1076	0	0
Tpsb2	745.333333	1160	1076	0	0
Cpt1a	745.333333	1097	1139	0	0
Osr2	745.000000	1039	1196	0	0
H2-Ab1	745.000000	1232	1003	0	0
Chmp4c	745.000000	1214	1021	0	0
Plekha7	744.666667	915	1319	0	0
Ddah2	744.000000	1187	1045	0	0
Peli1	743.666667	1276	955	0	0
Ikzf5	743.333333	1025	1205	0	0
Acadsb	743.333333	1025	1205	0	0
Fam160b1	743.000000	1045	1184	0	0
Cryba2	743.000000	1589	640	0	0
Dkk3	742.666667	1280	948	0	0
Dram2	742.333333	1222	1005	0	0
Cept1	742.333333	1222	1005	0	0
Trim47	742.000000	1267	959	0	0
Cbx5	742.000000	1231	995	0	0
Fxyd4	741.666667	963	1262	0	0
Palm3	740.666667	1320	902	0	0
Spns3	740.333333	1284	937	0	0
Bola1	740.333333	1244	977	0	0
H6pd	739.666667	1349	870	0	0
Gm20939	739.666667	1286	933	0	0
Gfra3	739.666667	1111	1108	0	0
Pcmt1	739.000000	1250	967	0	0
Lats1	739.000000	1250	967	0	0
Rars	738.666667	1343	873	0	0
Ppdpf	738.666667	1475	741	0	0
Cr2	737.666667	1358	855	0	0
Xkr8	737.333333	1137	1075	0	0
Thap11	737.333333	1077	1135	0	0
Nhlh1	737.333333	1089	1123	0	0
Kif3c	737.333333	1343	869	0	0
Ddx49	737.333333	1420	792	0	0
Cope	737.333333	1420	792	0	0
Cenpt	737.333333	1077	1135	0	0
Nacc2	736.333333	1350	859	0	0
Oxr1	735.666667	1370	837	0	0
Mars2	735.333333	1445	761	0	0
G0s2	735.333333	1221	985	0	0
Arfgap2	735.333333	1436	770	0	0
Trim2	735.000000	1188	1017	0	0
Rnf44	734.666667	1404	800	0	0
Poli	733.666667	949	1252	0	0
Nipsnap2	733.000000	1125	1074	0	0
Lhx3	732.666667	1244	954	0	0
Spp1	732.333333	1113	1084	0	0
Rcan1	732.333333	1203	994	0	0
Pou5f1	731.333333	1182	1012	0	0
Dctn1	731.000000	1254	939	0	0
Fam189a1	730.666667	960	1232	0	0
Arhgef19	730.333333	1656	535	0	0
Gipc1	730.000000	1243	947	0	0
Zfp534	729.666667	1165	1024	0	0
Deptor	729.666667	1074	1115	0	0
Ctnnal1	729.666667	1442	747	0	0
Pigyl	729.000000	1348	839	0	0
Hapln4	729.000000	1363	824	0	0
Trappc4	728.000000	1106	1078	0	0
Rps25	728.000000	1106	1078	0	0
Pdxk	728.000000	1222	962	0	0
Kif16b	728.000000	1195	989	0	0
Pla2g5	727.666667	1524	659	0	0
Pip4k2c	727.666667	1152	1031	0	0
Efemp1	727.666667	1213	970	0	0
Adgra2	727.333333	1235	947	0	0
Slc6a8	727.000000	1202	979	0	0
Ppp1ccb	727.000000	1046	1135	0	0
Ppp1cc	727.000000	1046	1135	0	0
Pitpnm1	726.666667	1001	1179	0	0
Cdk2ap2	726.666667	1001	1179	0	0
Atg5	726.666667	1319	861	0	0
Sult5a1	726.333333	1129	1050	0	0
Sertad2	726.000000	1231	947	0	0
Ntmt1	725.000000	1412	763	0	0
Tcp1	724.333333	1022	1151	0	0
Mrpl18	724.333333	1022	1151	0	0
Aplnr	724.000000	1149	1023	0	0
Shroom2	723.333333	1431	739	0	0
Plac1	723.333333	1184	986	0	0
Asphd2	723.333333	1390	780	0	0
Polg	722.666667	1302	866	0	0
Opalin	722.666667	1016	1152	0	0
Mmp2	722.333333	1494	673	0	0
Pram1	721.666667	753	1412	0	0
Scyl3	721.000000	1268	895	0	0
Rsph1	719.666667	1239	920	0	0
Prep	719.333333	952	1206	0	0
Rcn3	718.333333	1555	600	0	0
Adam15	718.000000	948	1206	0	0
Mpp7	717.666667	998	1155	0	0
Bcar1	717.666667	1431	722	0	0
Rgs9	717.333333	1257	895	0	0
Arhgef18	717.000000	1083	1068	0	0
Slc25a39	716.333333	1350	799	0	0
Zfp592	715.000000	1470	675	0	0
Map3k7cl	714.666667	1120	1024	0	0
Ilf2	714.666667	1306	838	0	0
A4galt	714.666667	1265	879	0	0
Rbp2	714.333333	973	1170	0	0
Nagk	714.000000	1101	1041	0	0
Il33	713.666667	1103	1038	0	0
Dnajc27	713.000000	1223	916	0	0
Wasf3	712.666667	970	1168	0	0
S100a11	712.333333	1034	1103	0	0
Trim12a	712.000000	1129	1007	0	0
Prkd2	711.333333	1020	1114	0	0
Zfp987	710.666667	1104	1028	0	0
Gtf2i	710.666667	1094	1038	0	0
Epb41l1	709.333333	909	1219	0	0
Ano6	708.666667	1377	749	0	0
Zfp651	708.333333	879	1246	0	0
Mcph1	707.666667	1631	492	0	0
H4c4	707.333333	1208	914	0	0
H3c4	707.333333	1208	914	0	0
H2bc7	707.333333	1208	914	0	0
H2ac7	707.333333	1208	914	0	0
Ntf5	706.333333	1399	720	0	0
Plin2	706.000000	915	1203	0	0
Inava	705.666667	1104	1013	0	0
Slc17a9	705.333333	1109	1007	0	0
Asb1	705.333333	1272	844	0	0
Kpnb1	705.000000	1454	661	0	0
Tmem41b	704.666667	1193	921	0	0
Ffar3	704.666667	989	1125	0	0
Sesn3	704.333333	1233	880	0	0
Gpx7	704.333333	1017	1096	0	0
Fmnl1	704.333333	1114	999	0	0
Wnt5b	703.000000	1164	945	0	0
Hmgcr	703.000000	826	1283	0	0
Cdkn1b	701.666667	1087	1018	0	0
Fnbp1l	701.333333	1332	772	0	0
Katnb1	701.000000	861	1242	0	0
Med11	700.333333	1255	846	0	0
Zfp236	700.000000	1319	781	0	0
Rhob	699.666667	753	1346	0	0
Nxn	699.000000	911	1186	0	0
Nup35	699.000000	1344	753	0	0
Snupn	698.666667	1396	700	0	0
Ly6g6e	698.666667	1375	721	0	0
Ly6g6d	698.666667	1375	721	0	0
Sgtb	698.333333	1330	765	0	0
Nln	698.333333	1330	765	0	0
Cfl1	698.333333	1128	967	0	0
Zfp395	697.666667	905	1188	0	0
Wbp1l	697.333333	1059	1033	0	0
Pga5	697.333333	1319	773	0	0
Gna13	696.666667	1016	1074	0	0
Tmem81	696.000000	1478	610	0	0
Prdx3	696.000000	1330	758	0	0
Polr2h	695.666667	1124	963	0	0
Clcn2	695.666667	1124	963	0	0
Gcnt2	695.333333	1199	887	0	0
Plcg2	695.000000	917	1168	0	0
Etnk1	695.000000	1389	696	0	0
Tspan14	694.333333	1159	924	0	0
Fem1a	694.333333	1116	967	0	0
Wdr89	693.333333	1064	1016	0	0
Brwd1	693.000000	1219	860	0	0
Rnf34	692.666667	1302	776	0	0
Prdm10	690.666667	1165	907	0	0
Cast	689.666667	1066	1003	0	0
Fggy	689.333333	1193	875	0	0
Ncoa5	688.666667	1326	740	0	0
Nup210l	688.000000	998	1066	0	0
Trh	687.000000	962	1099	0	0
Slc25a27	687.000000	981	1080	0	0
Cyp39a1	687.000000	981	1080	0	0
Tmem8b	686.333333	1387	672	0	0
Fam221b	686.333333	1387	672	0	0
Dusp7	686.333333	1251	808	0	0
Aco1	686.333333	1099	960	0	0
Med17	686.000000	1052	1006	0	0
Hspb1	685.666667	1018	1039	0	0
Trim8	682.666667	1230	818	0	0
Birc3	682.666667	1145	903	0	0
Atp5g2	682.000000	1037	1009	0	0
Sgcd	681.666667	1080	965	0	0
Marcks	681.000000	1153	890	0	0
Dynlrb2	680.666667	1087	955	0	0
Snx15	680.333333	1112	929	0	0
Ampd3	679.666667	1080	959	0	0
Spata5	679.000000	1067	970	0	0
Pla2g6	679.000000	1177	860	0	0
Nudt6	679.000000	1067	970	0	0
Lxn	679.000000	1179	858	0	0
Zfp40	678.666667	1127	909	0	0
Nckap5l	678.333333	1256	779	0	0
Wdr82	678.000000	864	1170	0	0
Cnn3	676.666667	1023	1007	0	0
Tcaf2	676.333333	880	1149	0	0
Tmem219	676.000000	1374	654	0	0
Zfp521	675.666667	1367	660	0	0
Vdac1	675.000000	1306	719	0	0
Pnisr	674.333333	921	1102	0	0
Nim1k	674.000000	1110	912	0	0
Hivep2	674.000000	1313	709	0	0
Pcid2	673.333333	1174	846	0	0
Cul4a	673.333333	1174	846	0	0
Shcbp1l	673.000000	1086	933	0	0
L3hypdh	673.000000	1040	979	0	0
Jkamp	673.000000	1040	979	0	0
Tbc1d2	672.666667	1153	865	0	0
Abr	672.333333	877	1140	0	0
Sh2d4b	672.000000	1009	1007	0	0
Fam118a	671.333333	1173	841	0	0
Tbx10	671.000000	1084	929	0	0
Nudt8	671.000000	1084	929	0	0
Cdk5r2	671.000000	1005	1008	0	0
Fam178b	670.666667	1075	937	0	0
Il17rc	670.000000	1260	750	0	0
Fam25c	669.333333	1186	822	0	0
En2	668.333333	1235	770	0	0
Nt5c2	668.000000	1103	901	0	0
Mthfr	668.000000	1058	946	0	0
Ina	668.000000	1103	901	0	0
Clcn6	668.000000	1058	946	0	0
Hsd17b14	667.333333	1018	984	0	0
Nptx2	667.000000	965	1036	0	0
Mgat4f	666.666667	1073	927	0	0
Ect2l	666.666667	1032	968	0	0
Zfp712	666.333333	1278	721	0	0
Npb	665.333333	1010	986	0	0
Dao	665.333333	1307	689	0	0
Rbpjl	665.000000	1047	948	0	0
Matn4	665.000000	1047	948	0	0
Wfdc16	664.666667	1022	972	0	0
Tcaf1	664.333333	1099	894	0	0
Rgs9bp	663.666667	1224	767	0	0
Psma3	663.666667	1206	785	0	0
Hbegf	663.666667	1133	858	0	0
Ankrd27	663.666667	1224	767	0	0
Rbpms	663.333333	1013	977	0	0
Lemd2	663.333333	1205	785	0	0
Tmem125	662.666667	697	580	711	0
Srebf1	662.333333	894	1093	0	0
Meis2	662.333333	1000	987	0	0
Fam234a	662.333333	1256	731	0	0
Eomes	662.333333	952	1035	0	0
Slc25a33	661.666667	1015	970	0	0
Ccdc182	661.666667	942	1043	0	0
Acp5	661.666667	958	1027	0	0
Stard10	661.000000	1099	884	0	0
Snu13	660.666667	707	1275	0	0
Pigl	660.000000	1413	567	0	0
Ncor1	660.000000	1413	567	0	0
Gmppb	660.000000	1086	894	0	0
Amigo3	660.000000	1086	894	0	0
Derl3	659.666667	1162	817	0	0
Trpt1	659.333333	1396	582	0	0
Nudt22	659.333333	1396	582	0	0
Tjp2	659.000000	1155	822	0	0
Gm46430	658.000000	1037	937	0	0
Actn4	656.333333	969	1000	0	0
Jade1	656.000000	1081	887	0	0
Cd55	656.000000	899	1069	0	0
Slc19a1	655.333333	1177	789	0	0
Flot2	654.333333	1071	892	0	0
Rasd1	654.000000	971	991	0	0
Anks3	653.666667	1118	843	0	0
4930451G09Rik	653.666667	1118	843	0	0
Neurl4	653.333333	1186	774	0	0
2810408A11Rik	653.333333	1186	774	0	0
Mettl1	652.666667	867	1091	0	0
Eef1akmt3	652.666667	867	1091	0	0
Ezh2	652.333333	987	970	0	0
Chordc1	652.333333	1264	693	0	0
Tln1	652.000000	1225	731	0	0
Rbbp7	652.000000	852	1104	0	0
Creb3	652.000000	1225	731	0	0
Wrnip1	651.666667	981	974	0	0
Upp1	651.666667	766	1189	0	0
Fetub	651.333333	1067	887	0	0
Mfsd10	651.000000	1241	712	0	0
Rab40b	650.666667	1251	701	0	0
Chuk	650.666667	1235	717	0	0
Ubap1	650.000000	932	1018	0	0
Ang2	650.000000	1023	927	0	0
Ly6k	649.666667	995	954	0	0
Hsh2d	649.666667	1117	832	0	0
Fzd9	649.666667	1304	645	0	0
Coq2	649.333333	1083	865	0	0
Lrif1	649.000000	1106	841	0	0
Psat1	648.666667	1263	683	0	0
Cracd	648.666667	959	987	0	0
Krt7	648.333333	859	1086	0	0
Tbc1d10a	648.000000	1066	878	0	0
Mxra7	648.000000	930	1014	0	0
Tlcd3a	647.000000	1005	936	0	0
Shld2	646.333333	768	1171	0	0
Glud1	646.333333	768	1171	0	0
Wwc2	646.000000	1373	565	0	0
Zfp28	645.333333	736	1200	0	0
Ech1	645.333333	893	1043	0	0
Rnf125	645.000000	1219	716	0	0
Klf13	645.000000	1375	560	0	0
Plekhh1	644.666667	1273	661	0	0
Dtx2	644.333333	1099	834	0	0
Vps13d	644.000000	1363	569	0	0
Parp1	644.000000	1132	800	0	0
Bche	644.000000	1118	814	0	0
B3gnt3	643.666667	929	1002	0	0
Flrt2	643.000000	1066	863	0	0
Ppm1d	642.666667	1163	765	0	0
Wdr95	642.333333	1172	755	0	0
Fam110c	642.333333	1242	685	0	0
Zrsr1	642.000000	1121	805	0	0
Commd1	642.000000	1121	805	0	0
Msl1	641.333333	1086	838	0	0
Idh3a	641.333333	1191	733	0	0
Hpx	641.000000	1195	728	0	0
S1pr2	640.666667	979	943	0	0
Spef1	640.333333	1008	913	0	0
Cenpb	640.333333	1008	913	0	0
Gabrp	640.000000	870	1050	0	0
Qpct	639.333333	1157	761	0	0
Txnrd1	639.000000	1119	798	0	0
Sypl	639.000000	1483	434	0	0
Cnot10	638.666667	968	948	0	0
Ltb4r2	638.333333	1105	810	0	0
Ltb4r1	638.333333	1105	810	0	0
Cideb	638.333333	1105	810	0	0
Pdlim3	637.333333	1100	812	0	0
G2e3	637.000000	1314	597	0	0
Itga5	636.666667	955	955	0	0
Cpeb1	636.333333	1153	756	0	0
Rab21	636.000000	1383	525	0	0
Glrx3	636.000000	1042	866	0	0
Rab6a	635.000000	895	1010	0	0
Dut	635.000000	1438	467	0	0
Rnpc3	634.666667	1197	563	144	0
Pnpla3	634.333333	872	1031	0	0
Slc39a4	633.666667	1017	884	0	0
Hspa1b	633.666667	864	1037	0	0
Igf2bp1	633.000000	1194	705	0	0
Foxn4	633.000000	945	954	0	0
Pcdhgc5	632.666667	1009	889	0	0
Azin1	632.333333	1157	740	0	0
Actg1	632.000000	1129	767	0	0
Uhrf1bp1	631.666667	1171	724	0	0
Gpr1	631.666667	864	1031	0	0
Ring1	630.666667	1171	721	0	0
H2-Ke6	630.666667	1171	721	0	0
Olig2	630.333333	807	1084	0	0
Pax2	630.000000	1035	855	0	0
Mapk15	629.666667	1330	559	0	0
Pde7b	629.333333	856	1032	0	0
Gm14393	629.333333	767	1121	0	0
Rptn	628.333333	1047	838	0	0
Musk	628.333333	665	1220	0	0
Fbxo11	628.000000	928	956	0	0
Ndufaf3	627.333333	1173	709	0	0
Dalrd3	627.333333	1173	709	0	0
Atp8a1	627.333333	868	1014	0	0
Utp25	627.000000	1301	580	0	0
Lnpep	627.000000	1008	873	0	0
Ubxn1	626.666667	768	1112	0	0
Rnf144b	626.666667	932	948	0	0
Snrpb2	626.333333	788	1091	0	0
Tnnt1	626.000000	756	1122	0	0
Lrrc9	626.000000	1143	735	0	0
Dguok	625.333333	1026	850	0	0
Pgap6	625.000000	1043	832	0	0
Fbxl4	624.666667	1112	553	209	0
Cfap97	624.666667	1106	768	0	0
Topors	624.000000	1224	648	0	0
Smim27	624.000000	1224	648	0	0
Trip4	623.666667	1184	687	0	0
Homer2	623.666667	1005	866	0	0
Fut2	623.666667	859	1012	0	0
Tac4	623.000000	1219	650	0	0
Armc9	622.666667	1068	800	0	0
Zfp467	622.333333	979	888	0	0
Sspo	622.333333	979	888	0	0
Epcam	622.333333	980	887	0	0
Tns4	622.000000	979	887	0	0
Gpr68	621.666667	959	906	0	0
Pgbd5	621.333333	1281	583	0	0
Cabp1	621.333333	880	984	0	0
Pacsin2	621.000000	990	873	0	0
Scarb1	620.666667	1011	851	0	0
Pdzd11	620.666667	1005	857	0	0
Kif4	620.666667	1005	857	0	0
Tubb2b	620.333333	920	941	0	0
Sema3b	620.000000	986	874	0	0
Slc5a6	619.666667	1141	718	0	0
Ccnb1	619.666667	1044	815	0	0
Atraid	619.666667	1141	718	0	0
Abcg4	619.666667	921	938	0	0
Pllp	619.333333	1170	688	0	0
Mob3c	619.333333	957	901	0	0
Ggta1	618.666667	1474	382	0	0
Osbpl6	618.333333	1198	657	0	0
Orc5	618.333333	1103	752	0	0
Tek	618.000000	1038	816	0	0
Slc26a2	618.000000	956	898	0	0
Ppib	618.000000	1152	702	0	0
Agrn	617.666667	1045	808	0	0
Top1	617.333333	1050	802	0	0
Tanc1	616.000000	916	932	0	0
Zc3h12a	615.666667	974	873	0	0
Myo1c	615.333333	1153	693	0	0
Abl1	615.333333	946	900	0	0
Rnh1	615.000000	1033	812	0	0
Zbtb7b	614.333333	1095	748	0	0
Nsun7	614.000000	968	874	0	0
Rbm41	613.666667	971	870	0	0
Fkbp3	613.333333	1219	621	0	0
Fgf4	613.333333	948	892	0	0
Fancm	613.333333	1219	621	0	0
Serpinb1a	613.000000	954	885	0	0
Lsm14b	613.000000	991	848	0	0
Acer1	613.000000	1028	811	0	0
Ppfia4	612.333333	1258	579	0	0
Ndrg4	612.333333	1119	718	0	0
Ccdc30	612.333333	1209	628	0	0
Jpt2	611.666667	1265	570	0	0
Tacc2	611.333333	962	872	0	0
Hic1	611.000000	1064	769	0	0
Vav2	610.666667	824	1008	0	0
Rap1gds1	610.666667	1277	555	0	0
Rad51	610.666667	969	863	0	0
Poc5	610.666667	761	1071	0	0
Mon1b	610.000000	1013	817	0	0
Cdk2ap1	609.333333	882	946	0	0
Prrc1	609.000000	1239	588	0	0
Krt80	609.000000	1028	799	0	0
L3mbtl1	608.666667	962	864	0	0
