Target_genes	Hoxa13|Average	SRX4618294|Embryonic_limb	SRX4618296|Embryonic_limb	SRX4618301|Embryonic_limb	SRX1757411|Forelimb	STRING
Rack1	48.750000	0	0	0	195	0
Pus3	48.750000	0	195	0	0	0
Prl2b1	48.750000	0	195	0	0	0
Ppp2r5a	48.750000	0	195	0	0	0
Ppil6	48.750000	0	195	0	0	0
Plxdc2	48.750000	0	0	0	195	0
Pkd2	48.750000	0	195	0	0	0
Phka1	48.750000	0	0	0	195	0
Pgk2	48.750000	0	195	0	0	0
Pdzrn3	48.750000	0	195	0	0	0
Pcdhga7	48.750000	0	195	0	0	0
Pcdhga6	48.750000	0	195	0	0	0
Olfr823	48.750000	0	195	0	0	0
Olfr47	48.750000	0	195	0	0	0
Olfr340	48.750000	0	195	0	0	0
Olfr1366	48.750000	0	195	0	0	0
Olfr1160	48.750000	0	195	0	0	0
Nupr1l	48.750000	0	0	0	195	0
Neurod1	48.750000	0	195	0	0	0
Myh4	48.750000	0	195	0	0	0
Mrps30	48.750000	0	195	0	0	0
Mcm6	48.750000	0	195	0	0	0
Mansc4	48.750000	0	195	0	0	0
Lrrtm4	48.750000	0	0	0	195	0
Lrrc3c	48.750000	0	195	0	0	0
Lpin2	48.750000	0	195	0	0	0
Lmo3	48.750000	0	195	0	0	0
Lin7a	48.750000	0	195	0	0	0
Lce1g	48.750000	0	195	0	0	0
Lancl2	48.750000	0	195	0	0	0
Kti12	48.750000	0	195	0	0	0
Krt34	48.750000	0	195	0	0	0
Kirrel3	48.750000	0	0	0	195	0
Irf8	48.750000	0	0	0	195	0
Il6st	48.750000	0	195	0	0	0
Ifna4	48.750000	0	195	0	0	0
Gdf10	48.750000	0	0	0	195	0
Gcsam	48.750000	0	0	0	195	0
Fbxo15	48.750000	0	195	0	0	0
Farp1	48.750000	0	0	0	195	0
F2r	48.750000	0	92	0	103	0
Eqtn	48.750000	0	195	0	0	0
E130311K13Rik	48.750000	0	195	0	0	0
Dnajc15	48.750000	0	0	0	195	0
Ddx39a	48.750000	0	195	0	0	0
Ddx25	48.750000	0	195	0	0	0
Cubn	48.750000	0	195	0	0	0
Crygd	48.750000	0	195	0	0	0
Cox7b	48.750000	0	195	0	0	0
Cfc1	48.750000	0	0	0	195	0
Cecr2	48.750000	0	0	0	195	0
Cavin4	48.750000	0	195	0	0	0
Caprin2	48.750000	0	195	0	0	0
Adh5	48.750000	0	0	0	195	0
Adamts10	48.750000	0	0	0	195	0
Actn1	48.750000	0	0	0	195	0
Abr	48.750000	0	0	0	195	0
Abca8a	48.750000	0	195	0	0	0
Aadacl2fm1	48.750000	0	195	0	0	0
AW554918	48.750000	0	195	0	0	0
2410004P03Rik	48.750000	0	195	0	0	0
Usp47	48.500000	0	194	0	0	0
Rfx8	48.500000	0	0	0	194	0
Prkag2	48.500000	0	0	0	194	0
Otx1	48.500000	0	194	0	0	0
Igf2	48.500000	0	194	0	0	0
Hat1	48.500000	0	194	0	0	0
Zfp512	48.250000	0	193	0	0	0
Napg	48.250000	0	90	0	103	0
Lrp2bp	48.250000	0	0	0	193	0
Dock9	48.250000	0	0	0	193	0
Ccdc66	48.250000	0	0	0	193	0
Arid5b	48.250000	0	193	0	0	0
Slitrk5	48.000000	0	0	0	192	0
Slc16a6	48.000000	0	0	0	192	0
Plscr4	48.000000	0	192	0	0	0
Nfatc1	48.000000	0	0	0	192	0
Faah	48.000000	0	0	0	192	0
Zfp638	47.750000	0	191	0	0	0
Nudt1	47.750000	0	0	0	191	0
Nfkbiz	47.750000	0	0	0	191	0
Gdnf	47.750000	0	0	0	191	0
Nrep	47.500000	0	0	0	190	0
Josd1	47.500000	0	0	0	190	0
Gtpbp1	47.500000	0	0	0	190	0
Bcl2	47.500000	0	0	0	190	0
Wwtr1	47.250000	0	0	0	189	0
Tdrd3	47.250000	0	189	0	0	0
Mup19	47.250000	0	189	0	0	0
Zbtb41	47.000000	0	0	188	0	0
Zap70	47.000000	0	188	0	0	0
Vps35	47.000000	0	188	0	0	0
Vmn1r235	47.000000	0	188	0	0	0
Usp9x	47.000000	0	188	0	0	0
Ulk2	47.000000	0	188	0	0	0
Tmprss7	47.000000	0	188	0	0	0
Tefm	47.000000	0	188	0	0	0
Tal2	47.000000	0	188	0	0	0
Stfa2l1	47.000000	0	188	0	0	0
Ssr1	47.000000	0	188	0	0	0
Ssb	47.000000	0	188	0	0	0
Sqstm1	47.000000	0	188	0	0	0
Sparcl1	47.000000	0	188	0	0	0
Slc4a10	47.000000	0	188	0	0	0
Slc25a26	47.000000	0	188	0	0	0
Siah2	47.000000	0	188	0	0	0
Shank3	47.000000	0	188	0	0	0
Retnla	47.000000	0	188	0	0	0
Qser1	47.000000	0	188	0	0	0
Ptpdc1	47.000000	0	188	0	0	0
Psmb2	47.000000	0	188	0	0	0
Ppp1r27	47.000000	0	188	0	0	0
Ppm1h	47.000000	0	188	0	0	0
Pla2g4e	47.000000	0	188	0	0	0
Pcdhb22	47.000000	0	188	0	0	0
Pcdha10	47.000000	0	188	0	0	0
P4ha3	47.000000	0	0	0	188	0
Orc6	47.000000	0	188	0	0	0
Olfr871	47.000000	0	188	0	0	0
Olfr568	47.000000	0	188	0	0	0
Olfr239	47.000000	0	188	0	0	0
Olfr175	47.000000	0	188	0	0	0
Olfr1477	47.000000	0	188	0	0	0
Olfr140	47.000000	0	188	0	0	0
Olfr1364	47.000000	0	188	0	0	0
Olfr135	47.000000	0	188	0	0	0
Olfr1260	47.000000	0	188	0	0	0
Olfr1256	47.000000	0	188	0	0	0
Olfr1253	47.000000	0	188	0	0	0
Olfr1098	47.000000	0	188	0	0	0
Nkrf	47.000000	0	188	0	0	0
Myl1	47.000000	0	188	0	0	0
Mtmr10	47.000000	0	188	0	0	0
Ms4a20	47.000000	0	188	0	0	0
Mmp16	47.000000	0	188	0	0	0
Mcrip1	47.000000	0	188	0	0	0
Lrrc38	47.000000	0	188	0	0	0
Krtap19-2	47.000000	0	188	0	0	0
Krtap19-1	47.000000	0	188	0	0	0
Kcna3	47.000000	0	188	0	0	0
Kbtbd3	47.000000	0	188	0	0	0
Jam2	47.000000	0	188	0	0	0
Isy1	47.000000	0	188	0	0	0
Hs6st3	47.000000	0	188	0	0	0
Hao2	47.000000	0	188	0	0	0
Gm5565	47.000000	0	188	0	0	0
Gm5136	47.000000	0	188	0	0	0
Gm21814	47.000000	0	188	0	0	0
Gm14288	47.000000	0	188	0	0	0
Gfap	47.000000	0	188	0	0	0
Gadd45a	47.000000	0	188	0	0	0
Fndc3b	47.000000	0	0	0	188	0
Faf1	47.000000	0	188	0	0	0
Ercc5	47.000000	0	188	0	0	0
Dyrk4	47.000000	0	188	0	0	0
Dpp4	47.000000	0	0	0	188	0
Dnajc12	47.000000	0	0	0	188	0
Dnah7a	47.000000	0	188	0	0	0
Dcp1a	47.000000	0	188	0	0	0
Clec2f	47.000000	0	0	188	0	0
Chrna1	47.000000	0	188	0	0	0
Ccdc172	47.000000	0	188	0	0	0
Cadm1	47.000000	0	188	0	0	0
Btbd1	47.000000	0	188	0	0	0
Bnip3	47.000000	0	188	0	0	0
Asb13	47.000000	0	188	0	0	0
Ap4e1	47.000000	0	188	0	0	0
Aasdhppt	47.000000	0	188	0	0	0
Stk31	46.750000	0	187	0	0	0
Prpf40a	46.750000	0	0	0	187	0
Msx2	46.750000	0	0	0	187	0
E130308A19Rik	46.750000	0	187	0	0	0
Dpysl2	46.750000	0	0	0	187	0
Arl6ip6	46.750000	0	0	0	187	0
Zswim4	46.500000	0	0	0	186	0
Zfp90	46.500000	0	0	0	186	0
Whamm	46.500000	0	0	0	186	0
Vamp1	46.500000	0	0	0	186	0
Tnks1bp1	46.500000	0	0	0	186	0
Tmem109	46.500000	0	0	0	186	0
Tcf7l2	46.500000	0	186	0	0	0
Stpg1	46.500000	0	0	0	186	0
Srek1	46.500000	0	186	0	0	0
Snx3	46.500000	0	186	0	0	0
Smagp	46.500000	0	0	0	186	0
Rnf8	46.500000	0	0	0	186	0
Prmt5	46.500000	0	0	0	186	0
Prim1	46.500000	0	0	0	186	0
Pikfyve	46.500000	0	0	0	186	0
Otud1	46.500000	0	0	0	186	0
Olfr1109	46.500000	0	0	0	186	0
Npy2r	46.500000	0	0	0	186	0
Nipal3	46.500000	0	0	0	186	0
Mrgprh	46.500000	0	0	0	186	0
Mc4r	46.500000	0	0	0	186	0
Mas1	46.500000	0	0	0	186	0
Ly86	46.500000	0	0	0	186	0
Lmod1	46.500000	0	0	0	186	0
Kif20a	46.500000	0	0	0	186	0
Idh1	46.500000	0	0	0	186	0
Homer3	46.500000	0	0	0	186	0
Flrt1	46.500000	0	0	0	186	0
Dynlt1a	46.500000	0	0	0	186	0
Dnajb5	46.500000	0	0	0	186	0
Ctbp1	46.500000	0	0	0	186	0
Brf2	46.500000	0	0	0	186	0
Brd8	46.500000	0	0	0	186	0
Bcl11b	46.500000	0	186	0	0	0
Ankrd13b	46.500000	0	0	0	186	0
Ankk1	46.500000	0	0	0	186	0
Acy3	46.500000	0	0	0	186	0
Zmym2	46.250000	0	185	0	0	0
Tnfaip8	46.250000	0	0	0	185	0
Sufu	46.250000	0	0	0	185	0
Rfx3	46.250000	0	185	0	0	0
Prmt6	46.250000	0	0	0	185	0
Mthfd2l	46.250000	0	185	0	0	0
Cfap126	46.250000	0	185	0	0	0
Actr1a	46.250000	0	0	0	185	0
Gm38423	46.000000	0	184	0	0	0
Gm11239	46.000000	0	184	0	0	0
Gm11237	46.000000	0	184	0	0	0
Gm11236	46.000000	0	184	0	0	0
E2f7	46.000000	0	0	0	184	0
Chmp2b	46.000000	0	0	0	184	0
Cables1	46.000000	0	0	0	184	0
H4c17	45.750000	0	0	0	183	0
H4bc24	45.750000	0	0	0	183	0
H2bc23	45.750000	0	0	0	183	0
H2ac24	45.750000	0	0	0	183	0
H2ac23	45.750000	0	0	0	183	0
Gpr22	45.750000	0	183	0	0	0
Zkscan2	45.500000	0	182	0	0	0
Zfp426	45.500000	0	182	0	0	0
Zfp110	45.500000	0	182	0	0	0
Zfhx3	45.500000	0	182	0	0	0
Vmn1r4	45.500000	0	182	0	0	0
Vmn1r232	45.500000	0	182	0	0	0
Vmn1r227	45.500000	0	182	0	0	0
Vmn1r193	45.500000	0	182	0	0	0
Vmn1r14	45.500000	0	182	0	0	0
Ube2e3	45.500000	0	182	0	0	0
Tsacc	45.500000	0	182	0	0	0
Trmt2b	45.500000	0	182	0	0	0
Tmigd3	45.500000	0	182	0	0	0
Tmem87a	45.500000	0	182	0	0	0
Them4	45.500000	0	182	0	0	0
Szrd1	45.500000	0	182	0	0	0
Syt4	45.500000	0	182	0	0	0
Spock3	45.500000	0	0	0	182	0
Smim14	45.500000	0	182	0	0	0
Smad9	45.500000	0	182	0	0	0
Serpinb6a	45.500000	0	182	0	0	0
Senp1	45.500000	0	182	0	0	0
Scg2	45.500000	0	182	0	0	0
Rorc	45.500000	0	182	0	0	0
Ripk1	45.500000	0	182	0	0	0
Reg3b	45.500000	0	182	0	0	0
Rbm44	45.500000	0	182	0	0	0
Rbm17	45.500000	0	182	0	0	0
Prl3c1	45.500000	0	182	0	0	0
Pqlc3	45.500000	0	182	0	0	0
Ppp6r3	45.500000	0	182	0	0	0
Polr3f	45.500000	0	182	0	0	0
Pfkm	45.500000	0	182	0	0	0
Opa1	45.500000	0	182	0	0	0
Olig3	45.500000	0	182	0	0	0
Olfr860	45.500000	0	182	0	0	0
Olfr771	45.500000	0	182	0	0	0
Olfr63	45.500000	0	182	0	0	0
Olfr575	45.500000	0	182	0	0	0
Olfr509	45.500000	0	182	0	0	0
Olfr488	45.500000	0	182	0	0	0
Olfr437	45.500000	0	182	0	0	0
Olfr262	45.500000	0	182	0	0	0
Olfr13	45.500000	0	182	0	0	0
Olfr1241	45.500000	0	182	0	0	0
Olfr1179	45.500000	0	182	0	0	0
Olfr1101	45.500000	0	182	0	0	0
Olfr1055	45.500000	0	182	0	0	0
Ms4a8a	45.500000	0	182	0	0	0
Mphosph10	45.500000	0	182	0	0	0
Mcee	45.500000	0	182	0	0	0
Lysmd3	45.500000	0	182	0	0	0
Lat	45.500000	0	182	0	0	0
Kcnab2	45.500000	0	182	0	0	0
Itgb7	45.500000	0	182	0	0	0
Ifnl2	45.500000	0	182	0	0	0
Ifi208	45.500000	0	182	0	0	0
Htatsf1	45.500000	0	182	0	0	0
Hpdl	45.500000	0	182	0	0	0
Gzmg	45.500000	0	182	0	0	0
Gpbp1	45.500000	0	182	0	0	0
Gng7	45.500000	0	182	0	0	0
Gmcl1	45.500000	0	182	0	0	0
Glycam1	45.500000	0	182	0	0	0
Gbp5	45.500000	0	182	0	0	0
Ganc	45.500000	0	182	0	0	0
Fem1b	45.500000	0	182	0	0	0
Fbxw7	45.500000	0	182	0	0	0
Fbxo42	45.500000	0	182	0	0	0
Dzank1	45.500000	0	182	0	0	0
Dusp19	45.500000	0	182	0	0	0
Dennd2a	45.500000	0	182	0	0	0
Defb47	45.500000	0	182	0	0	0
Cyp2c68	45.500000	0	182	0	0	0
Cwf19l2	45.500000	0	182	0	0	0
Csn1s2b	45.500000	0	182	0	0	0
Cps1	45.500000	0	182	0	0	0
Cntn1	45.500000	0	182	0	0	0
Clca3a1	45.500000	0	182	0	0	0
Cks2	45.500000	0	182	0	0	0
Cfap58	45.500000	0	182	0	0	0
Cdk7	45.500000	0	182	0	0	0
Cct3	45.500000	0	182	0	0	0
Cc2d2b	45.500000	0	182	0	0	0
C1rb	45.500000	0	182	0	0	0
Btbd35f2	45.500000	0	182	0	0	0
Btbd35f1	45.500000	0	182	0	0	0
BC024063	45.500000	0	182	0	0	0
Atr	45.500000	0	182	0	0	0
Atg16l1	45.500000	0	182	0	0	0
Asb8	45.500000	0	182	0	0	0
Agbl2	45.500000	0	182	0	0	0
Ada	45.500000	0	182	0	0	0
Abca15	45.500000	0	182	0	0	0
2610524H06Rik	45.500000	0	0	0	182	0
1700065D16Rik	45.500000	0	182	0	0	0
1700001J03Rik	45.500000	0	182	0	0	0
Ppp2r1a	45.250000	0	0	0	181	0
Klhl24	45.250000	0	0	0	181	0
Haus4	45.250000	0	0	0	181	0
Fbxo41	45.250000	0	181	0	0	0
Ssbp2	45.000000	0	0	0	180	0
Slc4a2	45.000000	0	0	180	0	0
Sae1	45.000000	0	0	180	0	0
Pfas	45.000000	0	180	0	0	0
Herc4	45.000000	0	0	180	0	0
Dnajc1	45.000000	0	180	0	0	0
Cdk5	45.000000	0	0	180	0	0
Zbed3	44.750000	0	0	0	179	0
Trp53bp2	44.750000	0	0	0	179	0
Tmem200c	44.750000	0	179	0	0	0
Nfkbia	44.750000	0	0	0	179	0
Mnx1	44.750000	0	0	0	179	0
Lta4h	44.750000	0	0	0	179	0
Lipg	44.750000	0	0	0	179	0
Zfp628	44.500000	0	0	0	178	0
Vsig2	44.500000	0	0	0	178	0
Tex37	44.500000	0	0	0	178	0
Speer4c	44.500000	0	0	178	0	0
Rai1	44.500000	0	0	0	178	0
Qars	44.500000	0	0	0	178	0
Plxnc1	44.500000	0	0	0	178	0
Mgat4c	44.500000	0	178	0	0	0
Hipk3	44.500000	0	0	0	178	0
H4c18	44.500000	0	0	0	178	0
Gatad2b	44.500000	0	0	0	178	0
Eogt	44.500000	0	0	0	178	0
Dst	44.500000	0	0	0	178	0
Crebl2	44.500000	0	0	0	178	0
Comp	44.500000	0	0	0	178	0
Cfap298	44.500000	0	0	0	178	0
Cep295	44.500000	0	0	0	178	0
Atp1b4	44.500000	0	0	0	178	0
Arsj	44.500000	0	178	0	0	0
Arrb1	44.500000	0	0	0	178	0
Ubxn4	44.250000	0	0	0	177	0
Dennd1a	44.250000	0	0	0	177	0
Clptm1	44.250000	0	0	0	177	0
Ccdc34	44.250000	0	0	0	177	0
Casz1	44.250000	0	0	0	177	0
Emilin2	44.000000	0	0	0	176	0
Dipk2a	44.000000	0	0	0	176	0
Zw10	43.750000	0	175	0	0	0
Zbed4	43.750000	0	175	0	0	0
Xpo6	43.750000	0	175	0	0	0
Vamp4	43.750000	0	175	0	0	0
Tubgcp5	43.750000	0	175	0	0	0
Trim21	43.750000	0	175	0	0	0
Tmprss15	43.750000	0	175	0	0	0
Tmod1	43.750000	0	175	0	0	0
Themis	43.750000	0	175	0	0	0
Tfam	43.750000	0	175	0	0	0
Tctex1d4	43.750000	0	175	0	0	0
Tas2r125	43.750000	0	175	0	0	0
Sult3a2	43.750000	0	175	0	0	0
Stx7	43.750000	0	175	0	0	0
Sorbs1	43.750000	0	175	0	0	0
Slc5a6	43.750000	0	175	0	0	0
Slc33a1	43.750000	0	175	0	0	0
Slc25a21	43.750000	0	175	0	0	0
Scml4	43.750000	0	0	0	175	0
Samd4	43.750000	0	175	0	0	0
Rgma	43.750000	0	0	0	175	0
Prr3	43.750000	0	175	0	0	0
Ppp3r1	43.750000	0	175	0	0	0
Pld5	43.750000	0	175	0	0	0
Pkig	43.750000	0	175	0	0	0
Pip4k2b	43.750000	0	175	0	0	0
Phip	43.750000	0	0	0	175	0
Pcsk1	43.750000	0	175	0	0	0
Pard6b	43.750000	0	175	0	0	0
Paqr7	43.750000	0	175	0	0	0
Osgep	43.750000	0	175	0	0	0
Olfr263	43.750000	0	175	0	0	0
Olfr1199	43.750000	0	175	0	0	0
Olfr1173	43.750000	0	175	0	0	0
Olfr1031	43.750000	0	175	0	0	0
Nwd2	43.750000	0	175	0	0	0
Nbea	43.750000	0	175	0	0	0
Naxd	43.750000	0	175	0	0	0
Naa50	43.750000	0	0	0	175	0
Mpzl2	43.750000	0	175	0	0	0
Moxd2	43.750000	0	175	0	0	0
Me2	43.750000	0	175	0	0	0
Lair1	43.750000	0	175	0	0	0
Krtap3-3	43.750000	0	175	0	0	0
Krtap3-2	43.750000	0	175	0	0	0
Krtap24-1	43.750000	0	175	0	0	0
Krt36	43.750000	0	175	0	0	0
Kdelr2	43.750000	0	175	0	0	0
Kat7	43.750000	0	175	0	0	0
Itih5	43.750000	0	175	0	0	0
Hbs1l	43.750000	0	175	0	0	0
Gucy2c	43.750000	0	175	0	0	0
Gpn1	43.750000	0	175	0	0	0
Gpm6b	43.750000	0	175	0	0	0
Gpld1	43.750000	0	175	0	0	0
Gnl1	43.750000	0	175	0	0	0
Gm45337	43.750000	0	175	0	0	0
Gm39115	43.750000	0	175	0	0	0
Gm36298	43.750000	0	175	0	0	0
Gja10	43.750000	0	175	0	0	0
Gabre	43.750000	0	175	0	0	0
Fut8	43.750000	0	175	0	0	0
Fam234b	43.750000	0	175	0	0	0
Fam184b	43.750000	0	175	0	0	0
Ergic3	43.750000	0	175	0	0	0
Efcab3	43.750000	0	175	0	0	0
Cyp2j9	43.750000	0	175	0	0	0
Ctps	43.750000	0	175	0	0	0
Cnksr2	43.750000	0	175	0	0	0
Cldn8	43.750000	0	175	0	0	0
Cfap20	43.750000	0	175	0	0	0
Cdhr4	43.750000	0	175	0	0	0
Cd40lg	43.750000	0	175	0	0	0
Ccnjl	43.750000	0	175	0	0	0
Ccm2	43.750000	0	175	0	0	0
Ccdc39	43.750000	0	175	0	0	0
Capn7	43.750000	0	175	0	0	0
Cad	43.750000	0	175	0	0	0
Btbd19	43.750000	0	175	0	0	0
Bend7	43.750000	0	175	0	0	0
Bcl2l10	43.750000	0	175	0	0	0
Bbox1	43.750000	0	175	0	0	0
Atraid	43.750000	0	175	0	0	0
Atp6v1a	43.750000	0	0	0	175	0
Atp1a4	43.750000	0	175	0	0	0
Atg101	43.750000	0	175	0	0	0
Apex1	43.750000	0	175	0	0	0
Aldh5a1	43.750000	0	175	0	0	0
6430550D23Rik	43.750000	0	175	0	0	0
4932414N04Rik	43.750000	0	175	0	0	0
Mnat1	43.500000	0	0	0	174	0
Mat2b	43.500000	0	0	0	174	0
Ddx5	43.500000	0	0	0	174	0
Cep95	43.500000	0	0	0	174	0
Zfp143	43.250000	173	0	0	0	0
Sfpq	43.250000	0	173	0	0	0
Pcdh17	43.250000	0	173	0	0	0
Nufip2	43.250000	0	173	0	0	0
Cdkn2a	43.250000	0	173	0	0	0
Ttc22	43.000000	0	0	0	172	0
Mtmr11	43.000000	0	0	0	172	0
Cemip2	43.000000	0	0	0	172	0
Atp8a1	43.000000	0	0	0	172	0
Wdsub1	42.750000	0	0	171	0	0
Saysd1	42.750000	0	0	171	0	0
Prg2	42.750000	0	0	0	171	0
Pcdhac1	42.750000	0	0	171	0	0
Mkks	42.750000	0	0	0	171	0
Kcnip2	42.750000	0	0	0	171	0
Ehmt1	42.750000	0	0	171	0	0
Zfp444	42.500000	0	0	0	170	0
Zcwpw1	42.500000	0	0	0	170	0
Tufm	42.500000	0	0	0	170	0
Trim7	42.500000	0	0	0	170	0
Tmem30b	42.500000	0	170	0	0	0
Synpo	42.500000	0	0	0	170	0
Snrpa1	42.500000	0	0	0	170	0
Slc26a6	42.500000	0	0	0	170	0
Sf3a2	42.500000	0	0	0	170	0
Sertad3	42.500000	0	0	0	170	0
Serinc2	42.500000	0	0	0	170	0
Scaf1	42.500000	0	0	0	170	0
Rras	42.500000	0	0	0	170	0
Rgs4	42.500000	0	0	0	170	0
Psmb10	42.500000	0	0	0	170	0
Prex2	42.500000	0	0	0	170	0
Pomp	42.500000	0	0	0	170	0
Plekhm1	42.500000	0	0	0	170	0
Plekhj1	42.500000	0	0	0	170	0
Pla2g1b	42.500000	0	0	0	170	0
Padi3	42.500000	0	0	0	170	0
Mettl26	42.500000	0	0	0	170	0
Mepce	42.500000	0	0	0	170	0
Lrrc56	42.500000	0	0	0	170	0
Kpnb1	42.500000	0	0	0	170	0
Hras	42.500000	0	0	0	170	0
Gm14137	42.500000	0	0	0	170	0
Ddx27	42.500000	0	0	0	170	0
Ctrl	42.500000	0	0	0	170	0
Ctnnb1	42.500000	0	170	0	0	0
Crybg3	42.500000	0	0	0	170	0
Cbx8	42.500000	0	0	0	170	0
Bnip1	42.500000	0	0	0	170	0
Atp8b4	42.500000	0	0	0	170	0
Angptl2	42.500000	0	0	0	170	0
Wee2	42.250000	0	169	0	0	0
Vmn2r74	42.250000	0	169	0	0	0
Vmn1r85	42.250000	0	169	0	0	0
Vmn1r194	42.250000	0	169	0	0	0
Unc93b1	42.250000	0	169	0	0	0
Ubash3a	42.250000	0	169	0	0	0
Uba2	42.250000	0	169	0	0	0
Tpbpa	42.250000	0	169	0	0	0
Top2b	42.250000	0	169	0	0	0
Tmprss11g	42.250000	0	169	0	0	0
Thyn1	42.250000	0	169	0	0	0
Thap7	42.250000	0	169	0	0	0
Tank	42.250000	0	169	0	0	0
Spag8	42.250000	0	169	0	0	0
Spag16	42.250000	0	169	0	0	0
Sort1	42.250000	0	0	0	169	0
Smim12	42.250000	0	169	0	0	0
Setd6	42.250000	0	169	0	0	0
Serpina3m	42.250000	0	169	0	0	0
Sema4d	42.250000	0	169	0	0	0
Sbspon	42.250000	0	169	0	0	0
Rela	42.250000	0	169	0	0	0
Rabepk	42.250000	0	169	0	0	0
Ptprq	42.250000	0	169	0	0	0
Pth2r	42.250000	0	169	0	0	0
Psmd11	42.250000	0	169	0	0	0
Prkra	42.250000	0	169	0	0	0
Pjvk	42.250000	0	169	0	0	0
Olfr822	42.250000	0	169	0	0	0
Olfr801	42.250000	0	169	0	0	0
Olfr699	42.250000	0	169	0	0	0
Olfr373	42.250000	0	169	0	0	0
Olfr303	42.250000	0	169	0	0	0
Olfr3	42.250000	0	169	0	0	0
Olfr1026	42.250000	0	169	0	0	0
Olfm1	42.250000	0	169	0	0	0
Nuf2	42.250000	0	169	0	0	0
Nudt19	42.250000	0	169	0	0	0
Noxred1	42.250000	0	169	0	0	0
Neto2	42.250000	0	169	0	0	0
Myo5b	42.250000	0	169	0	0	0
Mutyh	42.250000	0	169	0	0	0
Mon2	42.250000	0	169	0	0	0
Mmp20	42.250000	0	169	0	0	0
Mkrn2os	42.250000	0	169	0	0	0
Mcidas	42.250000	0	169	0	0	0
Ly6g6e	42.250000	0	169	0	0	0
Ly6g6d	42.250000	0	169	0	0	0
Lrp6	42.250000	0	169	0	0	0
Limk2	42.250000	0	169	0	0	0
Ldb2	42.250000	0	169	0	0	0
L2hgdh	42.250000	0	169	0	0	0
L1td1	42.250000	0	169	0	0	0
Hint2	42.250000	0	169	0	0	0
H2-M10.5	42.250000	0	169	0	0	0
H2-Aa	42.250000	0	169	0	0	0
Gm7714	42.250000	0	169	0	0	0
Gars	42.250000	0	169	0	0	0
Fignl1	42.250000	0	169	0	0	0
Fcamr	42.250000	0	169	0	0	0
Fbxl3	42.250000	0	169	0	0	0
Fbf1	42.250000	0	169	0	0	0
Fam50b	42.250000	0	169	0	0	0
Exosc10	42.250000	0	169	0	0	0
Efemp2	42.250000	0	169	0	0	0
Drg1	42.250000	0	169	0	0	0
Dmac2l	42.250000	0	169	0	0	0
Dip2c	42.250000	0	169	0	0	0
Dennd11	42.250000	0	169	0	0	0
Defb35	42.250000	0	169	0	0	0
Defb30	42.250000	0	169	0	0	0
Ddx41	42.250000	0	169	0	0	0
Dcaf11	42.250000	0	0	0	169	0
D630039A03Rik	42.250000	0	169	0	0	0
Ctla2a	42.250000	0	169	0	0	0
Csf2rb	42.250000	0	169	0	0	0
Cldn34b2	42.250000	0	169	0	0	0
Clca4b	42.250000	0	169	0	0	0
Cdon	42.250000	0	169	0	0	0
Cdkn2b	42.250000	0	169	0	0	0
Cdh19	42.250000	0	169	0	0	0
Cdh13	42.250000	0	169	0	0	0
Cck	42.250000	0	169	0	0	0
Bloc1s4	42.250000	0	169	0	0	0
Arrdc4	42.250000	0	169	0	0	0
Angel1	42.250000	0	169	0	0	0
Akap8	42.250000	0	169	0	0	0
Ago3	42.250000	0	169	0	0	0
Acad8	42.250000	0	169	0	0	0
Abra	42.250000	0	169	0	0	0
Tmem131l	42.000000	0	168	0	0	0
Ptpn13	42.000000	0	0	0	168	0
Fjx1	42.000000	0	0	0	168	0
Emx2	42.000000	0	0	0	168	0
Csnk1g1	42.000000	0	0	0	168	0
Tbc1d5	41.750000	0	167	0	0	0
Shisa2	41.750000	0	0	0	167	0
Lhx2	41.750000	0	0	0	167	0
Kif5a	41.750000	0	167	0	0	0
Igf2r	41.750000	0	0	0	167	0
Fbxl19	41.750000	0	0	0	167	0
1700001F09Rik	41.750000	0	167	0	0	0
Lrp5	41.500000	0	0	0	166	0
Col4a2	41.500000	0	0	0	166	0
Col4a1	41.500000	0	0	0	166	0
Sfrp2	41.250000	0	0	0	165	0
Sec62	41.250000	0	165	0	0	0
Cnot6l	41.250000	0	0	0	165	0
Zfp462	41.000000	0	0	0	164	0
H3c2	41.000000	0	0	0	164	0
H2bc3	41.000000	0	0	0	164	0
H2ac4	41.000000	0	0	0	164	0
Gm14444	41.000000	0	164	0	0	0
Epyc	41.000000	0	164	0	0	0
Clec2g	41.000000	0	164	0	0	0
Zfp991	40.750000	0	0	163	0	0
Slc22a15	40.750000	0	163	0	0	0
Sap18b	40.750000	0	0	163	0	0
Sap18	40.750000	0	0	163	0	0
Kmt5b	40.750000	0	0	163	0	0
Efna4	40.750000	0	0	0	163	0
Ago2	40.750000	0	0	0	163	0
Aftph	40.750000	0	0	0	163	0
Zhx1	40.500000	0	162	0	0	0
Zfp944	40.500000	0	162	0	0	0
Zfp758	40.500000	0	162	0	0	0
Wtap	40.500000	0	0	0	162	0
Wdr59	40.500000	0	0	0	162	0
Wdr24	40.500000	0	0	0	162	0
Wdr11	40.500000	0	162	0	0	0
Vmn1r38	40.500000	0	162	0	0	0
Uroc1	40.500000	0	162	0	0	0
Tssk5	40.500000	0	0	0	162	0
Tmem106c	40.500000	0	162	0	0	0
Tma7-ps	40.500000	0	162	0	0	0
Telo2	40.500000	0	0	0	162	0
Tekt2	40.500000	0	162	0	0	0
