Target_genes	Prdm15|Average	SRX5299924|E6.5_embryos	SRX1301547|ES_cells	SRX2754629|ES_cells	SRX2754630|ES_cells	SRX2754632|ES_cells	SRX2754633|ES_cells	SRX2754635|ES_cells	SRX2754636|ES_cells	SRX5379469|ES_cells	STRING
P2rx2	107.888889	0	0	301	296	123	131	0	0	120	0
Mocs1	107.888889	0	0	364	300	109	76	0	0	122	0
Mib1	107.888889	0	0	289	262	158	151	0	0	111	0
Lrcol1	107.888889	0	0	301	296	123	131	0	0	120	0
Ilk	107.888889	0	0	203	202	161	150	0	72	183	0
H4c2	107.888889	0	0	269	335	216	151	0	0	0	0
H3c2	107.888889	0	0	269	335	216	151	0	0	0	0
H2ac4	107.888889	0	0	269	335	216	151	0	0	0	0
Eva1a	107.888889	0	0	346	339	126	160	0	0	0	0
Zfp560	107.777778	0	0	294	228	270	178	0	0	0	0
Vamp5	107.777778	0	0	96	216	229	209	78	0	142	0
Hddc2	107.777778	0	0	270	311	127	148	0	0	114	0
Gata6	107.777778	0	673	0	77	90	130	0	0	0	0
Fbln7	107.777778	0	0	313	259	238	90	0	70	0	0
Tmem170	107.666667	0	0	235	295	99	167	173	0	0	0
Ppp3cb	107.666667	0	0	202	319	150	121	94	0	83	0
Nedd1	107.666667	0	0	234	229	297	209	0	0	0	0
Itgb3	107.666667	0	0	210	280	169	160	0	72	78	0
Ehd3	107.666667	0	0	360	219	99	127	0	0	164	0
Eapp	107.666667	0	0	170	181	331	130	157	0	0	0
Smox	107.444444	0	0	200	276	152	170	0	0	169	0
Rnf170	107.444444	0	0	237	325	99	135	85	0	86	0
Hook3	107.444444	0	0	237	325	99	135	85	0	86	0
Esx1	107.444444	0	0	407	560	0	0	0	0	0	0
Baiap2l1	107.444444	0	0	267	347	128	87	0	0	138	0
Atp11b	107.444444	0	0	170	217	208	165	110	0	97	0
4930430F08Rik	107.444444	0	0	270	413	147	137	0	0	0	0
1700017N19Rik	107.444444	0	0	270	413	147	137	0	0	0	0
Zfp280b	107.333333	0	0	278	266	170	144	0	0	108	0
Vax2	107.333333	0	0	429	313	118	0	0	0	106	0
Tal1	107.333333	0	0	429	327	119	91	0	0	0	0
Slc26a2	107.333333	0	0	179	273	187	114	0	103	110	0
Erich2	107.333333	0	0	288	197	144	127	0	0	210	0
Adar	107.333333	0	318	128	165	202	153	0	0	0	0
Smarcc2	107.222222	0	0	221	219	259	181	0	0	85	0
Rnf44	107.222222	0	0	213	255	102	93	0	0	302	0
Peak1	107.222222	0	0	133	298	153	153	100	0	128	0
Lrig3	107.222222	0	0	344	288	195	138	0	0	0	0
Itpripl2	107.222222	0	0	240	322	131	103	77	0	92	0
Hmg20a	107.222222	0	0	133	298	153	153	100	0	128	0
Fosb	107.222222	0	0	451	427	0	87	0	0	0	0
Arhgef18	107.222222	0	0	288	229	178	170	0	100	0	0
Unc119	107.111111	0	0	292	220	137	80	71	0	164	0
St3gal1	107.111111	0	0	249	218	102	104	0	0	291	0
Dpp8	107.111111	0	0	282	283	238	161	0	0	0	0
Crtac1	107.111111	0	0	243	164	126	114	128	102	87	0
Zfp553	107.000000	0	0	310	280	72	120	0	0	181	0
Spg11	107.000000	0	0	233	304	247	179	0	0	0	0
Fabp5	107.000000	0	0	427	257	137	142	0	0	0	0
Fa2h	107.000000	0	0	228	316	128	207	84	0	0	0
Capn1	107.000000	0	0	221	345	138	95	66	0	98	0
Ace	107.000000	0	422	116	142	196	87	0	0	0	0
Zfp617	106.888889	0	0	261	238	222	128	113	0	0	0
Tmf1	106.888889	0	0	275	349	193	145	0	0	0	0
Ccsap	106.888889	0	0	223	190	190	103	123	133	0	0
Bicdl1	106.888889	0	0	273	344	128	93	0	0	124	0
Wdr27	106.777778	0	0	184	227	176	226	69	79	0	0
Shcbp1l	106.777778	0	0	230	264	147	165	80	75	0	0
Pkn3	106.777778	0	0	166	285	152	149	0	0	209	0
Pccb	106.777778	0	0	278	412	139	132	0	0	0	0
Nvl	106.777778	0	0	270	301	128	262	0	0	0	0
Gna13	106.777778	0	0	183	238	174	209	0	0	157	0
Brip1	106.777778	0	0	375	331	169	86	0	0	0	0
1600012H06Rik	106.777778	0	0	184	227	176	226	69	79	0	0
Oma1	106.666667	0	0	297	336	171	156	0	0	0	0
Gca	106.666667	0	0	349	287	157	167	0	0	0	0
Asah1	106.666667	0	0	201	275	193	176	115	0	0	0
Tmem39a	106.555556	0	318	132	134	182	193	0	0	0	0
Rubcn	106.555556	0	0	280	260	146	176	97	0	0	0
Ngrn	106.555556	0	328	124	177	160	170	0	0	0	0
Nefl	106.555556	0	0	339	393	95	132	0	0	0	0
Hipk1	106.555556	0	0	195	147	148	157	84	0	228	0
Dennd1a	106.555556	0	0	175	284	165	187	0	0	148	0
Ccpg1os	106.555556	0	0	185	251	194	175	95	59	0	0
Ccpg1	106.555556	0	0	185	251	194	175	95	59	0	0
Asns	106.555556	0	0	221	233	186	178	141	0	0	0
Tsg101	106.444444	0	0	195	240	168	169	106	0	80	0
Ptgfrn	106.444444	0	0	240	253	153	159	0	0	153	0
Lig3	106.444444	0	0	112	235	249	160	122	80	0	0
Ggt7	106.444444	0	0	192	233	235	120	0	77	101	0
Acss2	106.444444	0	0	192	233	235	120	0	77	101	0
Wnt7a	106.333333	0	0	310	310	108	78	0	0	151	0
Ttc9	106.333333	0	0	240	217	193	129	67	0	111	0
Trip4	106.333333	0	0	207	251	199	300	0	0	0	0
Trim59	106.333333	0	0	155	224	185	156	102	0	135	0
Prex1	106.333333	0	0	223	369	155	132	78	0	0	0
Pgap1	106.333333	0	0	191	349	173	138	0	0	106	0
Mis12	106.333333	0	0	221	401	142	193	0	0	0	0
Derl2	106.333333	0	0	221	401	142	193	0	0	0	0
Cd320	106.333333	0	0	217	209	253	107	0	0	171	0
1700001C19Rik	106.333333	0	0	181	162	156	247	0	86	125	0
Rnf111	106.222222	0	0	237	403	153	163	0	0	0	0
Mrpl45	106.222222	0	0	188	131	217	286	134	0	0	0
Hint3	106.222222	0	0	223	227	223	107	103	73	0	0
Dysf	106.222222	0	0	188	508	152	108	0	0	0	0
Washc5	106.111111	0	0	247	217	198	149	0	0	144	0
Tspan10	106.111111	0	0	210	243	167	125	0	0	210	0
Thap1	106.111111	0	0	251	85	201	160	100	0	158	0
Srprb	106.111111	0	0	250	315	174	216	0	0	0	0
Sesn2	106.111111	0	0	402	189	160	204	0	0	0	0
Nsmce2	106.111111	0	0	247	217	198	149	0	0	144	0
H2-Q9	106.111111	0	0	210	264	272	209	0	0	0	0
H2-Q7	106.111111	0	0	210	264	272	209	0	0	0	0
Fndc1	106.111111	0	0	275	239	140	213	88	0	0	0
Ermp1	106.111111	0	0	269	347	179	160	0	0	0	0
Anks1b	106.111111	0	0	228	232	186	155	0	0	154	0
Tsga10	106.000000	0	0	220	213	183	176	86	0	76	0
Slco2a1	106.000000	0	0	439	274	115	126	0	0	0	0
Man2c1	106.000000	0	0	172	154	289	136	99	104	0	0
Arf3	106.000000	0	0	162	146	229	223	0	0	194	0
Akt2	106.000000	0	0	233	196	210	164	0	0	151	0
Vps26b	105.888889	0	0	381	300	126	146	0	0	0	0
Nup93	105.888889	0	0	136	113	228	179	183	114	0	0
Ndufaf2	105.888889	0	0	212	238	161	167	0	0	175	0
Ncapd3	105.888889	0	0	381	300	126	146	0	0	0	0
Eri3	105.888889	0	0	238	166	199	171	0	0	179	0
Zfp398	105.777778	0	0	159	234	159	221	100	79	0	0
Slc25a3	105.777778	0	0	204	189	227	151	87	94	0	0
Ripk1	105.777778	0	0	283	193	186	182	108	0	0	0
Morn2	105.777778	0	0	195	248	210	198	0	101	0	0
Kctd14	105.777778	0	0	287	443	98	124	0	0	0	0
Gch1	105.777778	0	0	246	212	149	155	0	75	115	0
Dhx57	105.777778	0	0	195	248	210	198	0	101	0	0
Cdkl4	105.777778	0	0	334	366	137	115	0	0	0	0
Zar1	105.666667	0	0	233	276	147	171	0	124	0	0
Rhot1	105.666667	0	0	211	271	169	197	103	0	0	0
Osbpl11	105.666667	0	0	230	319	121	140	0	0	141	0
Mtch2	105.666667	0	0	200	182	159	241	98	71	0	0
Evc2	105.666667	0	0	286	427	100	138	0	0	0	0
Evc	105.666667	0	0	286	427	100	138	0	0	0	0
Dab1	105.666667	0	0	206	316	133	183	0	0	113	0
Cntf	105.666667	0	793	0	0	0	0	0	0	158	0
Chd9	105.666667	0	0	409	230	133	179	0	0	0	0
Wdr12	105.555556	0	0	189	275	125	217	0	0	144	0
Vegfb	105.555556	0	0	281	353	0	88	0	0	228	0
Pus1	105.555556	0	0	170	330	194	118	0	0	138	0
Pms2	105.555556	0	0	345	288	152	165	0	0	0	0
Pgap2	105.555556	0	0	223	238	165	254	70	0	0	0
Nemf	105.555556	0	0	208	295	179	175	93	0	0	0
Kcnq5	105.555556	0	443	155	168	70	114	0	0	0	0
Cpox	105.555556	0	0	296	218	150	194	92	0	0	0
Carf	105.555556	0	0	189	275	125	217	0	0	144	0
Capn15	105.555556	0	0	315	206	151	136	0	0	142	0
Aimp2	105.555556	0	0	345	288	152	165	0	0	0	0
Vamp9	105.444444	0	0	358	250	182	159	0	0	0	0
Tom1	105.444444	0	0	260	330	134	126	0	99	0	0
Taf8	105.444444	0	0	306	394	123	126	0	0	0	0
Rpap2	105.444444	0	0	218	281	198	142	0	0	110	0
Mrtfa	105.444444	0	0	210	223	176	141	0	96	103	0
Glmn	105.444444	0	0	218	281	198	142	0	0	110	0
Slc35f6	105.333333	0	0	299	323	171	97	0	58	0	0
Ptch2	105.333333	0	0	219	190	219	156	88	76	0	0
Plp2	105.333333	0	0	324	289	0	83	0	0	252	0
Homez	105.333333	0	0	248	224	214	129	66	67	0	0
Ccnj	105.333333	0	0	251	244	151	173	0	0	129	0
Areg	105.333333	0	0	157	413	211	167	0	0	0	0
Trim17	105.222222	0	0	355	259	173	160	0	0	0	0
Por	105.222222	0	0	151	230	208	184	0	0	174	0
Nelfa	105.222222	0	0	230	351	148	218	0	0	0	0
Map3k5	105.222222	0	0	233	255	118	135	0	82	124	0
Inpp5k	105.222222	0	0	249	390	122	97	89	0	0	0
H3f4	105.222222	0	0	355	259	173	160	0	0	0	0
Get1	105.222222	0	0	300	156	186	147	67	91	0	0
Smc5	105.111111	0	0	210	228	238	165	105	0	0	0
Nup205	105.111111	0	0	147	133	186	162	0	90	228	0
Hbp1	105.111111	0	0	389	303	144	110	0	0	0	0
Gnai3	105.111111	0	0	292	251	146	149	0	108	0	0
Epas1	105.111111	0	0	342	374	0	83	0	0	147	0
Trappc3	105.000000	0	0	257	246	157	186	0	99	0	0
Ptpru	105.000000	0	0	255	332	85	131	0	0	142	0
Ptpn9	105.000000	0	0	230	224	160	158	61	0	112	0
Net1	105.000000	0	0	200	394	137	127	0	0	87	0
Lamc2	105.000000	0	0	317	293	158	177	0	0	0	0
Dst	105.000000	0	0	234	290	109	182	0	0	130	0
Cpt1b	105.000000	0	182	296	256	106	105	0	0	0	0
Chkb	105.000000	0	182	296	256	106	105	0	0	0	0
Aco1	105.000000	0	0	225	216	153	143	92	0	116	0
Fam102a	104.888889	0	0	222	264	127	161	0	0	170	0
Dync1h1	104.888889	0	214	127	153	152	169	0	129	0	0
Boc	104.888889	0	0	335	231	138	168	0	0	72	0
Bend6	104.888889	0	0	234	290	108	182	0	0	130	0
Ankrd53	104.888889	0	0	460	371	0	113	0	0	0	0
Wdsub1	104.777778	0	0	231	238	162	157	0	0	155	0
Rbm45	104.777778	0	0	301	346	147	149	0	0	0	0
Ramp2	104.777778	0	0	302	224	176	129	0	0	112	0
Igfbp4	104.777778	0	0	189	321	132	171	0	0	130	0
Dnttip2	104.777778	0	0	200	152	145	376	70	0	0	0
Bmp2k	104.777778	0	0	217	228	103	101	84	0	210	0
Zfpl1	104.666667	0	0	358	245	160	93	0	0	86	0
Zfp472	104.666667	0	0	294	254	114	194	86	0	0	0
Trub1	104.666667	0	193	178	195	167	209	0	0	0	0
Trabd2b	104.666667	0	0	269	244	105	99	0	0	225	0
Syk	104.666667	0	0	154	239	172	135	89	0	153	0
Sned1	104.666667	0	0	277	347	123	195	0	0	0	0
Myl12b	104.666667	0	0	146	207	199	210	0	0	180	0
Il10rb	104.666667	0	0	291	173	109	157	70	0	142	0
Fam8a1	104.666667	0	0	244	231	205	167	95	0	0	0
Dclk1	104.666667	0	0	282	365	173	122	0	0	0	0
Chchd6	104.666667	0	0	125	183	127	199	133	0	175	0
Cdca5	104.666667	0	0	358	245	160	93	0	0	86	0
Usp12	104.555556	0	0	232	286	107	152	0	0	164	0
Osbpl3	104.555556	0	263	139	225	124	127	63	0	0	0
Npnt	104.555556	0	0	188	249	192	153	0	0	159	0
Nek1	104.555556	0	0	142	200	247	164	92	96	0	0
Laptm4a	104.555556	0	0	221	221	171	166	0	162	0	0
Kif5b	104.555556	0	0	271	249	180	154	87	0	0	0
Eif3m	104.555556	0	0	160	261	167	167	94	92	0	0
Cdkn2b	104.555556	0	401	177	132	130	101	0	0	0	0
Adnp	104.555556	0	0	271	207	269	194	0	0	0	0
Tinf2	104.444444	0	0	138	214	183	234	85	86	0	0
Rab11a	104.444444	0	0	199	203	147	162	0	77	152	0
Oga	104.444444	0	0	252	250	204	143	0	0	91	0
H2ac21	104.444444	0	0	101	174	232	163	104	166	0	0
Gdpd1	104.444444	0	0	364	263	128	185	0	0	0	0
Eif4b	104.444444	0	0	203	267	161	160	0	0	149	0
Asb8	104.444444	0	0	252	291	141	179	0	0	77	0
Srxn1	104.333333	0	0	159	169	160	171	108	0	172	0
Ralbp1	104.333333	0	0	162	315	126	182	0	0	154	0
Pfn4	104.333333	0	0	219	206	205	167	0	142	0	0
Ina	104.333333	0	0	353	341	108	137	0	0	0	0
Styx	104.222222	0	0	221	204	125	179	0	100	109	0
Gm7030	104.111111	0	0	369	304	125	139	0	0	0	0
Fam172a	104.111111	0	0	345	287	127	178	0	0	0	0
Cog7	104.111111	0	0	159	162	256	268	0	92	0	0
Akr1b3	104.111111	0	0	224	300	253	160	0	0	0	0
Wdr45b	104.000000	0	0	186	263	161	201	0	0	125	0
Tnip2	104.000000	0	0	183	250	182	237	0	84	0	0
Sdha	104.000000	0	0	146	206	282	172	130	0	0	0
Pld1	104.000000	0	0	299	278	128	106	125	0	0	0
Pacc1	104.000000	0	0	190	259	163	243	81	0	0	0
Coro1c	104.000000	0	0	213	345	139	85	0	0	154	0
Ccdc127	104.000000	0	0	146	206	282	172	130	0	0	0
Anapc15	104.000000	0	0	441	307	79	109	0	0	0	0
Zmat3	103.777778	0	0	315	195	165	131	0	0	128	0
Sorbs1	103.777778	0	0	217	257	157	237	0	66	0	0
Snx27	103.777778	0	0	216	178	144	220	0	0	176	0
Slc25a15	103.777778	0	0	168	164	197	122	0	132	151	0
Gpbp1	103.777778	0	0	251	362	181	140	0	0	0	0
Diaph1	103.777778	0	0	199	218	250	156	0	0	111	0
Baz2b	103.777778	0	0	214	227	128	181	0	83	101	0
Spryd3	103.666667	0	0	205	285	157	161	0	125	0	0
Soga1	103.666667	0	138	136	173	109	104	0	92	181	0
Serpini1	103.666667	0	0	217	254	188	143	0	0	131	0
Ryr2	103.666667	0	0	315	261	121	128	0	0	108	0
Pkn1	103.666667	0	0	236	388	115	106	88	0	0	0
Pdcd10	103.666667	0	0	217	254	188	143	0	0	131	0
Dync1li2	103.666667	0	0	215	222	186	127	86	97	0	0
Acot6	103.666667	0	0	262	273	126	192	0	0	80	0
Rpap3	103.555556	0	0	153	170	248	189	86	0	86	0
Rasl11a	103.555556	0	0	210	275	112	116	97	0	122	0
Myh10	103.555556	0	0	207	344	152	119	0	0	110	0
Grin1	103.555556	0	0	99	203	181	262	109	78	0	0
Fnbp1	103.555556	0	0	331	301	179	121	0	0	0	0
Atg16l1	103.555556	0	0	221	218	214	203	76	0	0	0
Asap2	103.555556	0	0	181	189	221	166	0	0	175	0
Tedc2	103.444444	0	0	320	314	177	120	0	0	0	0
Tbc1d23	103.444444	0	0	301	335	161	134	0	0	0	0
Pfkl	103.444444	0	0	188	164	191	165	90	0	133	0
Mpzl2	103.444444	0	0	294	305	135	197	0	0	0	0
Meiob	103.444444	0	0	335	275	175	146	0	0	0	0
Cab39	103.444444	0	0	223	195	178	224	0	0	111	0
Vps41	103.333333	0	0	383	400	147	0	0	0	0	0
Sipa1l1	103.333333	0	0	202	296	161	119	0	0	152	0
Reep3	103.333333	0	0	252	347	159	172	0	0	0	0
Pxdc1	103.333333	0	0	276	285	144	114	0	111	0	0
Prkch	103.333333	0	0	228	265	133	144	75	0	85	0
Pcolce2	103.333333	0	0	282	218	163	147	0	0	120	0
Klhl24	103.333333	0	0	199	190	159	193	85	104	0	0
Glyctk	103.333333	0	0	330	276	159	67	0	98	0	0
Cobll1	103.333333	0	0	259	255	140	131	0	0	145	0
Zfp866	103.222222	0	0	223	222	120	222	142	0	0	0
Lrp1b	103.222222	0	0	307	275	147	200	0	0	0	0
Gne	103.222222	0	0	159	187	219	169	101	0	94	0
Dynll2	103.222222	0	0	168	200	242	139	0	0	180	0
Ckap2l	103.222222	0	0	157	227	175	284	86	0	0	0
Chd8	103.222222	0	0	190	175	274	209	0	81	0	0
Zbtb26	103.111111	0	0	326	256	199	147	0	0	0	0
Vamp8	103.111111	0	0	274	356	185	113	0	0	0	0
Trmt1	103.111111	0	213	164	211	144	121	75	0	0	0
Nacc1	103.111111	0	213	164	211	144	121	75	0	0	0
Mllt10	103.111111	0	0	181	164	193	119	0	121	150	0
Gpr19	103.111111	0	0	157	219	183	233	72	64	0	0
Enox1	103.111111	0	0	279	250	125	147	0	0	127	0
Snx21	103.000000	0	0	163	267	177	148	83	89	0	0
Ptrhd1	103.000000	0	0	290	376	157	104	0	0	0	0
Plekha5	103.000000	0	0	135	273	141	166	0	0	212	0
Pcdhga9	103.000000	0	291	152	194	132	158	0	0	0	0
Mtif2	103.000000	0	0	263	142	257	265	0	0	0	0
Cenpo	103.000000	0	0	290	376	157	104	0	0	0	0
Cds1	103.000000	0	0	231	262	153	141	59	81	0	0
Abcc5	103.000000	0	0	162	181	172	218	121	73	0	0
4930503B20Rik	103.000000	0	0	264	322	222	119	0	0	0	0
Kcnk3	102.888889	0	0	229	159	135	137	0	0	266	0
Ikzf2	102.888889	0	0	283	236	127	127	0	0	153	0
Dnaaf3	102.888889	0	0	467	459	0	0	0	0	0	0
Thrap3	102.777778	0	0	133	278	138	165	90	0	121	0
Stxbp5l	102.777778	0	0	131	295	146	147	81	0	125	0
Spata13	102.777778	0	0	327	316	165	117	0	0	0	0
Slc25a16	102.777778	0	0	272	206	143	228	76	0	0	0
Parpbp	102.777778	0	0	136	184	290	212	103	0	0	0
Nup37	102.777778	0	0	136	184	290	212	103	0	0	0
Hapln4	102.777778	0	0	395	324	101	105	0	0	0	0
Ttc32	102.666667	0	0	247	256	236	185	0	0	0	0
Trp53rkb	102.666667	0	0	238	178	262	174	0	0	72	0
Tmed4	102.666667	0	0	272	338	150	164	0	0	0	0
Stx11	102.666667	0	0	262	266	109	166	0	0	121	0
Setd6	102.666667	0	0	311	320	119	104	0	70	0	0
Pdcd6ip	102.666667	0	0	291	289	173	171	0	0	0	0
H3c4	102.666667	0	0	334	321	141	128	0	0	0	0
H2bc8	102.666667	0	0	334	321	141	128	0	0	0	0
H2bc7	102.666667	0	0	334	321	141	128	0	0	0	0
H2ac8	102.666667	0	0	334	321	141	128	0	0	0	0
H2ac7	102.666667	0	0	334	321	141	128	0	0	0	0
Dennd1c	102.666667	0	0	386	538	0	0	0	0	0	0
Cpsf1	102.666667	0	0	184	174	366	200	0	0	0	0
Vapa	102.555556	0	0	147	248	129	171	70	74	84	0
Pigt	102.555556	0	0	254	227	122	129	83	108	0	0
Nans	102.555556	0	0	316	233	122	88	0	0	164	0
Grid2ip	102.555556	0	0	262	375	143	143	0	0	0	0
Grhl1	102.555556	0	0	216	281	164	149	113	0	0	0
Gm21671	102.555556	0	0	215	202	147	258	101	0	0	0
Eya3	102.555556	0	0	255	223	220	141	84	0	0	0
Baz2a	102.555556	0	139	176	202	86	94	0	0	226	0
Ambra1	102.555556	0	0	278	317	183	145	0	0	0	0
Zfp606	102.444444	0	0	236	184	211	178	113	0	0	0
Tcl1	102.444444	0	0	463	365	0	94	0	0	0	0
Supv3l1	102.444444	0	0	189	254	139	245	95	0	0	0
Rpl5	102.444444	0	0	196	222	227	199	78	0	0	0
Lrrc8d	102.444444	0	0	158	263	217	133	0	0	151	0
Dnal4	102.444444	0	0	232	239	162	168	0	121	0	0
Atp8b1	102.444444	0	0	335	166	134	107	0	99	81	0
Vps33b	102.333333	0	0	172	200	153	171	136	89	0	0
Vipas39	102.333333	0	0	238	155	178	180	84	86	0	0
Slc2a8	102.333333	0	0	256	259	0	185	0	0	221	0
Jam3	102.333333	0	0	281	285	212	143	0	0	0	0
Ifngr1	102.333333	0	0	276	238	137	184	86	0	0	0
Fbxo25	102.333333	0	0	234	222	177	167	0	121	0	0
D5Ertd579e	102.333333	0	0	268	292	133	157	71	0	0	0
Atg10	102.333333	0	0	274	182	140	115	0	0	210	0
Ahsa1	102.333333	0	0	238	155	178	180	84	86	0	0
Tbc1d9	102.222222	0	0	217	187	181	164	94	77	0	0
Slc9a5	102.222222	0	0	218	301	100	123	0	0	178	0
Rps5	102.222222	0	0	209	301	129	219	0	62	0	0
Plekhm1	102.222222	0	0	247	440	103	130	0	0	0	0
Igfbp7	102.222222	0	0	216	175	247	195	0	0	87	0
Fhod1	102.222222	0	0	218	301	100	123	0	0	178	0
Cdk1	102.222222	0	0	234	308	198	180	0	0	0	0
Atp6v0e	102.222222	0	0	257	235	155	152	121	0	0	0
Acss1	102.222222	0	0	179	203	274	165	0	99	0	0
Tma16	102.111111	0	0	224	243	137	183	132	0	0	0
Spem2	102.111111	0	0	416	503	0	0	0	0	0	0
Scn4b	102.111111	0	0	303	292	114	90	0	0	120	0
Pex16	102.111111	0	181	134	313	74	124	0	0	93	0
Npb	102.111111	0	0	434	310	0	0	0	0	175	0
Mapk9	102.111111	0	0	220	266	112	174	0	0	147	0
Lrrc72	102.111111	0	325	270	324	0	0	0	0	0	0
Large2	102.111111	0	181	134	313	74	124	0	0	93	0
Klf11	102.111111	0	147	155	123	173	125	0	0	196	0
Gpd2	102.111111	0	160	262	232	164	101	0	0	0	0
Gm39566	102.111111	0	0	416	503	0	0	0	0	0	0
Dstn	102.111111	0	0	264	223	132	164	0	0	136	0
Cdc14b	102.111111	0	193	202	201	159	164	0	0	0	0
Vps35	102.000000	0	0	204	278	188	117	131	0	0	0
Snrpd1	102.000000	0	0	192	182	243	235	0	66	0	0
Smu1	102.000000	0	0	129	217	218	176	87	0	91	0
Riok1	102.000000	0	0	154	187	166	211	70	130	0	0
Pitpnc1	102.000000	0	0	207	185	134	111	0	0	281	0
Pdpr	102.000000	0	0	238	201	209	124	0	57	89	0
Orc6	102.000000	0	0	204	278	188	117	131	0	0	0
Elmod2	102.000000	0	0	178	192	209	154	102	83	0	0
Elf2	102.000000	0	0	154	240	149	133	0	0	242	0
Dennd5b	102.000000	0	0	166	197	231	149	67	0	108	0
Cage1	102.000000	0	0	154	187	166	211	70	130	0	0
Zc3h18	101.888889	0	0	198	294	150	146	0	129	0	0
Zbtb44	101.888889	0	0	165	115	143	208	88	93	105	0
Tmem181a	101.888889	0	0	209	211	191	220	0	0	86	0
Slc17a9	101.888889	0	0	429	371	0	117	0	0	0	0
Rab33b	101.888889	0	0	186	149	332	250	0	0	0	0
Pros1	101.888889	0	0	234	251	127	157	0	0	148	0
Lsm2	101.888889	0	0	226	175	200	123	73	0	120	0
Kifc5b	101.888889	0	0	362	304	106	145	0	0	0	0
Git2	101.888889	0	0	270	227	90	114	0	0	216	0
Fbh1	101.888889	0	0	365	332	114	106	0	0	0	0
Exosc8	101.888889	0	0	259	165	205	182	0	0	106	0
Epha3	101.888889	0	0	370	420	127	0	0	0	0	0
Ankrd16	101.888889	0	0	365	332	114	106	0	0	0	0
Ankrd13a	101.888889	0	0	270	227	90	114	0	0	216	0
Alg5	101.888889	0	0	259	165	205	182	0	0	106	0
Actl6a	101.888889	0	0	329	226	155	140	67	0	0	0
Tomm20l	101.777778	0	0	192	299	203	154	68	0	0	0
Sh2d4a	101.777778	0	0	262	253	154	141	0	106	0	0
Rpl27a	101.777778	0	0	229	259	235	193	0	0	0	0
Notch2	101.777778	0	0	204	288	155	154	0	0	115	0
Lrrfip1	101.777778	0	0	159	186	150	247	0	0	174	0
Lancl3	101.777778	0	0	328	273	99	99	0	0	117	0
Tmem88b	101.666667	0	0	180	253	188	127	88	79	0	0
Homer2	101.666667	0	0	264	238	179	128	0	0	106	0
Gjb2	101.666667	0	0	345	276	99	111	0	0	84	0
Fbxo17	101.666667	0	0	342	238	221	114	0	0	0	0
Atp13a1	101.666667	0	0	159	179	159	231	94	93	0	0
Txndc17	101.555556	0	0	362	302	103	147	0	0	0	0
Tob1	101.555556	0	0	229	228	145	130	0	0	182	0
Gtf2h3	101.555556	0	0	211	228	160	111	94	110	0	0
Farsa	101.555556	0	0	292	170	197	157	0	98	0	0
Fam219b	101.555556	0	193	170	206	159	186	0	0	0	0
Etaa1	101.555556	0	0	223	219	130	200	0	0	142	0
Eif2b1	101.555556	0	0	211	228	160	111	94	110	0	0
E2f2	101.555556	0	346	190	111	89	108	70	0	0	0
Cmss1	101.555556	0	0	200	259	246	147	62	0	0	0
Ccnb2	101.555556	0	0	288	239	199	188	0	0	0	0
Btaf1	101.555556	0	0	338	361	101	114	0	0	0	0
Arhgef12	101.555556	0	0	237	278	116	155	128	0	0	0
4933427D14Rik	101.555556	0	0	362	302	103	147	0	0	0	0
Slc39a13	101.444444	0	0	108	162	238	287	0	0	118	0
Slc30a3	101.444444	0	0	320	401	91	101	0	0	0	0
Mtres1	101.444444	0	0	167	229	158	167	78	0	114	0
Mfn2	101.444444	0	0	260	230	188	141	0	94	0	0
Mapkapk5	101.444444	0	0	111	144	253	281	0	0	124	0
Ktn1	101.444444	0	0	355	270	109	100	0	79	0	0
Kif18b	101.444444	0	0	172	249	140	248	104	0	0	0
Golga7	101.444444	0	0	239	197	159	185	0	133	0	0
Ehhadh	101.444444	0	0	338	332	147	96	0	0	0	0
B4galt5	101.444444	0	0	152	189	169	156	89	0	158	0
Tomm70a	101.333333	0	0	159	204	214	262	0	73	0	0
Stard4	101.333333	0	0	239	299	151	90	133	0	0	0
Snx29	101.333333	0	0	321	282	151	0	0	0	158	0
Serpine1	101.333333	0	0	409	503	0	0	0	0	0	0
Rgs12	101.333333	0	0	230	289	184	118	0	0	91	0
Mrpl2	101.333333	0	0	300	251	116	79	0	0	166	0
Klc4	101.333333	0	0	300	251	116	79	0	0	166	0
Derl3	101.333333	0	0	369	251	110	0	0	0	182	0
Cul7	101.333333	0	0	300	251	116	79	0	0	166	0
Clip2	101.333333	0	0	229	204	149	109	0	0	221	0
Cd2bp2	101.333333	0	0	264	333	167	148	0	0	0	0
Ccdc88a	101.333333	0	0	256	203	143	188	0	0	122	0
Adam22	101.333333	0	0	275	200	198	166	0	73	0	0
Slc24a3	101.222222	0	0	212	199	167	211	0	0	122	0
Sergef	101.222222	0	0	185	194	93	141	94	73	131	0
Gm2115	101.222222	0	0	280	299	165	167	0	0	0	0
Ggact	101.222222	0	0	189	285	228	118	0	0	91	0
Fam227a	101.222222	0	0	322	260	195	134	0	0	0	0
Dse	101.222222	0	0	220	176	213	183	0	0	119	0
Ccdc66	101.222222	0	0	172	178	202	228	131	0	0	0
Cby1	101.222222	0	0	322	260	195	134	0	0	0	0
Arl6ip5	101.222222	0	0	309	346	0	143	113	0	0	0
Vwa8	101.111111	0	0	271	257	177	205	0	0	0	0
Rpap1	101.111111	0	0	311	271	134	194	0	0	0	0
