Target_genes	Zfp217|Average	SRX868619|ES_cells	STRING
Rnf115	477.000000	477	0
Polr3c	477.000000	477	0
Pgpep1	477.000000	477	0
Pdia5	477.000000	477	0
Opa3	477.000000	477	0
Nr2c2ap	477.000000	477	0
Maco1	477.000000	477	0
Iqcc	477.000000	477	0
Gga2	477.000000	477	0
Dcdc2b	477.000000	477	0
Ccdc28b	477.000000	477	0
Bnip3l	477.000000	477	0
Tk2	476.000000	476	0
Pms1	476.000000	476	0
Ormdl1	476.000000	476	0
Myl12b	476.000000	476	0
Midn	476.000000	476	0
Fam222b	476.000000	476	0
Cldn12	476.000000	476	0
Cklf	476.000000	476	0
Brox	476.000000	476	0
Aida	476.000000	476	0
Zc3h8	475.000000	475	0
Setd2	475.000000	475	0
Serac1	475.000000	475	0
Gtf2h5	475.000000	475	0
Gpatch8	475.000000	475	0
Nek1	474.000000	474	0
Kit	474.000000	474	0
Ascc3	474.000000	474	0
Zfp41	473.000000	473	0
Tmx1	473.000000	473	0
Rpl7a	473.000000	473	0
Rpl36al	473.000000	473	0
Pdia3	473.000000	473	0
Mgat2	473.000000	473	0
Med22	473.000000	473	0
Lrrc1	473.000000	473	0
Ints11	473.000000	473	0
Cptp	473.000000	473	0
Catsper2	473.000000	473	0
Bbs2	473.000000	473	0
Vdac2	472.000000	472	0
Tra2a	472.000000	472	0
Ptpru	471.000000	471	0
Nck1	471.000000	471	0
Mecr	471.000000	471	0
Cdkn2aip	471.000000	471	0
Zhx3	470.000000	470	0
Tnp2	470.000000	470	0
Tdp1	470.000000	470	0
Socs1	470.000000	470	0
Snai3	470.000000	470	0
Smarcc1	470.000000	470	0
Rnf103	470.000000	470	0
Eps15l1	470.000000	470	0
Eif4ebp2	470.000000	470	0
Efcab11	470.000000	470	0
Atf2	470.000000	470	0
Tma7	469.000000	469	0
Rpap2	469.000000	469	0
Rassf10	469.000000	469	0
Ptgr2	469.000000	469	0
Prxl2b	469.000000	469	0
Pih1d1	469.000000	469	0
Kdm1a	469.000000	469	0
Glmn	469.000000	469	0
Gcfc2	469.000000	469	0
Ccdc51	469.000000	469	0
Arhgef7	469.000000	469	0
Aldh16a1	469.000000	469	0
1700037H04Rik	469.000000	469	0
Zbtb9	468.000000	468	0
Vars2	468.000000	468	0
Svbp	468.000000	468	0
Stk24	468.000000	468	0
Snupn	468.000000	468	0
Slc25a32	468.000000	468	0
Ppif	468.000000	468	0
Pigx	468.000000	468	0
Pfdn2	468.000000	468	0
Nit1	468.000000	468	0
Kif2c	468.000000	468	0
Dcaf13	468.000000	468	0
Cttnbp2nl	468.000000	468	0
Cep19	468.000000	468	0
Ccnl1	468.000000	468	0
Upf1	467.000000	467	0
Tmem209	467.000000	467	0
Tial1	467.000000	467	0
Strap	467.000000	467	0
Ssmem1	467.000000	467	0
Smc3	467.000000	467	0
Slc25a36	467.000000	467	0
Ptdss2	467.000000	467	0
Nxpe3	467.000000	467	0
Nfkbid	467.000000	467	0
Hic2	467.000000	467	0
Hcst	467.000000	467	0
Dctn4	467.000000	467	0
Acp2	467.000000	467	0
Pdss2	466.000000	466	0
Nudt4	466.000000	466	0
Cacybp	466.000000	466	0
Vdac1	465.000000	465	0
Usp34	465.000000	465	0
Rtcb	465.000000	465	0
Pigs	465.000000	465	0
Gpx4	465.000000	465	0
Coq9	465.000000	465	0
Ciapin1	465.000000	465	0
Caap1	465.000000	465	0
Arpc2	465.000000	465	0
Aldoc	465.000000	465	0
Rxylt1	464.000000	464	0
Rabggta	464.000000	464	0
Phf14	464.000000	464	0
Ndufa4	464.000000	464	0
Mtif2	464.000000	464	0
Mrps33	464.000000	464	0
Lrrc51	464.000000	464	0
Htt	464.000000	464	0
Eps8	464.000000	464	0
Ephb3	464.000000	464	0
Eif3c	464.000000	464	0
Cnnm3	464.000000	464	0
Chmp3	464.000000	464	0
Cep78	464.000000	464	0
Armc9	464.000000	464	0
Scrn3	463.000000	463	0
Pim3	463.000000	463	0
Lrch3	463.000000	463	0
Fzd9	463.000000	463	0
Eloc	463.000000	463	0
Edem1	463.000000	463	0
Cir1	463.000000	463	0
Ccdc62	463.000000	463	0
Aprt	463.000000	463	0
Zfyve21	462.000000	462	0
Xrcc3	462.000000	462	0
Utp25	462.000000	462	0
Trim41	462.000000	462	0
Tpmt	462.000000	462	0
Rsbn1	462.000000	462	0
Rnf7	462.000000	462	0
Qrich1	462.000000	462	0
Mkrn1	462.000000	462	0
Kdm1b	462.000000	462	0
Id4	462.000000	462	0
Flvcr1	462.000000	462	0
Daglb	462.000000	462	0
Cldn4	462.000000	462	0
Cdc6	462.000000	462	0
Acvr1b	462.000000	462	0
Abhd4	462.000000	462	0
Zfp981	461.000000	461	0
Ube2t	461.000000	461	0
Tax1bp1	461.000000	461	0
Rnf8	461.000000	461	0
Pigt	461.000000	461	0
Pdcd2	461.000000	461	0
Pbrm1	461.000000	461	0
Nrtn	461.000000	461	0
Mrpl40	461.000000	461	0
Mettl18	461.000000	461	0
Map2k4	461.000000	461	0
Hmgb1	461.000000	461	0
Hira	461.000000	461	0
Gcsh	461.000000	461	0
Fam53a	461.000000	461	0
BC055324	461.000000	461	0
Vdac3	460.000000	460	0
Topors	460.000000	460	0
Tmem68	460.000000	460	0
Timm8b	460.000000	460	0
Tgs1	460.000000	460	0
Smim27	460.000000	460	0
Sdhd	460.000000	460	0
Rce1	460.000000	460	0
Rab7	460.000000	460	0
Mrfap1	460.000000	460	0
Mex3d	460.000000	460	0
Etf1	460.000000	460	0
Asah1	460.000000	460	0
Zfp959	459.000000	459	0
Ypel3	459.000000	459	0
Vinac1	459.000000	459	0
Ttl	459.000000	459	0
Tbx6	459.000000	459	0
Psmc3	459.000000	459	0
Oat	459.000000	459	0
Nt5dc3	459.000000	459	0
Espn	459.000000	459	0
Akap13	459.000000	459	0
Abcg2	459.000000	459	0
Spata33	458.000000	458	0
Psme3	458.000000	458	0
Naa15	458.000000	458	0
Chmp1a	458.000000	458	0
0610010F05Rik	458.000000	458	0
Vcpkmt	457.000000	457	0
Trub2	457.000000	457	0
Trmt11	457.000000	457	0
Tmem65	457.000000	457	0
Tmem256	457.000000	457	0
Tgds	457.000000	457	0
Socs6	457.000000	457	0
Prc1	457.000000	457	0
Ppp1r12c	457.000000	457	0
Por	457.000000	457	0
Pdpn	457.000000	457	0
Nlgn2	457.000000	457	0
Gpr180	457.000000	457	0
Clec11a	457.000000	457	0
Alms1	457.000000	457	0
Ube2h	456.000000	456	0
Stxbp3	456.000000	456	0
Rps26	456.000000	456	0
Pkmyt1	456.000000	456	0
Mtf2	456.000000	456	0
Mbd2	456.000000	456	0
Gatd3a	456.000000	456	0
Eif3a	456.000000	456	0
Dnajc1	456.000000	456	0
Ctbs	456.000000	456	0
Cdc42bpb	456.000000	456	0
Birc2	456.000000	456	0
Atad2b	456.000000	456	0
Asxl2	456.000000	456	0
Asnsd1	456.000000	456	0
Asdurf	456.000000	456	0
Srsf6	455.000000	455	0
Snapc1	455.000000	455	0
Slc25a10	455.000000	455	0
Rps27a	455.000000	455	0
Prorsd1	455.000000	455	0
P3h1	455.000000	455	0
Nup214	455.000000	455	0
Mknk1	455.000000	455	0
Gpsm2	455.000000	455	0
Gan	455.000000	455	0
Coa3	455.000000	455	0
Cntd1	455.000000	455	0
Cltc	455.000000	455	0
Clhc1	455.000000	455	0
Cep295	455.000000	455	0
AU022252	455.000000	455	0
Zfp7	454.000000	454	0
Trnp1	454.000000	454	0
Otud4	454.000000	454	0
Kctd6	454.000000	454	0
Zfp655	453.000000	453	0
Slc22a7	453.000000	453	0
Papolg	453.000000	453	0
Mtg1	453.000000	453	0
Fam227a	453.000000	453	0
Crip3	453.000000	453	0
Crebzf	453.000000	453	0
Cby1	453.000000	453	0
Tdrd9	452.000000	452	0
Rps23	452.000000	452	0
Rfc5	452.000000	452	0
Prpf4	452.000000	452	0
Mapk6	452.000000	452	0
Cyc1	452.000000	452	0
Cdc26	452.000000	452	0
Atp5mpl	452.000000	452	0
Ap2m1	452.000000	452	0
Xpo6	451.000000	451	0
Tomm34	451.000000	451	0
Tmcc1	451.000000	451	0
Stk4	451.000000	451	0
Slc27a4	451.000000	451	0
Rpusd1	451.000000	451	0
Rgs16	451.000000	451	0
Psma4	451.000000	451	0
Pik3r3	451.000000	451	0
Pdik1l	451.000000	451	0
Chtf18	451.000000	451	0
Arl8b	451.000000	451	0
AY074887	451.000000	451	0
Sec61a1	450.000000	450	0
Pebp1	450.000000	450	0
Myh10	450.000000	450	0
Faf2	450.000000	450	0
Erich1	450.000000	450	0
Dctn6	450.000000	450	0
Zscan21	449.000000	449	0
Trim25	449.000000	449	0
Tmem97	449.000000	449	0
Tfam	449.000000	449	0
Spg21	449.000000	449	0
Lcor	449.000000	449	0
Dstn	449.000000	449	0
Zbtb44	448.000000	448	0
Vps37b	448.000000	448	0
Tmem249	448.000000	448	0
Specc1l	448.000000	448	0
Socs7	448.000000	448	0
Slc52a2	448.000000	448	0
Sft2d2	448.000000	448	0
Psmc4	448.000000	448	0
Prkrip1	448.000000	448	0
Hjurp	448.000000	448	0
Garre1	448.000000	448	0
Fbxl6	448.000000	448	0
Etfa	448.000000	448	0
Esyt2	448.000000	448	0
Bex3	448.000000	448	0
Atad3a	448.000000	448	0
A730008H23Rik	448.000000	448	0
Zfp760	447.000000	447	0
Sh2d3c	447.000000	447	0
N4bp3	447.000000	447	0
Mettl26	447.000000	447	0
Klhl24	447.000000	447	0
Kdsr	447.000000	447	0
0610009B22Rik	447.000000	447	0
Zfp707	446.000000	446	0
Supt5	446.000000	446	0
Pitpnm1	446.000000	446	0
Naca	446.000000	446	0
Mllt10	446.000000	446	0
Elf3	446.000000	446	0
Crip2	446.000000	446	0
Cdk2ap2	446.000000	446	0
Cd164	446.000000	446	0
Zfand2b	445.000000	445	0
Usp45	445.000000	445	0
Slc25a15	445.000000	445	0
Slc25a1	445.000000	445	0
Sec61a2	445.000000	445	0
Nup107	445.000000	445	0
Ndufa12	445.000000	445	0
Mtfmt	445.000000	445	0
Mrpl30	445.000000	445	0
Mitd1	445.000000	445	0
Macrod1	445.000000	445	0
Lrrc47	445.000000	445	0
Gatad2a	445.000000	445	0
Ccdc88a	445.000000	445	0
Adpgk	445.000000	445	0
Ttll13	444.000000	444	0
Sptbn1	444.000000	444	0
Proser3	444.000000	444	0
Ppp1r10	444.000000	444	0
Ogfr	444.000000	444	0
Mrps18b	444.000000	444	0
Hspb6	444.000000	444	0
Hes6	444.000000	444	0
Guk1	444.000000	444	0
Ezr	444.000000	444	0
Epop	444.000000	444	0
Cyb5r3	444.000000	444	0
Zfp970	443.000000	443	0
Umps	443.000000	443	0
Tcea1	443.000000	443	0
Ppcdc	443.000000	443	0
Olfr806	443.000000	443	0
Fbl	443.000000	443	0
Dynll2	443.000000	443	0
Bcap31	443.000000	443	0
Acads	443.000000	443	0
Abcd1	443.000000	443	0
Wdr78	442.000000	442	0
Sipa1	442.000000	442	0
Sco1	442.000000	442	0
Rnd3	442.000000	442	0
Mier1	442.000000	442	0
Klhl22	442.000000	442	0
Hnrnpm	442.000000	442	0
Ctnnd1	442.000000	442	0
Creb3l2	442.000000	442	0
Adprm	442.000000	442	0
Zfp850	441.000000	441	0
Xbp1	441.000000	441	0
Rpl9	441.000000	441	0
Ptbp1	441.000000	441	0
Pgap1	441.000000	441	0
Pcyt2	441.000000	441	0
Oxsm	441.000000	441	0
Osgin2	441.000000	441	0
Metap1	441.000000	441	0
Lias	441.000000	441	0
Hif1a	441.000000	441	0
Gldc	441.000000	441	0
Gapvd1	441.000000	441	0
Dnaja2	441.000000	441	0
Copg1	441.000000	441	0
Capza1	441.000000	441	0
Serinc4	440.000000	440	0
Rtn4	440.000000	440	0
Rpl5	440.000000	440	0
Rab5b	440.000000	440	0
Prmt9	440.000000	440	0
Luc7l	440.000000	440	0
Hypk	440.000000	440	0
Haspin	440.000000	440	0
Fam83d	440.000000	440	0
Blmh	440.000000	440	0
Saraf	439.000000	439	0
Ramac	439.000000	439	0
Klf7	439.000000	439	0
Tmem120b	438.000000	438	0
Stap2	438.000000	438	0
Srp14	438.000000	438	0
Rtf1	438.000000	438	0
Ptk2	438.000000	438	0
Prkci	438.000000	438	0
Ogdh	438.000000	438	0
Mpnd	438.000000	438	0
Mageb3	438.000000	438	0
Laptm4a	438.000000	438	0
Eif4ebp1	438.000000	438	0
Dnajc13	438.000000	438	0
Ctdspl2	438.000000	438	0
Crot	438.000000	438	0
Zfp800	437.000000	437	0
Ucp2	437.000000	437	0
Tnpo1	437.000000	437	0
Scaf4	437.000000	437	0
Rfx3	437.000000	437	0
Rell2	437.000000	437	0
Plod2	437.000000	437	0
Mybl2	437.000000	437	0
Mgat4a	437.000000	437	0
Hdac3	437.000000	437	0
Exo5	437.000000	437	0
Dhx37	437.000000	437	0
Adrm1	437.000000	437	0
Zmym5	436.000000	436	0
Tagap1	436.000000	436	0
Spice1	436.000000	436	0
Rps15	436.000000	436	0
Rnf166	436.000000	436	0
Ppat	436.000000	436	0
Paics	436.000000	436	0
Kank3	436.000000	436	0
Jtb	436.000000	436	0
Ctu2	436.000000	436	0
Akirin1	436.000000	436	0
Trmt10c	435.000000	435	0
Sh3bgrl2	435.000000	435	0
Mpzl1	435.000000	435	0
Kif20a	435.000000	435	0
Itpa	435.000000	435	0
Dppa5a	435.000000	435	0
Ddrgk1	435.000000	435	0
Cnih4	435.000000	435	0
Brd8	435.000000	435	0
Zfp518b	434.000000	434	0
Rps7	434.000000	434	0
Pacs1	434.000000	434	0
Opn3	434.000000	434	0
Mrpl22	434.000000	434	0
Gsk3a	434.000000	434	0
Gemin5	434.000000	434	0
Chml	434.000000	434	0
Ccdc174	434.000000	434	0
Zxdc	433.000000	433	0
Tob2	433.000000	433	0
Tbca	433.000000	433	0
Plk1	433.000000	433	0
Lsm12	433.000000	433	0
Klf5	433.000000	433	0
G6pc3	433.000000	433	0
Ass1	433.000000	433	0
Ap5b1	433.000000	433	0
Actr2	433.000000	433	0
Tnfrsf22	432.000000	432	0
Timm50	432.000000	432	0
Sbk1	432.000000	432	0
Sac3d1	432.000000	432	0
Rnd1	432.000000	432	0
Exoc3l	432.000000	432	0
E2f4	432.000000	432	0
Cc2d1b	432.000000	432	0
Cat	432.000000	432	0
Znrf3	431.000000	431	0
Zfp654	431.000000	431	0
Unc119	431.000000	431	0
Mbtps1	431.000000	431	0
Kpna1	431.000000	431	0
Kctd13	431.000000	431	0
Hspa1b	431.000000	431	0
Fam13b	431.000000	431	0
Dnajc19	431.000000	431	0
D3Ertd751e	431.000000	431	0
Cggbp1	431.000000	431	0
Cdk17	431.000000	431	0
Zc3h15	430.000000	430	0
Ubr1	430.000000	430	0
Tm9sf2	430.000000	430	0
Rassf1	430.000000	430	0
Paqr3	430.000000	430	0
Nbr1	430.000000	430	0
Habp4	430.000000	430	0
Brca1	430.000000	430	0
Srp19	429.000000	429	0
Park7	429.000000	429	0
Ncoa5	429.000000	429	0
Mrps23	429.000000	429	0
Lyrm1	429.000000	429	0
Entpd2	429.000000	429	0
Dnaaf2	429.000000	429	0
Dcun1d3	429.000000	429	0
Coprs	429.000000	429	0
Zfp213	428.000000	428	0
Wasl	428.000000	428	0
Tbl3	428.000000	428	0
Tango6	428.000000	428	0
Slc30a6	428.000000	428	0
Orc5	428.000000	428	0
Nupr1l	428.000000	428	0
Gtf3c1	428.000000	428	0
Donson	428.000000	428	0
D430042O09Rik	428.000000	428	0
Cnpy2	428.000000	428	0
Zfp873	427.000000	427	0
Xpo1	427.000000	427	0
Tnks2	427.000000	427	0
Sltm	427.000000	427	0
Pxn	427.000000	427	0
Phf7	427.000000	427	0
Pcnx4	427.000000	427	0
Pcnp	427.000000	427	0
Nfe2l2	427.000000	427	0
Mettl16	427.000000	427	0
Lin9	427.000000	427	0
Jade1	427.000000	427	0
Fam220a	427.000000	427	0
Bap1	427.000000	427	0
Zfp930	426.000000	426	0
Zfp119a	426.000000	426	0
Trmt44	426.000000	426	0
Tmem230	426.000000	426	0
Rmnd5a	426.000000	426	0
Rbm34	426.000000	426	0
Prmt7	426.000000	426	0
Ier5	426.000000	426	0
Hid1	426.000000	426	0
Fan1	426.000000	426	0
Ell3	426.000000	426	0
Cdk20	426.000000	426	0
Bid	426.000000	426	0
Bcas3	426.000000	426	0
Akap1	426.000000	426	0
Zfp932	425.000000	425	0
Twf2	425.000000	425	0
Tmem41b	425.000000	425	0
Rmdn3	425.000000	425	0
Ppm1m	425.000000	425	0
Orai1	425.000000	425	0
Leng8	425.000000	425	0
